TRPM7	MYH9
RACK1	TRPM7
HTR1B	TRPM8
OPRM1	TRPM8
PRKACA	MCOLN1
MCOLN2	MCOLN1
MCOLN1	MCOLN2
MCOLN3	MCOLN1
MCOLN1	MCOLN3
MCOLN2	MCOLN3
PRKCSH	PKD2
KIF3A	PKD2
STX5	PKD2
RACK1	PKD2L2
PRKACA	PKD2
CASP3	EIF3J
CASP3	ITGB4
RNF8	RXRA
COMPLEX:P67775_Q15172_Q15257	P28749
MAPKAPK2	MAPK14
MAPK14	MAPKAPK2
MAPKAPK2	HNRNPA0
TIA1	P24522
HNRNPD	P24522
MAPKAPK2	PARN
HNRNPA0	P24522
JAK2	EPOR
EPOR	JAK2
ESPN	MYO15A
GJB6	GJB2
GJB2	GJB6
MAPK14	TIAL1
PARN	P24522
P49757	NOTCH1
TIAL1	P24522
ZIC1	ATOH1
MAPK14	ZFP36
HES5	ATOH1
ATOH1	HES5
MAPKAPK2	ZFP36
ZFP36	TNF
CREB1	IL2
NOTCH1	JAG2
JAG2	NOTCH1
O00548	NOTCH1
NOTCH1	O00548
SIX1	LFNG
CREB1	IL10
CREB1	IL6
SIX1	OTX2
SIX1	HMX3
SIX1	DLX5
SIX1	OTX1
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	Q53ET0
CREB1	P14174
SIX1	Q9UI36
SIX1	Q96NX9
TNF	CREB1
CREB1	TNF
MYO7A	PCDH15
PCDH15	MYO7A
CREB1	P35354
GABPA	TXNRD1
GABPA	P10599
CREB1	AICDA
MAPK3	GABPA
MAPK1	GABPA
P50607	MAPK1
P50607	MAPK3
MIR17HG	BCL2L11
PROX1	GFI1
GFI1	P49918
KEAP1	GABPA
PROX1	ATOH1
GATA3	FGF10
IGF2BP1	BTRC
PAX3	Q96NX9
Q96NX9	PAX3
NFAT5	AKR1B1
FOXI1	PAX8
FGF3	FOXI1
CREB1	BACH2
NFAT5	SLC6A12
AKT1	CHUK
NFAT5	SLC5A3
CHUK	NFKB1
NFKB1	CHUK
PIK3R1	AKT1
AKT1	PIK3R1
CDC73	CPSF3
CREB1	CDK6
SYMPK	CSTF1
CDK1	P31350
ATM	MCM5
ATM	MCM6
CASP3	ACIN1
CDK1	P38936
P38936	CDK1
P04637	O43663
P04637	ATF3
ATF3	P04637
ATM	TERF2
TERF2	ATM
MYCN	MCM6
MDM2	Q7LG56
ATR	XPA
COMPLEX:P67870_P68400	H4C15
MYCN	MCM4
MYCN	MCM5
MYCN	MCM2
MYCN	MCM3
E2F1	Q9BXL8
Q9BXL8	E2F1
KLF2	CXCR4
IGF1	IGF1R
IGF1R	IGF1
CCL2	MMP14
MMP14	MMP2
COMPLEX:ATF2_JUN	SELE
ABL1	O15350
ABL1	PRKDC
PRKDC	ABL1
MYCN	MCM7
COMPLEX:P63208_Q13616_Q9Y297	PER2
MYCN	MCM8
COMPLEX:P63208_Q13616_Q9Y297	PER1
BMAL1	Q49AN0
Q49AN0	BMAL1
BMAL1	Q16526
Q16526	BMAL1
NPAS2	PER2
NPAS2	PER1
ATAD2	ESR1
ATAD2	E2F1
USP28	Q9HAW4
PRKN	CCNE1
P12004	POLI
PRKN	SEPTIN5
P12004	POLH
MYCN	P04637
ATAD2	MYC
ATAD2	AR
USP7	MDM2
USP7	MDM4
RELA	PTEN
P28749	E2F4
E2F4	P28749
Q08999	E2F5
Q08999	E2F4
Q14676	TP53BP1
RNF8	H2AC20
COMPLEX:P16104_Q14676	RNF8
Q14676	RNF8
PRKN	RANBP2
COMPLEX:P16104_Q14676	NBN
PRKN	PUF60
COMPLEX:P12956_P78527	Q13426
PRKN	SNCAIP
DCLRE1C	Q13426
PRKN	CTNNB1
PRKN	JUN
PRKN	HSPA1B
PRKN	Q99700
Q99700	PRKN
BACE2	APP
PRKN	P37840
APP	BACE1
BACE1	APP
Q13426	PNKP
TP53BP1	HDAC4
ADAM17	APP
ADAM10	APP
ADAM9	APP
PTEN	PREX2
PREX2	PTEN
PINK1	TRAP1
PARK7	HTRA2
PTPRD	STAT3
PRKN	PINK1
PINK1	PRKN
COMPLEX:P67870_P68400	MYC
COMPLEX:P01106_P61244_Q9ULJ6	P38936
P18887	PNKP
PRKCA	P18206
P18206	PRKCA
RAF1	P30086
P30086	RAF1
PIN1	BRAF
USP28	FBXW7
CDK2	MYC
O60381	MYC
RPL11	TRRAP
TRRAP	MYC
MYC	JAG2
FBXW7	MYC
PTPN12	PIN1
PIN1	PTPN12
PDPK1	Q13153
Q13153	PDPK1
Q13153	PXN
CASP3	PRKDC
PRKDC	CASP3
Q13153	FLNA
CASP3	Q13177
Q13177	CASP3
CASP3	GSN
PTPN12	PTK2
PTK2	PTPN12
COMPLEX:P12956_P13010	PRKDC
FLNA	Q9NYA1
SMG1	UPF1
COMPLEX:P12956_P13010	Q9H9Q4
COMPLEX:Q07889_Q12929_Q8IZP0	RAC1
ATM	USP28
MAPK8	MAP2K4
MAP2K4	MAPK8
MAP3K7	MAP2K4
MAP2K4	MAP3K7
PIK3R1	RAC1
RAC1	PIK3R1
PIK3R2	RAC1
RAC1	PIK3R2
ATG13	ULK1
ULK1	ATG13
ULK1	RB1CC1
RB1CC1	ULK1
MTOR	ATG13
UVRAG	SH3GLB1
SH3GLB1	UVRAG
ATG13	RB1CC1
MTOR	ULK2
BECN1	PIK3R4
RAC1	TIAM1
TIAM1	RAC1
HRAS	TIAM1
TIAM1	HRAS
ATG10	ATG12
MTOR	RPTOR
RPTOR	MTOR
AKT1	AKT1S1
DAPK1	Q96RR4
MTOR	MLST8
MLST8	MTOR
DAPK1	MAPK6
UVRAG	PIK3R4
ATG13	ULK2
ULK2	ATG13
UVRAG	BECN1
BCL2L1	BECN1
BECN1	BCL2L1
AKT1S1	RPTOR
MTOR	AKT1S1
AKT1S1	MTOR
ULK2	RB1CC1
RB1CC1	ULK2
AKT1	S1PR1
MCL1	BAD
ATG10	ATG5
COMPLEX:ATG12_ATG5	ATG3
ATG7	ATG3
HRAS	PLCE1
PLCE1	HRAS
MAPK14	MAPKAPK5
MAPKAPK5	MAPK14
MAPKAPK5	P04637
ATG5	ATG16L1
P04637	MCL1
MIR17HG	MAP3K12
BNIP3	BCL2
BCL2L1	BNIP3
BNIP3	BCL2L1
SPNS1	BCL2
SPNS1	BCL2L1
ATG4B	MAP1LC3B
CALM1	DAPK1
DAPK1	MCM3
SH3GLB1	PIK3C3
ATM	DCK
CAPN1	BCL2
CAPN2	BCL2
CAPN1	BCL2L1
CAPN2	BID
CAPN1	BID
ATM	CHD4
CASP3	Q13541
CASP3	SPTAN1
CASP3	EIF4G1
CASP3	BCAR1
CASP3	EIF4G2
CASP3	EIF4G3
BCL2	CASP3
CASP3	BCL2
CASP2	P99999
CASP2	Q9NR28
CASP6	NUMA1
CASP6	VIM
CAPN2	BCL2L1
CASP2	O95831
CASP2	RIPK1
RIPK1	CASP2
RIPK1	CASP10
CASP10	RIPK1
CASP10	BID
ATR	TOPBP1
TOPBP1	ATR
E2F2	CDK1
MIR17HG	VIM
MIR17HG	MEF2D
O00141	KCNQ4
POU4F3	BDNF
ATOH1	POU4F3
POU4F3	GFI1
MYO15A	WHRN
SOX2	ATOH1
ATOH1	BARHL1
ADGRV1	ADCY6
ID3	ATOH1
ID2	ATOH1
NOTCH1	PAX8
ID1	ATOH1
KCNE1	KCNQ4
NOTCH1	FOXI2
WNT1	FOXI2
E2F1	BRCA1
COMPLEX:P49459_Q9NS91	P12004
TIRAP	MYD88
SIX1	PAX2
SIX1	EYA1
FOXI1	SIX1
OTUB2	TRAF6
PDPK1	PRKCG
Q15118	PRKCG
OTUD5	TRAF3
OTUB1	TRAF3
JAG1	P46527
CDK5	RALB
E2F1	EZH2
RASSF1	P26927
RASSF1	CCND1
E2F3	CDK1
CDK1	E2F3
E2F2	CCNB1
WNT1	JAG1
WNT1	NOTCH1
NOTCH1	WNT1
NOTCH1	ATOH1
WNT1	DLX5
POU4F3	NTF3
NOTCH1	HES5
NOTCH1	SOX2
NOTCH1	BMP4
RALA	Q15311
MYC	NME1
RALB	Q15311
Q12967	RALA
Q15311	CDC42
Q15311	RAC1
WNT1	GBX2
WNT1	PAX2
WNT1	PAX8
WNT1	HES1
NOTCH1	JAG1
JAG1	NOTCH1
NOTCH1	HES1
WNT1	SOX9
KIT	GRB2
SIX1	BMP4
SIX1	FGF10
SIX1	FGF3
EYA1	FGF3
KCNQ4	SLC26A5
PRKACG	KCNQ4
SIX1	GATA3
IKBKE	IRF7
ERBB2	GRB2
E2F7	E2F8
E2F1	P12004
AKT2	P38936
AKT1	P46527
KRAS	RAF1
RAF1	KRAS
P01135	ERBB2
ERBB2	P01135
VDR	CASP3
RAD18	RAD51C
PRKCG	RAF1
SIRT6	RBBP8
USP1	P12004
RHOA	PLD1
PLD1	RHOA
MAPK7	MYC
FLT3	GRB2
PLA2G6	P23219
PLA2G6	P35354
SFRP2	WNT4
SFRP1	WNT4
SFRP2	WNT1
MAB21L1	FOXE3
PAX6	CDH2
PAX6	SHROOM3
SFRP1	WNT2
SFRP1	WNT1
PKNOX1	PAX6
PAX6	SFRP2
PAX6	SFRP1
PAX6	FN1
PAX6	MAB21L1
Q14247	WASL
CASP3	BIRC2
BIRC2	CASP3
CASP2	BID
CASP3	CASP2
CASP2	CASP3
MCL1	BBC3
BBC3	MCL1
MCL1	BAK1
CASP9	BIRC6
BIRC6	CASP9
PMAIP1	GMCL1
BCL2L11	MCL1
MCL1	BCL2L11
COMPLEX:ACTR2_ACTR3_ARPC1A_ARPC1B_ARPC2_ARPC3_ARPC4_ARPC5_ARPC5L	CDH1
CDH1	ARPC1B
MTOR	ULK1
MTOR	RHEB
RHEB	MTOR
TSC2	RHEB
TSC2	TSC1
TSC1	TSC2
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	TSC2
ATG7	MAP1LC3B
RHOA	DIAPH1
WASL	ARPC1B
WASL	CDC42
CDC42	WASL
GRB2	WASL
MET	Q14247
AKT1	TSC2
PMAIP1	MCL1
RET	SHC1
NTRK1	SHC1
RHOA	ROCK2
RET	GRB2
ATG7	ATG10
ATG12	ATG7
ATG7	ATG12
ATG12	ATG5
COMPLEX:ATG12_ATG5	ATG16L1
COMPLEX:ATG12_ATG5	MAP1LC3B
MAP1LC3B	ATG3
ATG3	MAP1LC3B
Q96RR4	P54619
NKX3-1	HDAC1
AR	NKX3-1
NKX3-1	AR
FOXO1	P38936
FOXO1	Q86UR1
RAF1	Q13188
Q13188	RAF1
COMPLEX:ATG101_ATG13_RB1CC1_ULK1_ULK2	PIK3C3
E2F6	RBBP8
CASP3	NUMA1
BCL2L2	BIK
DYNLL1	BCL2L11
CFLAR	CASP10
CASP7	VIM
CASP7	TNFRSF1A
CASP7	ITGB4
CASP3	VIM
CASP3	CASP8
CASP8	CASP3
CASP3	CASP10
CASP10	CASP3
CASP3	PXN
PPP1CA	BAD
CASP3	PTK2
BCL2L11	BCL2A1
BCL2L1	APAF1
BCL2L11	VDAC1
BCL2L1	VDAC1
BAK1	VDAC1
BAX	VDAC1
P04637	DAPK1
DAPK1	P04637
DAPK3	RPL13A
Q8N726	BCL2L1
P42771	BCL2L1
SMAD2	DAPK1
UNC5B	PPP2R3B
RHEB	MLST8
ATG101	ATG13
PMAIP1	BAX
PRKCI	BAD
MAPK8	BCL2
DAPK1	PRKD1
DAPK1	MIB1
MIB1	DAPK1
DAPK1	BECN1
DAPK1	STX1A
DAPK1	RPS6
MIR22HG	MAX
BBC3	BCL2A1
BBC3	BAX
HRK	BCL2L1
HRK	BCL2
RHEB	FKBP8
FKBP8	MTOR
PMAIP1	BCL2A1
PRKCZ	FADD
Q9HB75	CASP2
Q9HB75	IKBKG
Q9HB75	FADD
Q9HB75	MADD
MIR17HG	JAK1
RPS6KA3	RPTOR
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	RPTOR
FAS	Q9UKL3
RPS6KA1	RPTOR
CASP8	Q9UKL3
Q9UKL3	CASP8
MAPK3	MAP2K1
MAP2K1	MAPK3
MAPK3	RPS6KA3
RPS6KA3	MAPK3
MAPK1	RPS6KA1
RPS6KA1	MAPK1
DAPK3	MYL9
MAPK1	RPS6KA3
RPS6KA3	MAPK1
MAPK1	DAPK1
DAPK1	MAPK1
SRC	DAPK1
PTPRF	DAPK1
COMPLEX:P67775_Q15172_Q15257	DAPK1
DAPK3	DAPK1
DAPK1	DAPK3
DAPK1	TSC2
MAPK3	DAPK1
DAPK1	MAPK3
HSP90AA1	DAPK1
NEO1	DAPK1
RRAS	RAF1
DAPK1	UNC5B
UNC5B	DAPK1
RPS6KA1	DAPK1
RPS6KA3	DAPK1
RAF1	MAP2K1
MAP2K1	RAF1
GSN	ACTG1
DAPK3	NR3C1
COMPLEX:RPL13A	DAPK3
DAPK3	PPP1R14A
DAPK3	PPP1R12A
CTNNB1	DAPK2
DAPK3	AR
ROCK1	DAPK3
PPP1R14A	PPP1CA
COMPLEX:RPL13A	DAPK1
DAPK1	TLN1
TLN1	ITGB1
DAPK1	ITGA3
DAPK1	Q8N726
DAPK1	P42771
SMAD4	DAPK1
SMAD3	DAPK1
CDC42	MAP3K4
MAP3K4	CDC42
RAC1	MAP3K1
STAT3	WNT5A
RAC1	MAP3K4
MAP3K4	RAC1
ATM	Q14676
Q14676	ATM
SP1	WNT5A
P04637	Q9BRQ8
P04637	ANLN
P04637	ABCB1
ABCB1	P04637
P04637	ACTA2
P04637	ARID3A
P04637	ADGRB1
P04637	APC
COMPLEX:P23511_P25208_Q13952	DDIT3
COMPLEX:P23511_P25208_Q13952	CALR
COMPLEX:P23511_P25208_Q13952	Q15011
ELAVL1	SIRT1
O96017	ELAVL1
E2F3	CCNB1
O14757	P30291
E2F1	EED
WNT5A	FZD2
COMPLEX:P23511_P25208_Q13952	P24522
COMPLEX:P23511_P25208_Q13952	TIMP2
COMPLEX:P23511_P25208_Q13952	CDC25B
COMPLEX:P23511_P25208_Q13952	CCNA2
COMPLEX:P23511_P25208_Q13952	CDC25A
COMPLEX:P23511_P25208_Q13952	P12004
COMPLEX:P23511_P25208_Q13952	PDGFRB
COMPLEX:P23511_P25208_Q13952	P53350
MIR17HG	P38936
COMPLEX:BMAL1_CLOCK	XPA
PUF60	MYC
PUF60	Q96AE4
COMPLEX:CCNH_CDK7_MNAT1	THRA
AKT1	P38936
CDK7	ETS1
Q96AE4	MYC
P38936	E2F1
E2F1	P38936
COMPLEX:CCNH_CDK7_MNAT1	CDK7
FBXL17	Q49AN0
MECP2	PER1
MECP2	PER2
E2F3	Q8N726
Q8N726	E2F3
E2F3	P42771
P42771	E2F3
Q9BPZ3	PER1
BTG2	PER1
BTG3	PER2
Q9BPZ3	PER2
E2F4	Q9HAW4
E2F2	Q8N726
Q8N726	E2F2
P42771	E2F2
E2F2	P42771
CDK1	BRCA1
E2F1	Q9H211
E2F1	Q8N726
Q8N726	E2F1
P42771	E2F1
E2F1	P42771
COMPLEX:P63208_Q13616_Q9UKT7	Q16526
COMPLEX:P63208_Q13616_Q9UKT7	Q49AN0
E2F2	P12004
E2F6	BRCA1
COMPLEX:P06493_P14635	BRCA1
COMPLEX:P24864_P24941	BARD1
E2F6	CBX5
UBE2T	FANCL
UBE2T	FANCI
P61956	PML
P04637	DNMT1
P63165	PML
UBE2T	FANCD2
COMPLEX:P67870_P68400	PML
P04637	EGFR
MAPKAPK2	CDC25A
P04637	EPHA2
O14757	CDC25B
P04637	EDN2
MAPKAPK2	CDC25C
P04637	P68104
MAPKAPK2	CDC25B
P04637	HTT
P04637	GPX1
P04637	GML
P04637	FANCC
P04637	P14210
ATM	SLX4
STAT1	FAS
STAT1	P38936
COMPLEX:P67870_P68400	P17677
COMPLEX:P67870_P68400	NFE2L2
NFE2L2	PRDX1
ATM	BID
KDM2B	PRDX4
KDM2B	P15559
ATR	RBBP8
RBBP8	ATR
ATR	FANCI
E2F1	APAF1
CDK1	E2F1
E2F1	CDK1
E2F2	EED
MTOR	O60516
MTOR	Q13542
COMPLEX:TSC1_TSC2	RHEB
MAPKAPK2	TSC1
P04637	BDKRB2
P04637	BID
MAP3K8	MAP3K14
IKBKB	TSC1
P04637	BCL2L14
MAP3K8	MAP2K4
AKT1	RICTOR
RICTOR	AKT1
Q13542	P06730
Q13541	P06730
MTOR	Q13541
Q13541	MTOR
O60516	P06730
P04637	CCNK
BCL10	IKBKG
P04637	CASP6
P04637	CASP10
CASP10	P04637
P04637	CASP1
IKBKB	MAP3K14
MAP3K14	IKBKB
P04637	Q9H4X1
P04637	O60238
IKBKB	TNFAIP3
TNFAIP3	IKBKB
P04637	BIRC5
Q15025	IKBKG
COMPLEX:P01106_Q13105	P38936
E2F2	EZH2
E2F4	Q9H211
E2F1	DBF4
CCNA2	E2F1
E2F1	CCNA2
ATM	NFAT5
IL22	IL10RB
P04637	CD82
EPO	EPOR
EPOR	EPO
P04637	CDC25C
CDC25C	P04637
MAPKAPK2	TSC2
P04637	CHMP4C
P04637	COL18A1
COMPLEX:IL6R_IL6ST	JAK1
COMPLEX:IL6R_IL6ST	JAK2
JAK2	STAT3
COMPLEX:P01588_P19235	JAK2
P04637	O94907
P04637	DDR1
KSR2	MAP3K8
O96017	P04637
P04637	O96017
NFKB1	MAP3K8
MAP3K8	NFKB1
P04637	CTSD
ATM	Q15831
P04637	Q08257
P04637	Q9NX09
P04637	Q9H2X6
Q9H2X6	P04637
P04637	CX3CL1
ATM	Q9H2X6
ATM	PPP2R5D
COMPLEX:CHUK_IKBKB_IKBKG	NFKB1
ATM	PPP2R5C
DACT2	ACVR1B
CASP1	P04406
CXCL16	CXCR6
CASP1	IL37
CASP1	CASP7
COMPLEX:IL12B_IL23A	IL12RB1
GTF2I	CCND1
KLKB1	P54619
CASP1	IL33
CCL3L3	CCR5
Q9Y294	CHAF1B
TNFRSF10C	TNFSF10
TNFSF10	TNFRSF10C
IKBKB	MAP3K7
MAP3K7	IKBKB
Q15831	P54619
Q9NVP2	CHAF1B
TNFRSF10A	TNFRSF10B
COMPLEX:Q09028_Q13111_Q13112	Q9Y294
COMPLEX:Q09028_Q13111_Q13112	Q9NVP2
KAT8	H4C15
PARP1	SUPT16H
TNFRSF10A	RIPK1
RIPK1	TNFRSF10A
TNFRSF10B	RIPK1
RIPK1	TNFRSF10B
Q13287	STAT1
KRT18	Q15628
MYC	PMAIP1
ATM	ABL1
TNFRSF10A	Q15628
TNFRSF10B	Q15628
COMPLEX:P07900_Q16543	AKT1
TRAF2	BIRC2
BIRC2	TRAF2
COMPLEX:P07900_Q16543	CDK4
COMPLEX:P07900_Q16543	RAF1
TNFRSF1A	Q9Y572
Q9Y572	TNFRSF1A
IRF1	ISG20
COMPLEX:P07900_Q16543	IKBKG
TRAF2	Q9Y572
Q9Y572	TRAF2
COMPLEX:P62877_Q13619_Q16531	DDB2
COMPLEX:P62877_Q13619_Q16531	H2AX
ATM	VCP
XPC	ATM
ATM	XPC
COMPLEX:P62877_Q13619_Q16531	Q9H211
PRKDC	UPF1
STAT1	SOCS1
IL10	IL10RA
NLRP1	CASP5
COMPLEX:CASP1_CASP5_NLRP1_PYCARD	CASP1
COMPLEX:IL10RA_IL10RB	TYK2
CASP1	FGF2
COMPLEX:IL10RA_IL10RB	JAK1
CASP1	PYCARD
PYCARD	CASP1
CARD18	CASP1
IRF1	P35228
P05161	JAK1
COMPLEX:CASP1_CASP5_NLRP1_PYCARD	CASP5
CARD16	CASP1
COMPLEX:P67870_P68400	GYS2
COMPLEX:P67870_P68400	CFAP100
JAK1	IRS1
IRS1	JAK1
CASP1	IL1A
JAK1	IRS2
CASP1	SREBF2
INSR	IRS2
COMPLEX:P67870_P68400	GYS1
ATF2	MMP2
E2F1	Q96A56
P04637	FDXR
STAT1	P46527
CASP1	ENO1
TRAF2	MAP3K14
MAP3K14	TRAF2
ABL1	STAT1
MAVS	IFIH1
IFIH1	MAVS
COMPLEX:DDB1_DDB2	XPC
P04637	TIGAR
CASP1	P60174
O15350	Q96A56
NOD2	MAP3K14
PRKDC	CASP2
PRKDC	ATM
ATM	PRKDC
ABL1	TOP1
Q9HB75	PRKDC
STAT1	MYC
ANO9	STAT1
STAT1	IRF1
CASP1	ALDOA
EIF2AK2	STAT1
RIPK1	TICAM1
TICAM1	RIPK1
TICAM1	TBK1
TBK1	TICAM1
IKBKE	TICAM1
TICAM1	IKBKE
IFNG	IFNGR1
COMPLEX:IFNAR1_IFNAR2	JAK1
RSF1	NFKB1
COMPLEX:IFNGR1_IFNGR2	JAK1
JAK1	COMPLEX:IFNGR1_IFNGR2
IFNB1	IRF3
IRF3	IFNB1
IRF7	IFNB1
COMPLEX:ATF2_JUN	IFNB1
Q9HAW4	DDB2
COMPLEX:IFNGR1_IFNGR2	JAK2
JAK2	COMPLEX:IFNGR1_IFNGR2
COMPLEX:IFNAR1_IFNAR2	TYK2
COMPLEX:P67775_Q15172_Q15257	P04637
MDM2	PPP2R2D
IRF3	IFIT1
MDM2	PPP2R2C
P05161	IRF3
IRF3	P05161
IRF3	CCL5
COMPLEX:P12956_P78527	NFKBIA
DAPK1	TPM1
COMPLEX:P67870_P68400	SMC3
MAP1B	DAPK1
DAPK1	MAP1B
ATM	SMC3
E2F1	DAPK2
EPO	DAPK2
DAPK3	P38936
ZDHHC9	HRAS
ZDHHC9	NRAS
KLF6	DAPK2
IGF2	IGF2R
IGF2R	IGF2
FLT3	FLT3LG
FLT3LG	FLT3
KIT	P21583
P21583	KIT
TAL1	NKX3-1
IGF2	IGF1R
IGF1R	IGF2
ATM	STRAP
SMG1	P04637
O96017	STRAP
LRRK2	MAP2K3
LRRK2	MAP2K4
TLR4	TIRAP
KAT2B	H3C11
COMPLEX:TLR1_TLR2	TIRAP
TLR4	TICAM2
TICAM2	TICAM1
COMPLEX:TLR2_TLR6	TIRAP
MAP3K7	TRAF6
TRAF6	MAP3K7
TICAM1	TRAF6
TRAF6	TICAM1
P53805	PPP3CA
PPP3CA	P53805
TLR3	TICAM1
MYD88	Q9NWZ3
Q9NWZ3	MYD88
P49841	P53805
LRRK2	MAP2K7
LRRK2	MAP2K6
ATG14	BECN1
SIRT2	FOXO1
FOXO1	ATG7
RUBCN	BECN1
COMPLEX:O14974_O60237_P62136	MYL12A
CARD8	CASP9
CARD8	APAF1
SERPINB9	CASP1
CASP1	CARD8
CARD8	CASP1
DAPK3	MYL12A
DAPK1	MYL12A
ROCK1	MYL12A
P04637	BCL2
BCL2	P04637
MTOR	P51397
CFLAR	ATG3
DAPK3	MYL5
RPS6KA3	BAD
CASP3	EIF2S2
RPS6KB1	RPS6
RPS6	RPS6KB1
DAPK1	BCL2
CDK1	BIRC5
CASP3	P41091
P04637	P17643
P04406	RHEB
P04637	O15205
USP3	H2AZ1
P04637	VCAN
P04637	VDR
P04637	O43715
P04637	TRIM22
P04637	TSC2
P04637	TRPM2
MIR17HG	BCL2
COMPLEX:COPS2_COPS3_COPS4_COPS5_COPS6_COPS7A_COPS7B_GPS1	Q15843
AKT1	ITPR1
P04406	APEX1
Q8N5S9	CRMP1
P04406	POU2F1
POU2F1	H2BC11
SFPQ	NONO
NONO	TOP1
COMPLEX:P62877_Q13619_Q16531_Q92466	XPC
APLF	PARP1
JUN	PPM1D
ATR	Q9NUW8
COMPLEX:P12956_P78527	Q9NUW8
ATM	Q9NUW8
COMPLEX:P63208_Q13616_Q9Y297	Q9HAW4
TRIM28	ATM
ATM	TRIM28
O14757	RAD51
RAD51	O14757
COMPLEX:P20248_P24941	BRCA1
NOS1	NFKBIA
BIRC2	Q8IUD2
P49841	GYS1
PPP1R3A	GYS1
IKBKE	RELA
AXIN1	P49841
P49841	AXIN1
CSNK1A1	PRKN
E2F7	SP1
CREB1	HSD3B1
Q53ET0	HSD3B1
Q53ET0	CYP11A1
LRP6	P49841
P49841	LRP6
GNAQ	P49841
COMPLEX:P63208_Q13616_Q9Y297	P30291
USP1	FANCD2
MAPK8	YWHAZ
Q53ET0	STAR
BCL2	BECN1
O96017	CDC25A
P53350	P30291
HMGA2	ATM
ATM	HMGA2
COMPLEX:P67870_P68400	NFKBIA
HMGA1	ATM
ATM	HMGA1
COMPLEX:P63098_Q08209	BAD
AKT1	P29474
MIR17HG	BMPR2
PINK1	CRMP1
LEF1	FAIM2
COMPLEX:P63208_Q13616_Q9Y297	CDC25A
CDK5	PRKN
CSNK1A1	CTNNB1
CSNK1A1	CDC25A
P04637	Q9NYY3
Q9NYY3	P04637
O14757	P04637
P04637	O14757
P04637	PLAGL1
PLAGL1	P04637
E2F1	CASP3
P04637	ODC1
P04637	P29474
P04637	Q96FX8
P04637	P2RX6
PPARG	KMT5A
P04637	MMP2
E2F1	XPC
P04637	MET
PPARG	CD36
P04637	NLRC4
NLRC4	P04637
PPARG	FABP4
P04637	NDRG1
PPARG	KLF15
