Gene1	Gene2	EdgeWeight
NOC3L	JMJD1C	0.0095748585
GTF2H2	JMJD1C	0.009574639
NFKBIA	NFIB	0.0095508
HIF3A	JMJD1C	0.009525988
GCM1	JMJD1C	0.009519489
PRIM1	JMJD1C	0.009516014
OXTR	JMJD1C	0.009497514
VIM	TCF4	0.009472904
DAXX	JMJD1C	0.009472065
HLA-DQB1	JMJD1C	0.009439025
TIMM8A	JMJD1C	0.009414984
MSANTD3-TMEFF1	JMJD1C	0.009401531
KHSRP	JMJD1C	0.009385149
MECOM	JMJD1C	0.009374164
ETV4	JMJD1C	0.009362433
PTMA	JMJD1C	0.009341831
FZD5	JMJD1C	0.009336474
U2AF1	JMJD1C	0.009308685
GATAD2A	JMJD1C	0.009307914
RND3	JMJD1C	0.0092854975
CA14	JMJD1C	0.009279455
RPP40	JMJD1C	0.009267289
RFXANK	JMJD1C	0.009261469
PSMD9	JMJD1C	0.00924203
SEMA5A	TCF4	0.009224534
SEMA3E	JMJD1C	0.009219653
GNG11	JMJD1C	0.009217072
SLC39A8	JMJD1C	0.009211715
FOXN3	TCF4	0.009206936
EPB41L3	JMJD1C	0.009200014
ALCAM	JMJD1C	0.00919227
MCC	JMJD1C	0.009188816
RAB31	JMJD1C	0.009175479
FOXH1	RBPJ	0.009173088
SOX4	JMJD1C	0.00914874
FOXN3	NFIB	0.009140114
RARG	JMJD1C	0.009120939
EPCAM	JMJD1C	0.009101831
UBTF	JMJD1C	0.009083627
TIPIN	JMJD1C	0.009076408
SF1	JMJD1C	0.009076261
DUSP4	JMJD1C	0.009073361
SNX18	JMJD1C	0.009068728
ANKRD28	JMJD1C	0.009051902
POU5F1	NFIB	0.00903515
COL5A2	JMJD1C	0.009025154
SLA2	JMJD1C	0.009022656
ITM2A	JMJD1C	0.009017636
MCM5	JMJD1C	0.009011006
REV3L	JMJD1C	0.009004983
HSD17B11	JMJD1C	0.009001719
CLDN11	JMJD1C	0.009000663
KLF6	NFIB	0.00899104
FUS	JMJD1C	0.008987058
PPARA	TCF4	0.008975408
ZNF764	JMJD1C	0.008940086
POU5F1	TCF4	0.00893741
DNAAF2	JMJD1C	0.008936418
SP110	JMJD1C	0.00892723
ANGPT2	JMJD1C	0.0089152325
POLR2H	JMJD1C	0.008908281
ISCA1	JMJD1C	0.008896588
NFKBIA	SYNE2	0.008894013
CTBP1	JMJD1C	0.008893919
SATB1	JMJD1C	0.008883357
KLF5	JMJD1C	0.008882352
REL	NFIB	0.00888094
RHAG	JMJD1C	0.008877598
CRHBP	JMJD1C	0.008868074
ID1	TCF4	0.008864837
TP53	JMJD1C	0.008862531
QPCT	JMJD1C	0.008858753
GYPE	JMJD1C	0.0088497475
RBPJ	JMJD1C	0.008838519
GRHL2	JMJD1C	0.0088276435
RBPJ	NFIB	0.008809228
POLR2A	JMJD1C	0.008806136
GINS2	JMJD1C	0.008798513
SERTAD2	JMJD1C	0.008796559
CPVL	NFIB	0.008792992
PLAGL2	JMJD1C	0.008770368
RAD51	JMJD1C	0.008752082
ATP2B4	JMJD1C	0.008749276
CCPG1	JMJD1C	0.0087488135
AEBP1	JMJD1C	0.008745666
CEBPZ	JMJD1C	0.008730852
LRR1	JMJD1C	0.008698604
EGF	JMJD1C	0.008682856
ZNF280B	JMJD1C	0.008661202
SMAD6	JMJD1C	0.008660611
RALB	JMJD1C	0.008658429
RIN2	JMJD1C	0.008652143
REL	TCF4	0.008648951
EEF1A1	SYNE2	0.00864681
ARHGAP28	JMJD1C	0.0086441105
YBX1	JMJD1C	0.008621492
MYBBP1A	JMJD1C	0.008611654
ZNF160	JMJD1C	0.008598063
RBPJ	TCF4	0.008590434
ENC1	JMJD1C	0.008584147
TGFBR3	JMJD1C	0.008582456
ETV7	JMJD1C	0.008565605
TJP2	JMJD1C	0.008563132
ASB9	JMJD1C	0.008555464
ALYREF	JMJD1C	0.008547928
NFIB	TCF4	0.0085465545
MRPS30	JMJD1C	0.008544056
GATAD2A	NFIB	0.008536937
EZH2	JMJD1C	0.008536883
GATA2	JMJD1C	0.008516754
MXD4	JMJD1C	0.008515597
RAI14	JMJD1C	0.00850979
CSRP2	SYNE2	0.008497221
BTF3	JMJD1C	0.008495636
PLCB4	JMJD1C	0.008481912
DEDD2	JMJD1C	0.008466171
PHLDA1	JMJD1C	0.008464667
IRF1	NFIB	0.00846405
SLC39A11	JMJD1C	0.008453917
DAB2	JMJD1C	0.008435555
E2F4	JMJD1C	0.008414809
EHMT2	JMJD1C	0.00841033
NFKBIB	JMJD1C	0.008408546
TDP2	JMJD1C	0.008403319
TBC1D4	JMJD1C	0.008396401
ALPK2	JMJD1C	0.00839166
RUVBL2	JMJD1C	0.008389981
SEMA3E	TCF4	0.008387071
CCDC141	JMJD1C	0.008378291
DECR1	JMJD1C	0.008371225
SOX13	JMJD1C	0.008369125
SMARCD1	JMJD1C	0.008355172
JUND	SYNE2	0.008349521
HMGA1	JMJD1C	0.008338327
ID3	TCF4	0.008338151
GYPA	JMJD1C	0.008320784
PPT2	NFIB	0.008319958
ENO1	JMJD1C	0.008291602
CRABP2	JMJD1C	0.008287371
HOXB6	JMJD1C	0.00828483
LGR4	JMJD1C	0.008275866
DNAJC2	JMJD1C	0.008269238
MRPL1	NFIB	0.008268191
HLA-DQB1	TCF4	0.008259367
PTPRZ1	JMJD1C	0.008253269
VIM	SYNE2	0.008252042
RBBP8	JMJD1C	0.008248397
FLRT2	JMJD1C	0.008228326
SLC35F1	JMJD1C	0.008212001
RIOK1	JMJD1C	0.008205878
FOXH1	NFIB	0.008197828
ZNF107	JMJD1C	0.008191821
ARL4A	TCF4	0.008190158
DMBX1	JMJD1C	0.00818683
SYNC	JMJD1C	0.008180472
UPF2	JMJD1C	0.00817528
IRF1	TCF4	0.008173262
RAB31	TCF4	0.008166208
NPM1	JMJD1C	0.00815167
GLRX	JMJD1C	0.00814082
TLE1	TCF4	0.008132126
TLE1	NFIB	0.008129902
EPB41L3	NFIB	0.008124725
ACTC1	JMJD1C	0.008124046
ZEB2	JMJD1C	0.00812364
TLE2	JMJD1C	0.008121037
EMB	JMJD1C	0.008116766
NT5DC3	JMJD1C	0.008116491
BCL11A	JMJD1C	0.008104228
CHAF1A	TCF4	0.008100305
ASB4	TCF4	0.008092025
ARL4A	NFIB	0.008083779
ARID3A	NFIB	0.008077204
BCL11A	TCF4	0.008076073
CA2	JMJD1C	0.008073901
TIPARP	JMJD1C	0.008069506
BAG3	JMJD1C	0.008069356
SLC35A3	JMJD1C	0.008064475
CDCA7L	JMJD1C	0.008061123
LRRCC1	JMJD1C	0.008051737
RNF19A	JMJD1C	0.008051667
TEAD1	JMJD1C	0.00804684
TLR4	JMJD1C	0.008046281
FUS	TCF4	0.008044608
ZNF521	JMJD1C	0.008041203
EPB41L3	TCF4	0.0080247475
RHOBTB3	JMJD1C	0.008021131
FAM89A	JMJD1C	0.008015422
DLC1	JMJD1C	0.00801131
TLE3	JMJD1C	0.007993305
ZBTB38	JMJD1C	0.007992797
DRAM2	JMJD1C	0.007992143
TEAD4	JMJD1C	0.007983835
KLHL4	JMJD1C	0.007982042
TRIM25	JMJD1C	0.007980913
PALLD	JMJD1C	0.007980629
RBPJ	SYNE2	0.007976717
GPC3	TCF4	0.0079722395
TCF4	JMJD1C	0.007970785
ARID3B	NFIB	0.007969206
PATZ1	JMJD1C	0.007965651
CNKSR3	JMJD1C	0.007965323
TFAP4	JMJD1C	0.007964316
ATP2B4	TCF4	0.00796224
NEDD4	JMJD1C	0.007961411
SH3BGRL	JMJD1C	0.007948546
ARFGAP3	JMJD1C	0.007938242
TAF1L	RBPJ	0.007938224
PCDH7	TCF4	0.007935774
LGR4	NFIB	0.007930514
NFIB	SYNE2	0.0079304585
HOPX	JMJD1C	0.0079274
FOXH1	TCF4	0.007917624
CLGN	JMJD1C	0.00791622
ZNF8	JMJD1C	0.007907718
FOXN3	SYNE2	0.007907355
GPC6	JMJD1C	0.0079040425
ETV1	JMJD1C	0.007901481
LIMD1	NFIB	0.007900656
HLA-DRB1	SYNE2	0.007900604
TIMP3	TCF4	0.007897903
GCA	JMJD1C	0.007890276
ETS1	JMJD1C	0.007877684
HCFC1	JMJD1C	0.007877478
APBB2	NFIB	0.007870824
REV3L	TCF4	0.007869742
ESCO2	JMJD1C	0.007869099
ENC1	TCF4	0.007868391
RHAG	TCF4	0.007856483
CA2	TCF4	0.007855454
DTL	JMJD1C	0.00785448
DDX54	JMJD1C	0.007849801
CCND1	JMJD1C	0.007848558
PAWR	JMJD1C	0.007838134
TCF4	SYNE2	0.007835873
RFESD	JMJD1C	0.007826123
SF1	NFIB	0.007824455
ZNF219	JMJD1C	0.007813612
GPC6	TCF4	0.007813441
SPP1	JMJD1C	0.007812567
KLF6	RBFOX2	0.0077993525
CSRP2	NFIB	0.007789466
EPB41L3	SYNE2	0.007785792
SALL3	JMJD1C	0.00778503
WLS	JMJD1C	0.007781437
CCKBR	JMJD1C	0.0077770813
PDCD4	JMJD1C	0.0077754324
MLLT6	JMJD1C	0.0077742585
LMO2	JMJD1C	0.0077723064
EPCAM	TCF4	0.007772197
CHAF1A	NFIB	0.0077678864
SORL1	JMJD1C	0.007766569
B3GNT5	JMJD1C	0.007763682
CBR1	JMJD1C	0.007761441
REV3L	NFIB	0.0077554677
ECI2	NFIB	0.0077528055
SPIB	TCF4	0.007752241
CRHBP	TCF4	0.007747481
TMEM47	JMJD1C	0.0077473135
IFI16	JMJD1C	0.007745983
ALCAM	TCF4	0.0077444105
SLC39A8	TCF4	0.0077437777
MEF2D	JMJD1C	0.007740652
PCDH7	JMJD1C	0.007729738
SAP18	JMJD1C	0.007729647
NAP1L3	JMJD1C	0.0077290637
THAP9	JMJD1C	0.0077270744
FUS	SYNE2	0.007723243
NEDD9	JMJD1C	0.007722778
ZNF142	JMJD1C	0.007721392
TFPI	JMJD1C	0.0077083665
GYPB	JMJD1C	0.0076976665
APBB2	TCF4	0.0076927873
BLM	JMJD1C	0.0076901754
HIF3A	TCF4	0.007685642
WDR5	JMJD1C	0.0076820683
MED16	JMJD1C	0.007681429
LGR5	JMJD1C	0.007671734
MAN1A1	JMJD1C	0.0076709297
SLC39A8	NFIB	0.0076604155
NOC3L	NFIB	0.00765447
ETV4	NFIB	0.0076525984
ZNF239	JMJD1C	0.007651772
SH3RF1	JMJD1C	0.007648486
SF1	TCF4	0.007647108
KRCC1	JMJD1C	0.0076461053
SAMD3	JMJD1C	0.007642396
ODC1	JMJD1C	0.0076415795
MAML3	JMJD1C	0.00764107
MECOM	TCF4	0.0076364204
HLA-DRB1	NFIB	0.0076347487
POU2AF1	TCF4	0.007629597
TIMP3	JMJD1C	0.007628478
BNIP3	JMJD1C	0.007628052
MANEA	JMJD1C	0.0076221195
SATB1	TCF4	0.007621373
PPM1H	JMJD1C	0.0076205493
STAT2	JMJD1C	0.0076186354
TDP2	NFIB	0.00761572
CCNB2	JMJD1C	0.007613302
PCDH10	JMJD1C	0.007613169
COL5A2	TCF4	0.007610522
SNX16	JMJD1C	0.00760865
PPARA	RBPJ	0.007608555
DNMT1	JMJD1C	0.0076046907
KDELR3	JMJD1C	0.007604122
SERHL2	JMJD1C	0.007603549
ITM2A	TCF4	0.007598256
ZNF585B	NFIB	0.007594423
KDR	JMJD1C	0.0075928643
SLC39A11	TCF4	0.007582282
ABCA1	JMJD1C	0.007574934
PRIC285	NFIB	0.0075724917
TRDN	JMJD1C	0.0075706355
RND3	TCF4	0.0075699436
PDGFA	JMJD1C	0.0075670807
RTKN2	JMJD1C	0.0075669633
SYNE2	TCF4	0.007562648
GSC	JMJD1C	0.0075580017
PTMA	TCF4	0.007555107
NFIC	JMJD1C	0.007553708
MME	JMJD1C	0.0075522494
ABLIM1	JMJD1C	0.0075513343
APEX1	JMJD1C	0.007545374
EEF1A1	NFIB	0.007545086
CENPK	JMJD1C	0.007541271
CREB3L4	JMJD1C	0.0075318525
PBX1	JMJD1C	0.007529042
ZBTB2	JMJD1C	0.0075229667
NKX3-1	JMJD1C	0.007514329
TRIP6	NFIB	0.0075127017
PBX1	TCF4	0.0075101634
CEBPZ	NFIB	0.0075036567
MXI1	JMJD1C	0.0075028567
C4orf46	JMJD1C	0.007487035
NFKBIA	GPC3	0.0074857506
GATA3	JMJD1C	0.007480942
COL1A2	JMJD1C	0.007479599
MLLT3	JMJD1C	0.00747909
SOX4	TCF4	0.0074756895
ISCA1	NFIB	0.0074746357
JMJD1C	TCF4	0.007470905
PLXNA2	JMJD1C	0.007464249
OAS1	JMJD1C	0.007463581
FOXP1	JMJD1C	0.0074605173
SOX5	JMJD1C	0.007459673
CASD1	JMJD1C	0.0074593215
PHB2	JMJD1C	0.0074564745
MSX1	JMJD1C	0.007455166
PRIM1	NFIB	0.0074514817
PRDM14	RBPJ	0.007448347
ZNF764	NFIB	0.0074473238
TRIM28	JMJD1C	0.007446334
MAFG	NFIB	0.0074446024
POLR2F	TCF4	0.0074383263
FUS	NFIB	0.0074344925
DRAM2	NFIB	0.0074340003
TRPS1	JMJD1C	0.0074324147
NT5DC3	TCF4	0.007430555
PAM	JMJD1C	0.0074246665
TGFB1	JMJD1C	0.0074235466
MCM5	NFIB	0.0074185575
POLR2I	JMJD1C	0.0074141547
TMEM38B	JMJD1C	0.007412742
POU2F2	JMJD1C	0.007408648
CER1	JMJD1C	0.0073986985
SNRPB	JMJD1C	0.007394032
LHX1	JMJD1C	0.0073928027
COL1A2	TCF4	0.0073893624
ZEB2	TCF4	0.007387401
PA2G4	JMJD1C	0.0073849615
PNPLA8	JMJD1C	0.0073802327
VWA5A	JMJD1C	0.0073798583
CIITA	TCF4	0.0073782946
NRP2	JMJD1C	0.0073741777
BAMBI	JMJD1C	0.007365419
IGDCC4	JMJD1C	0.007363725
MCM5	TCF4	0.00736024
ANKRD28	TCF4	0.0073512564
HDGF	JMJD1C	0.0073431632
POLR1C	NFIB	0.0073413216
TCEA1	JMJD1C	0.0073406873
CD48	JMJD1C	0.0073356684
PRMT6	JMJD1C	0.007330871
COBLL1	JMJD1C	0.0073299035
ASB4	NFIB	0.0073242206
PPARA	DAAM1	0.007321797
AMIGO2	NFIB	0.0073137227
PRSS23	JMJD1C	0.007310772
PPARA	SYNE2	0.007307327
BCL11B	JMJD1C	0.0073069553
DPYSL3	JMJD1C	0.0073058223
ZHX3	JMJD1C	0.007303379
DAAM1	SYNE2	0.0072982986
SPIB	NFIB	0.0072958646
LGR4	TCF4	0.00729124
CDC20	JMJD1C	0.0072902003
HMGN2	JMJD1C	0.007288447
MCC	TCF4	0.007286637
TFDP1	JMJD1C	0.0072843977
RBFOX2	JMJD1C	0.0072836215
TCF7L1	JMJD1C	0.00727895
GPC3	JMJD1C	0.00727889
NONO	JMJD1C	0.007264799
GDAP1	JMJD1C	0.007261909
JUND	RBFOX2	0.0072587086
CREB3L2	JMJD1C	0.0072583775
PROM1	JMJD1C	0.007256764
CTSK	JMJD1C	0.007253371
MSANTD3-TMEFF1	RBPJ	0.0072522825
KLF6	PBX1	0.0072461106
PLSCR4	JMJD1C	0.007244678
ASXL1	NFIB	0.0072421255
RAI14	TCF4	0.007240893
ALS2CR8	NFIB	0.0072370456
UPF1	JMJD1C	0.0072319508
SATB1	NFIB	0.0072273235
MRPS30	NFIB	0.0072269514
SLC19A2	JMJD1C	0.0072243568
BCAR3	JMJD1C	0.007217999
SOX7	NFIB	0.007212825
DSCC1	JMJD1C	0.007212218
EZH2	TCF4	0.0072112605
RIOK1	NFIB	0.0072104875
SFPQ	JMJD1C	0.007209582
CPVL	SYNE2	0.007209181
ZNF585B	TCF4	0.00720866
JUND	PBX1	0.0072054775
YPEL5	JMJD1C	0.0071991566
VAMP7	JMJD1C	0.007198705
ID3	SYNE2	0.0071944636
TEAD1	TCF4	0.0071919695
PLK1	JMJD1C	0.007189442
GLIPR2	JMJD1C	0.0071890717
CDCA7L	NFIB	0.0071857963
CYP1B1	JMJD1C	0.0071837627
CXXC1	JMJD1C	0.0071834717
COL4A1	JMJD1C	0.007182388
LTBP1	JMJD1C	0.007179742
LRIG3	JMJD1C	0.007179461
HSD17B11	NFIB	0.00717352
CUX1	JMJD1C	0.0071723084
POLR1B	JMJD1C	0.0071711238
ASXL1	JMJD1C	0.007170876
CCND1	TCF4	0.007163019
LIMD1	TCF4	0.0071617053
PDCD4	NFIB	0.00715725
MYCN	JMJD1C	0.0071546133
FASTKD3	JMJD1C	0.007154567
PRIM1	TCF4	0.007152611
SHOX	TCF4	0.0071501876
SOX17	JMJD1C	0.0071497257
NFIB	JMJD1C	0.007148766
FN1	JMJD1C	0.007147771
ID1	SYNE2	0.0071448646
LGR5	TCF4	0.007141502
HOPX	TCF4	0.0071392083
EZH2	NFIB	0.007136598
TP53INP1	JMJD1C	0.007134549
PHF21A	JMJD1C	0.007134119
SYNE2	JMJD1C	0.007133747
SEMA5A	SYNE2	0.0071325693
GATAD2A	TCF4	0.0071273185
CCPG1	NFIB	0.0071248473
MCM6	JMJD1C	0.0071176854
RNPS1	JMJD1C	0.007115409
TLR7	NFIB	0.007109406
CITED2	JMJD1C	0.0071030953
DTL	TCF4	0.0070946505
GNG11	TCF4	0.0070937914
JUND	RBPJ	0.007091928
TRUB1	JMJD1C	0.007085456
PTPRZ1	TCF4	0.007083982
ESPL1	JMJD1C	0.007078149
CUX1	NFIB	0.0070756366
DAAM1	TCF4	0.0070748366
COL5A1	JMJD1C	0.0070748166
CENPK	TCF4	0.0070687965
SLC35F1	TCF4	0.007064682
GCM1	TCF4	0.0070646526
RAX2	NFIB	0.0070646186
RBFOX2	SYNE2	0.0070606708
NFE2L3	JMJD1C	0.0070546493
CAMK2D	JMJD1C	0.007054336
MAFF	JMJD1C	0.007047431
JMJD1C	SYNE2	0.0070466925
TLR7	TCF4	0.0070466804
UHRF1	JMJD1C	0.0070456737
NDUFC2-KCTD14	RBPJ	0.007045409
PLP1	JMJD1C	0.007043159
MCM2	JMJD1C	0.0070424713
NANOG	TCF4	0.0070421263
PLAGL2	NFIB	0.0070414958
NIPSNAP3A	JMJD1C	0.007039834
PELI2	JMJD1C	0.007038921
ZEB1	JMJD1C	0.0070371837
GINS2	NFIB	0.007034947
BMP2	JMJD1C	0.0070329914
HLA-DRB1	RBFOX2	0.0070254984
MCM3	JMJD1C	0.0070252917
SULF2	TCF4	0.0070249876
YAF2	JMJD1C	0.0070246486
ESRRG	JMJD1C	0.0070242877
RAD51AP1	JMJD1C	0.0070229736
KRCC1	NFIB	0.0070175966
RGPD2	JMJD1C	0.007014893
MAFG	TCF4	0.0070131985
ID3	NFIB	0.0070127756
CD9	JMJD1C	0.0070115253
IRF1	SYNE2	0.0070040124
ESRP1	JMJD1C	0.0070037157
PCDH7	SYNE2	0.007000403
JUND	NFAT5	0.0070003746
UTP15	JMJD1C	0.006996922
LIN28A	RBPJ	0.006995531
ZNF160	NFIB	0.0069938567
PTGR1	JMJD1C	0.00699315
DKK4	JMJD1C	0.006990408
SF1	SYNE2	0.006990142
ELK3	JMJD1C	0.006987898
CHEK2	JMJD1C	0.006987
TEAD1	SYNE2	0.0069814483
PBX1	SYNE2	0.0069813994
RBFOX2	TCF4	0.0069784094
RFPL2	JMJD1C	0.0069780014
REL	SYNE2	0.0069737183
TPD52	JMJD1C	0.006972709
SALL2	JMJD1C	0.006972202
HIF1A	NFIB	0.006971888
MRPL1	TCF4	0.006968645
ENC1	SYNE2	0.006965329
VAMP7	NFIB	0.006965177
ENO1	SYNE2	0.006964863
EPCAM	SYNE2	0.0069636507
PLOD2	TCF4	0.006961364
ELOVL2	JMJD1C	0.0069602383
ABLIM1	SYNE2	0.0069536245
AGPAT5	JMJD1C	0.00695204
MEX3C	JMJD1C	0.006952005
SNAPC4	JMJD1C	0.0069505055
LGALSL	JMJD1C	0.0069448655
PPT2	TCF4	0.0069440454
DAAM1	JMJD1C	0.006939211
TIMP3	SYNE2	0.006938495
ABLIM1	NFIB	0.00693827
SYNC	NFIB	0.0069367113
TFPI	TCF4	0.0069347974
SEMA6A	JMJD1C	0.006933949
CRX	RBPJ	0.0069305096
KIF21A	JMJD1C	0.006928078
PTMA	SYNE2	0.006927791
REV3L	SYNE2	0.006926087
RUVBL1	JMJD1C	0.0069244434
ARID3A	TCF4	0.006924423
SOX5	TCF4	0.0069232467
PRIC285	JMJD1C	0.0069202026
MLLT3	TCF4	0.0069179432
TBC1D4	NFIB	0.006916389
TMEM64	JMJD1C	0.006915847
SPIB	RBPJ	0.006914824
PSIP1	JMJD1C	0.006914367
YBX1	NFAT5	0.0069140084
ANKRD28	NFIB	0.006912918
TFDP1	NFIB	0.006912076
SLC39A8	SYNE2	0.0069091027
ATP2B4	SYNE2	0.006908613
BCL11A	SYNE2	0.0069077057
CSRP2	GPC3	0.0069072763
NR3C1	JMJD1C	0.0069072247
XRCC5	JMJD1C	0.00690716
MCM7	JMJD1C	0.006906517
ANXA3	JMJD1C	0.006903444
SP100	JMJD1C	0.0069021126
DUSP4	TCF4	0.006900081
NRIP1	JMJD1C	0.006898988
ROR2	JMJD1C	0.0068985503
DAXX	NFIB	0.0068976055
RPP40	NFIB	0.0068961717
DLC1	TCF4	0.006895661
LRRCC1	NFIB	0.0068893144
PTMA	NFAT5	0.0068883784
GPSM2	JMJD1C	0.0068881474
CTBP1	NFIB	0.006885632
CCDC81	JMJD1C	0.006884039
POLR2D	JMJD1C	0.0068835565
SPIB	RBFOX2	0.006882542
E2F4	NFIB	0.006882078
TP53	NFIB	0.0068803267
MXD4	NFIB	0.0068782573
DYNC1I1	JMJD1C	0.006877887
ILF2	JMJD1C	0.0068775867
ETV3	JMJD1C	0.006876263
COLEC12	JMJD1C	0.0068756193
DNAAF2	NFIB	0.0068750326
PLXNA2	TCF4	0.0068734493
HEG1	JMJD1C	0.0068729245
ARID5B	JMJD1C	0.0068705375
CD9	TCF4	0.0068663945
NT5DC3	NFIB	0.0068643223
MCM4	JMJD1C	0.00686364
NFKBIA	PBX1	0.0068615912
NUAK1	JMJD1C	0.006859017
PAM	TCF4	0.0068570976
PPARA	NFAT5	0.006852613
LIMCH1	JMJD1C	0.0068505798
NFYB	JMJD1C	0.0068504508
FOXH1	RBFOX2	0.0068502743
CLGN	NFIB	0.006849749
MLLT3	NFIB	0.006849276
CHAF1A	SYNE2	0.00684847
POU5F1	SYNE2	0.0068474384
PDCD11	JMJD1C	0.0068468796
NFIA	TCF4	0.006844721
DLGAP5	JMJD1C	0.006843106
TIPIN	NFIB	0.006841535
ABLIM1	TCF4	0.0068406365
TRIP6	TCF4	0.0068393494
ANKRD28	SYNE2	0.00683872
PARP1	JMJD1C	0.006836995
HIF1A	JMJD1C	0.006834475
ARID4B	JMJD1C	0.0068325256
TAF1L	TCF4	0.0068320083
FOXP1	TCF4	0.006829317
LRAT	JMJD1C	0.00682833
SPPL2A	JMJD1C	0.0068275514
LRRCC1	TCF4	0.006826907
ZNF589	JMJD1C	0.006826219
APBB2	SYNE2	0.0068244757
NOL11	JMJD1C	0.00681555
LMO3	JMJD1C	0.0068145962
DKK1	JMJD1C	0.006813982
JMJD1C	NFIB	0.006813109
ADAMTS3	JMJD1C	0.0068128468
ARFGAP3	NFIB	0.0068123005
MYCT1	JMJD1C	0.0068112137
EGR1	JMJD1C	0.0068087024
MRPS35	JMJD1C	0.0068076164
GPR83	JMJD1C	0.0068069645
MXI1	NFIB	0.0068064528
NUSAP1	JMJD1C	0.006803327
ESCO2	TCF4	0.0068030246
POLR2F	NFAT5	0.0068011177
RAD51	TCF4	0.006800696
MAFG	NFAT5	0.0067992355
FXR1	JMJD1C	0.0067963176
RNF13	JMJD1C	0.006794743
TLR7	RBPJ	0.0067941207
NANOG	NFIB	0.006793741
PRDM14	TCF4	0.0067921677
ENO1	TCF4	0.006791995
RFXANK	NFAT5	0.0067909914
RNF19A	NFIB	0.0067885616
ALYREF	NFIB	0.0067807552
EHMT2	NFIB	0.0067799343
GPC3	SFRP1	0.006778222
RIN2	TCF4	0.006777757
ZFHX3	JMJD1C	0.006771093
SERTAD2	NFIB	0.006768958
VPS13C	JMJD1C	0.006768194
TCF4	NFIB	0.006764743
CNBP	JMJD1C	0.006764719
APOBEC3C	JMJD1C	0.0067615435
USP44	JMJD1C	0.0067566764
MYBL2	JMJD1C	0.006754149
STAT3	JMJD1C	0.0067523024
RBBP8	TCF4	0.006751353
DEK	JMJD1C	0.00675043
RALB	NFIB	0.0067492826
WDR3	JMJD1C	0.0067447457
SRC	NFIB	0.0067434073
EPCAM	NFIB	0.0067426297
XRCC6	JMJD1C	0.006742035
ALS2CR8	JMJD1C	0.0067412625
PPARA	PBX1	0.0067410287
RBBP8	NFIB	0.006740627
ECI2	TCF4	0.00673717
HLX	JMJD1C	0.0067366445
CA2	SYNE2	0.00673516
CUX1	SYNE2	0.0067349426
ARHGAP42	JMJD1C	0.006734749
MMP16	JMJD1C	0.006734172
HNRNPAB	JMJD1C	0.0067321756
NLGN4X	JMJD1C	0.00672989
CDCA8	JMJD1C	0.0067274445
RBMX	JMJD1C	0.00672607
PLXNA2	SYNE2	0.006724781
FN1	TCF4	0.006724159
PITX2	JMJD1C	0.0067237676
ETV1	TCF4	0.006721866
PRDM14	NFIB	0.0067217494
SRSF1	JMJD1C	0.006719162
ASB4	RBPJ	0.0067190193
AES	NFIB	0.0067183506
