Gene1	Gene2	EdgeWeight
ITM2A	ZEB1	0.0069825756
CITED2	ZEB1	0.0069789817
PLK1	ZEB1	0.0069733867
NPM1	SMG6	0.00697173
ITGA6	ZEB1	0.0069715385
PLK2	PHF21A	0.006961745
CDC20	ZEB1	0.0069542574
CA2	ZEB1	0.006951072
BHLHE40	ZEB1	0.006941941
SF1	ZEB1	0.0069417553
SRSF2	SMG6	0.0069380277
SOX4	ZEB1	0.006936305
DEK	SMG6	0.006936199
YBX1	SMG6	0.0069269077
DEPDC1B	ZEB1	0.006921438
CYP1B1	ZEB1	0.0069213044
SRSF3	PHF21A	0.00691895
HSD17B11	ZEB1	0.0069158627
PTMA	ZEB1	0.0069103474
RNPS1	ZEB1	0.00690939
VPS13C	ZEB1	0.006905982
CCNA2	ZEB1	0.0068963
HMGN2	ZEB1	0.0068910234
PA2G4	SMG6	0.0068790037
EPCAM	ZEB1	0.006876429
ENO1	SMG6	0.0068762135
KHDRBS2	XRCC5	0.006866946
RTKN2	PHF21A	0.0068634152
SORL1	ZEB1	0.0068611
XRCC6	PHF21A	0.0068596792
HNRNPAB	SMG6	0.0068499194
EWSR1	PHF21A	0.0068480917
RHOBTB3	NFIC	0.0068357443
SAP18	SMG6	0.0068186554
BTF3	SMG6	0.0068082223
SNRPD1	SMG6	0.006805545
HNRNPK	SMG6	0.006788144
NONO	SMG6	0.006785685
POLR2K	SMG6	0.006779144
GLRX	SMG6	0.0067625954
CDK6	ZEB1	0.0067596645
CCNB2	ZEB1	0.006755143
CDK6	NFIC	0.0067402264
MXI1	ZEB1	0.006732624
SNRPB	ZEB1	0.0067233047
PER3	ZEB1	0.006721254
TCEA1	ZEB1	0.00671647
ILF3	ZEB1	0.006716431
ZBTB38	ZEB1	0.006714882
HNRNPAB	PHF21A	0.0067137405
PHB2	ZEB1	0.0067124926
NUSAP1	PHF21A	0.0067121913
MIF	SMG6	0.006705927
CDC20	PHF21A	0.0067036087
XRCC5	PHF21A	0.006696597
LPIN1	PHF21A	0.006696435
CA2	PHF21A	0.0066936584
SRSF10	ZEB1	0.006692404
PHB2	SMG6	0.006689152
SFPQ	PHF21A	0.0066885175
SNRPB	SMG6	0.0066871084
NFIB	CSDE1	0.00668407
HNRNPD	PHF21A	0.006681464
VIM	HELZ	0.0066711423
NUCB2	ZEB1	0.0066683167
MFAP4	ZEB1	0.0066681807
BNIP3	SMG6	0.006657357
SFRP1	ZEB1	0.0066540684
YBX1	PHF21A	0.0066450806
NUSAP1	ZEB1	0.00663832
NONO	PHF21A	0.006636246
CSDE1	ZEB1	0.0066362144
ILF2	DCAF6	0.006626233
HMGA1	ZEB1	0.0066214553
HSD17B11	PHF21A	0.0066156206
SSB	PHF21A	0.006611536
CCNA2	PHF21A	0.0066106394
DEPDC1B	PHF21A	0.006609892
RBBP4	ZEB1	0.0066035264
HNRNPK	DCAF6	0.006602334
MIF	ZEB1	0.0066010435
COBLL1	ZEB1	0.0065995944
BTF3	PHF21A	0.0065982766
APEX1	ZEB1	0.006597098
CBX3	SMG6	0.006596413
MAFF	PHF21A	0.006593299
BTG2	PHF21A	0.0065867864
DNMT1	ZEB1	0.006586414
BNIP3	ZEB1	0.0065842173
CNBP	SMG6	0.0065807686
FUS	ZEB1	0.006578281
NFIB	NFIC	0.0065670838
CD9	ZEB1	0.0065664765
RORB	XRCC5	0.0065660924
PARP1	ZEB1	0.006561959
HELZ	NFIC	0.0065526706
REL	ZEB1	0.0065516615
SLC39A8	ZEB1	0.006548889
SYNE2	ZEB1	0.0065478063
CBX3	PHF21A	0.0065465188
XRCC6	SMG6	0.0065379944
PLK1	PHF21A	0.006536866
ITM2A	PHF21A	0.0065256692
IFI16	PHF21A	0.006524032
CDC20	SMG6	0.0065226573
PTMA	SMG6	0.006522655
SRSF10	PHF21A	0.006513422
RBMX	PHF21A	0.0065103425
POLR2I	SMG6	0.0065047
GLRX	PHF21A	0.00650078
ST3GAL6	ZEB1	0.0065002735
FOXF1	ZEB1	0.0064997408
DDAH1	ZEB1	0.0064982134
PARP1	SMG6	0.0064979875
TEAD1	ZEB1	0.006496022
EPCAM	PHF21A	0.0064890026
CCNB2	PHF21A	0.0064865774
ARID5B	HELZ	0.006471315
SYNE2	NFIC	0.0064702076
NCAPG	ZEB1	0.006467875
CDCA8	ZEB1	0.0064659375
RNPS1	SMG6	0.0064637284
BHLHE40	PHF21A	0.0064618336
HPRT1	PHF21A	0.0064597134
ILF2	NCOA6	0.0064559416
ZHX3	ZEB1	0.0064520175
NPM1	DCAF6	0.0064518787
RNPS1	PHF21A	0.0064500524
SAP18	ZEB1	0.006449814
SNRPD1	ZEB1	0.006449047
SRSF2	DCAF6	0.0064474205
NFIB	HELZ	0.0064451606
HMGN2	SMG6	0.006441998
TCEA1	PHF21A	0.006439977
APEX1	SMG6	0.0064369524
ENO1	DCAF6	0.0064362134
DUSP10	SMG6	0.006434785
TGFB1I1	PHF21A	0.0064340755
TIPARP	ZEB1	0.006425606
SF1	PHF21A	0.0064187725
SRSF1	ZEB1	0.006417014
MXI1	PHF21A	0.006413192
CLDN10	ZEB1	0.006412217
DKK1	PHF21A	0.0064113773
ELL2	ZEB1	0.0064112353
THY1	ZEB1	0.006409259
ASS1	PHF21A	0.0064034215
SH3BGRL	ZEB1	0.006401023
PLK1	SMG6	0.006392002
EEF1A1	ZEB1	0.0063883313
PA2G4	PHF21A	0.006388128
JMJD1C	NFIC	0.0063871727
DEK	DCAF6	0.0063870954
CITED2	PHF21A	0.006386114
ZKSCAN1	ZEB1	0.0063815173
CD48	PHF21A	0.00637933
EGR1	ZEB1	0.0063728923
VIM	SMG6	0.006370125
DUSP4	ZEB1	0.006368829
RNF13	ZEB1	0.0063672224
DNMT1	SMG6	0.0063634254
PHF21A	ZEB1	0.006362651
CDK6	PHF21A	0.0063609807
SP100	ZEB1	0.006359278
HDGF	ZEB1	0.0063485727
TRIM22	ZEB1	0.006345102
SOX5	ZEB1	0.00634496
RBBP4	PHF21A	0.006342558
POLR2K	ZEB1	0.006335414
ETS1	ZEB1	0.006328689
CDK6	ARID5B	0.0063281655
HMGN2	PHF21A	0.00632429
ZNF83	ZEB1	0.0063215415
RNF19A	ZEB1	0.00632034
KIF23	ZEB1	0.0063182567
MPHOSPH9	ZEB1	0.006314538
SFRP1	NFIC	0.0063100825
GATM	ZEB1	0.006308468
CCNA2	SMG6	0.0063084424
ELMO1	ZEB1	0.0063072
SSB	DCAF6	0.0063063726
PHLDA1	ZEB1	0.006305015
PER3	PHF21A	0.006302895
POLR2H	SMG6	0.0063019604
CCNB2	SMG6	0.0062951897
ITPR2	ZEB1	0.0062919846
HMGA1	SMG6	0.006290997
CNBP	DCAF6	0.00628809
HMGA1	PHF21A	0.0062875887
SFRP1	PHF21A	0.0062846327
KLHL24	ZEB1	0.0062819016
SFPQ	NFIC	0.0062814867
BNIP3	PHF21A	0.0062773125
POLR2F	SMG6	0.0062754583
CDCA8	PHF21A	0.006274177
CYP1B1	PHF21A	0.006272217
ARL4A	ZEB1	0.006269598
ILF3	PHF21A	0.00626646
MDM4	ZEB1	0.0062619187
HELZ	ZEB1	0.006260583
LPGAT1	ZEB1	0.0062586563
FXR1	ZEB1	0.006255616
TCEA1	SMG6	0.006250297
XRCC6	DCAF6	0.0062499796
HPRT1	ZEB1	0.0062482683
NKX3-1	ZEB1	0.0062478986
RHOBTB3	SMG6	0.0062448243
SERPINE2	NFIC	0.0062432094
BCLAF1	ZEB1	0.00624187
WWTR1	ZEB1	0.00623407
DNAJC2	SMG6	0.0062312814
SF1	SMG6	0.006228859
BTF3	DCAF6	0.0062278304
STAT3	ZEB1	0.0062240674
STT3B	ZEB1	0.0062223068
NUCB2	PHF21A	0.006220862
B3GNT5	ZEB1	0.0062182485
STK38L	ZEB1	0.006213682
MPHOSPH9	PHF21A	0.0062135127
RNPS1	DCAF6	0.006213369
LGR4	ZEB1	0.006212
FBXO28	PHF21A	0.006211627
ZBTB38	PHF21A	0.006208716
RAI14	ZEB1	0.0062084803
ITGA6	DCAF6	0.006206654
PRSS23	ZEB1	0.006206365
VIM	DCAF6	0.006206346
NONO	DCAF6	0.006205297
CALCOCO1	ZEB1	0.006205091
ITGA6	PHF21A	0.006203649
NEDD9	ZEB1	0.006202694
SORL1	PHF21A	0.0062026763
CNKSR3	PHF21A	0.006201834
DNAJC2	ZEB1	0.0062008537
SPPL2A	ZEB1	0.006198016
ODC1	SMG6	0.006187982
HNRNPAB	DCAF6	0.006187136
DUSP10	DCAF6	0.0061865086
MECOM	ZEB1	0.0061852355
SUPT16H	ZEB1	0.0061846157
SMAD2	NFIC	0.006180821
SMARCC1	NFIC	0.006179782
HDAC9	HELZ	0.0061797085
MRPS30	SMG6	0.0061762803
CSDE1	PHF21A	0.0061760372
PER3	HELZ	0.006173083
ENO1	NCOA6	0.0061691506
RFC3	ZEB1	0.0061688214
PTMA	PHF21A	0.0061667436
LEF1	ZEB1	0.0061649564
PLAU	PHF21A	0.006164538
SORL1	NFIC	0.0061643105
YBX1	DCAF6	0.0061598113
MAFF	SMG6	0.006158964
COBLL1	PHF21A	0.0061561796
SH3BGRL	PHF21A	0.0061542736
ANXA3	ZEB1	0.0061527253
MFAP4	PHF21A	0.0061473045
BMP4	ZEB1	0.006146131
POLR2A	ZEB1	0.0061432873
POLR2F	ZEB1	0.0061413655
NFIC	DCAF6	0.0061411727
EPCAM	SMG6	0.0061395024
VPS13C	PHF21A	0.0061381557
SRSF3	DCAF6	0.006136692
HTRA1	PHF21A	0.0061354223
EPCAM	DCAF6	0.006132982
ZEB2	ZEB1	0.0061291433
DNMT1	PHF21A	0.0061281445
HSD17B11	SMG6	0.0061262837
LEF1	HELZ	0.006125264
SOX4	PHF21A	0.0061197956
SFPQ	HELZ	0.00611695
GLRX	DCAF6	0.006113779
SYNE2	PHF21A	0.0061129
DECR1	ZEB1	0.0061121183
CDC20	DCAF6	0.006108998
MRPS35	PHF21A	0.006108965
SLC19A2	ZEB1	0.0061023734
MCM7	ZEB1	0.0060983547
KIF23	PHF21A	0.0060983202
CITED2	SMG6	0.0060949987
NFAT5	NFIC	0.0060947044
ILF2	SENP7	0.006092308
SRSF3	SMG6	0.0060889507
SLC39A8	PHF21A	0.0060885246
RNF13	PHF21A	0.0060816403
NR3C1	ZEB1	0.0060812887
ARFGAP3	ZEB1	0.0060808104
POLR2K	SENP7	0.00607929
NFIB	ARID5B	0.0060775834
DDAH1	PHF21A	0.006076282
SRSF1	SMG6	0.0060740667
NDC80	ZEB1	0.006073184
DNAJB14	ZEB1	0.0060723736
BCLAF1	PHF21A	0.006070938
TEAD1	NFIC	0.006069081
MCM7	SMG6	0.006064763
MRPS30	PHF21A	0.0060627437
RIN2	ZEB1	0.006060482
ODC1	DCAF6	0.006059641
TMF1	ZEB1	0.0060592
HMGN2	DCAF6	0.006058376
MRPS30	ZEB1	0.0060566864
PLAU	SMG6	0.0060561746
CYP1B1	SMG6	0.0060538487
TRIP11	ZEB1	0.006047044
YAF2	ZEB1	0.0060438486
NFATC1	ZEB1	0.0060428157
MPHOSPH9	NFIC	0.006039267
DLGAP5	ZEB1	0.006037351
ANKRD28	ZEB1	0.006037096
MEIS2	XRCC5	0.006036156
SRSF10	DCAF6	0.006035828
FAM135A	ZEB1	0.00603557
NPM1	NCOA6	0.0060329046
KAT6A	ZEB1	0.0060325363
NFIC	HELZ	0.0060310955
RBPJ	NFIC	0.0060302955
UHRF1	ZEB1	0.006030057
STK3	NFIC	0.00602853
CBX3	DCAF6	0.0060265823
SH3RF1	ZEB1	0.00602563
MEIS2	HELZ	0.0060247118
KLHL24	PHF21A	0.006023454
PA2G4	DCAF6	0.0060191317
HELZ	PHF21A	0.0060176593
MIF	DCAF6	0.0060174605
HNRNPD	DCAF6	0.0060156356
NRIP1	ZEB1	0.0060130293
SRSF1	PHF21A	0.0060119163
PDCD4	ZEB1	0.0060114968
ILF3	SMG6	0.006010256
SSB	NCOA6	0.00600549
POLR2I	ZEB1	0.0060049095
KHDRBS2	HELZ	0.0060048983
MCM3	ZEB1	0.006004681
SRSF2	NCOA6	0.0060027363
DEPDC1B	DCAF6	0.0060014515
MRPS35	ZEB1	0.0060009705
FUBP1	ZEB1	0.006000562
SNRPD1	DCAF6	0.0059977
NUSAP1	SMG6	0.0059940587
SUPT16H	PHF21A	0.0059921998
RUNX1	ZEB1	0.00599213
SNAI2	ZEB1	0.00599169
FOXN3	ZEB1	0.0059910486
TDP2	ZEB1	0.005990877
MRPS35	SMG6	0.0059859073
GYPA	ZEB1	0.005985647
SERPINE2	ZEB1	0.005984779
NCAPG	PHF21A	0.005984656
RBPJ	ZEB1	0.005984591
APEX1	PHF21A	0.005984553
PTMA	DCAF6	0.005982064
MIF	PHF21A	0.005981417
EWSR1	DCAF6	0.0059807408
FBXO28	ZEB1	0.005980089
GATM	PHF21A	0.0059789782
NUCB2	SMG6	0.005975657
CCNA2	DCAF6	0.005974807
LPIN1	NFIC	0.005974018
HOXB4	ZEB1	0.0059702233
ILF2	PER3	0.0059689833
ZRANB2	ZEB1	0.005963012
DRAM2	ZEB1	0.005962682
WWP1	ZEB1	0.005961435
TEAD1	PHF21A	0.0059612086
HNRNPK	NCOA6	0.0059597907
TRIM28	SMG6	0.0059571695
POU2F1	NFIC	0.005957125
SNRPB	PHF21A	0.0059561636
ILF2	KDM6A	0.005952878
TRIM22	DCAF6	0.005951767
VIM	XRN1	0.0059482083
RNF19A	PHF21A	0.0059481477
GPC3	ZEB1	0.0059452113
PHB2	PHF21A	0.0059446576
EWSR1	SMG6	0.005942969
DNMT1	DCAF6	0.00594292
APBB2	ZEB1	0.005942604
SUPT16H	SMG6	0.005942567
RUVBL2	SMG6	0.0059413933
AGPAT5	ZEB1	0.005938423
SRSF6	ZEB1	0.005936015
DNAJC2	PHF21A	0.005935075
SAP18	DCAF6	0.0059326757
RBMX	SMG6	0.0059322007
XRCC5	DCAF6	0.0059305103
XRCC5	SMG6	0.005929136
PHB2	DCAF6	0.0059283855
CITED2	DCAF6	0.0059272693
ARID5B	ZEB1	0.0059266505
CALCOCO1	PHF21A	0.005926552
SMARCC1	ZEB1	0.0059261518
RORB	HELZ	0.005925968
TCEA1	DCAF6	0.005923886
RTKN2	SMG6	0.0059231725
SP100	PHF21A	0.005922571
RFC3	PHF21A	0.0059220893
SF1	DCAF6	0.005921613
PLK1	DCAF6	0.005921613
PLK2	DCAF6	0.0059210174
TRIM22	PHF21A	0.0059188385
PNPLA8	ZEB1	0.005917694
NDC80	PHF21A	0.0059169554
RTKN2	DCAF6	0.005916847
MFAP4	SMG6	0.0059120846
KDM6A	ZEB1	0.0059119505
MAP3K2	ZEB1	0.0059115435
FUS	PHF21A	0.0059092976
PALLD	ZEB1	0.005909066
IFI16	DCAF6	0.005909039
CDC7	ZEB1	0.005909014
TGFB1I1	DCAF6	0.005908615
REL	SMG6	0.0059075467
ZNF24	ZEB1	0.005906205
BAMBI	ZEB1	0.005904533
TGFB1I1	SMG6	0.0059031276
APEX1	DCAF6	0.005900942
FBXO5	ZEB1	0.0058994736
WDHD1	ZEB1	0.0058985995
BNIP3	DCAF6	0.0058972067
HOMER1	ZEB1	0.005893859
STT3B	PHF21A	0.0058926567
NR3C1	NFIC	0.0058914195
DECR1	SMG6	0.0058913524
SFPQ	RNF19A	0.0058887545
SOX5	PHF21A	0.0058875224
CSDE1	SMG6	0.0058869943
QPCT	ZEB1	0.005886162
JMJD1C	XRCC5	0.005884354
DNAJB14	PHF21A	0.0058826306
MCM5	ZEB1	0.0058800345
RAI14	SMG6	0.005879803
STK38L	PHF21A	0.0058780704
HSD17B11	DCAF6	0.0058777397
KHDRBS2	CSDE1	0.00587757
RHAG	ZEB1	0.0058762776
TRIM28	ZEB1	0.0058752517
SNRPB	DCAF6	0.0058746305
SFPQ	DCAF6	0.00586986
TRIM2	ZEB1	0.005869679
POLR2K	PHF21A	0.005869224
TDP2	PHF21A	0.005868711
CSDE1	DCAF6	0.005866603
SAP18	SENP7	0.005866089
POLR2K	DCAF6	0.0058648675
BTF3	NCOA6	0.0058637136
RBMX	DCAF6	0.0058620623
DEK	NCOA6	0.0058589787
SCD5	ZEB1	0.0058589536
SATB1	ZEB1	0.0058587473
NONO	NCOA6	0.0058571175
ITPR2	PHF21A	0.005856559
CNBP	NCOA6	0.0058518387
SRSF2	PER3	0.005847913
DEPDC1B	SMG6	0.0058439285
ARL4A	PHF21A	0.00584278
MAFF	DCAF6	0.005842306
CDCA8	SMG6	0.005841434
POLR2H	ZEB1	0.005841295
KIF15	ZEB1	0.005838772
SERTAD2	ZEB1	0.0058387136
RHOBTB3	DCAF6	0.005834856
FOXP1	ZEB1	0.0058320193
CUX1	ZEB1	0.005829802
HDGF	SMG6	0.0058289557
ILF3	DCAF6	0.0058272704
SORL1	ARID5B	0.0058253338
PARP1	PHF21A	0.005822466
ST3GAL6	PHF21A	0.005821268
ITM2A	SMG6	0.0058212616
RNF138	ZEB1	0.0058206813
SSB	SENP7	0.0058197784
MIA3	ZEB1	0.0058184587
ENO1	KDM6A	0.005817465
CNKSR3	DCAF6	0.005816825
ELL2	PHF21A	0.0058167633
POLR2G	SMG6	0.0058149486
CEBPZ	SMG6	0.0058143665
CCNB2	DCAF6	0.0058138375
SNRPD1	SENP7	0.005813605
THY1	SMG6	0.00581312
VIM	RNF19A	0.005813011
BTG2	DCAF6	0.005812853
ASNS	SMG6	0.0058119604
MCC	ZEB1	0.0058111907
DKK1	DCAF6	0.0058110296
NUCB2	DCAF6	0.0058060735
ZNF83	PHF21A	0.005805174
TRIM33	NFIC	0.005805053
IFI16	SMG6	0.005803194
ASNS	ZEB1	0.0058016093
HNRNPD	SMG6	0.005800764
NFIB	SRSF10	0.00580007
MCM3	PHF21A	0.0057984027
CD48	SMG6	0.0057980604
SP100	SMG6	0.0057973294
ATP11B	ZEB1	0.005796805
RBBP4	DCAF6	0.0057967585
HNRNPAB	SENP7	0.0057962975
THY1	PHF21A	0.0057935067
MCM7	PHF21A	0.005792943
STK3	DCAF6	0.0057928897
PROM1	ZEB1	0.005792736
GLRX	SENP7	0.005792101
RBM14	ZEB1	0.0057885614
TTK	ZEB1	0.0057870666
MRPS30	DCAF6	0.0057833674
KAT6A	PHF21A	0.005782638
EEF1A1	SMG6	0.0057815704
SPPL2A	PHF21A	0.0057808277
AIP	SMG6	0.005778121
TCF4	NFIC	0.0057778866
PTMA	NCOA6	0.005776769
CALCOCO1	DCAF6	0.005776104
TFDP1	ZEB1	0.0057749064
ECI2	SMG6	0.0057748775
KDM6A	NFIC	0.005774476
SMAD2	ZEB1	0.0057736016
SNRPD1	PHF21A	0.005772765
PHLDA1	PHF21A	0.0057695885
PA2G4	NCOA6	0.0057681897
CUL1	ZEB1	0.005768026
CCPG1	ZEB1	0.005766478
EZH2	ZEB1	0.0057664667
JUND	ZEB1	0.00576435
ZHX3	PHF21A	0.0057617314
CNKSR3	SMG6	0.0057616164
VIM	KDM6A	0.005761017
RORB	CSDE1	0.0057594576
PER3	ARID5B	0.0057575805
HELZ	ARID5B	0.0057565738
PRPS2	ZEB1	0.0057544783
DAXX	SMG6	0.005754385
FBXO5	PHF21A	0.0057540196
MDM4	PHF21A	0.0057539386
DNAJC2	DCAF6	0.005753852
FUBP1	PHF21A	0.005752095
TDP2	DCAF6	0.0057514627
HDGF	PHF21A	0.0057513923
REL	PHF21A	0.005750654
ILF2	KAT6A	0.0057495255
VIM	NFIC	0.0057486356
YPEL5	ZEB1	0.0057469164
XRCC6	NCOA6	0.00574535
EGR1	DCAF6	0.0057444335
MPHOSPH9	ARID5B	0.005743181
CA2	NFIC	0.005742053
ITGA6	HELZ	0.005740433
ELMO1	NFIC	0.0057404134
SAP18	PHF21A	0.0057401117
ZKSCAN1	PHF21A	0.0057400065
HNRNPK	PER3	0.0057386095
SNRPB	SENP7	0.005736534
HOXB4	PHF21A	0.0057348525
ILF2	TMEM131	0.005733234
PARP1	DCAF6	0.005733101
SNAI2	PHF21A	0.0057329773
SORL1	HELZ	0.0057323803
CDC20	NCOA6	0.00572953
TIMP3	ZEB1	0.00572903
HNRNPK	KDM6A	0.005728904
RNPS1	NCOA6	0.0057268855
MFAP4	DCAF6	0.0057268734
CD9	PHF21A	0.005726314
STK17B	ZEB1	0.0057245963
HPRT1	DCAF6	0.0057240324
DKK1	SMG6	0.0057207127
PIP4K2A	NFIC	0.0057200524
HPRT1	SMG6	0.0057192803
ANKMY2	ZEB1	0.0057182526
PSIP1	ZEB1	0.005718242
TRIP11	PHF21A	0.005717824
UHRF1	PHF21A	0.0057167
ASNS	DCAF6	0.0057153534
ASS1	DCAF6	0.0057137744
ELMO1	PHF21A	0.0057131145
ZRANB2	PHF21A	0.0057116016
CCDC82	ZEB1	0.005709855
BHLHE40	SMG6	0.005709722
XRN1	ZEB1	0.0057088523
MEIS2	CSDE1	0.005706051
RNF138	PHF21A	0.0057058907
MYOF	ZEB1	0.005703218
NPM1	KDM6A	0.0057017603
BMP4	PHF21A	0.00569985
TDP2	SMG6	0.005699378
LGR4	PHF21A	0.0056989123
SRSF10	SMG6	0.0056979023
SRSF1	DCAF6	0.005695221
XRCC6	PER3	0.00569502
SNX16	ZEB1	0.005693414
TMF1	PHF21A	0.005693099
POLR2H	DCAF6	0.0056928983
SNAPC3	ZEB1	0.0056921104
SAP18	NCOA6	0.005691104
PHB2	NCOA6	0.0056906827
SULF2	ZEB1	0.0056901653
CDC7	PHF21A	0.005689857
SRSF6	PHF21A	0.005689836
CEP290	ZEB1	0.0056881295
NFIB	ZEB1	0.0056866826
FEZ1	ZEB1	0.0056866617
RAI14	DCAF6	0.005686561
ASXL1	ZEB1	0.005686559
CUX1	NFIC	0.005685545
NFIA	XRCC5	0.005685011
MCM3	SMG6	0.0056840563
NR2C1	NFIC	0.005683953
CDCA8	DCAF6	0.005682169
COL5A1	ZEB1	0.0056818896
TMEM47	ZEB1	0.0056806705
STAT2	ZEB1	0.0056804605
YBX1	NCOA6	0.0056795157
POLR2K	NCOA6	0.005679113
SMARCC1	PHF21A	0.0056788614
PHB2	SENP7	0.005678753
STT3B	NFIC	0.0056785624
CLDN10	SMG6	0.0056783604
PER3	DCAF6	0.005678193
FXR1	PHF21A	0.005677196
SOX4	NFIC	0.005676438
DLGAP5	SMG6	0.0056763203
PIP4K2A	ZEB1	0.0056756944
FAM135A	NFIC	0.005674656
ENO1	PER3	0.005674581
HNRNPAB	NCOA6	0.0056720837
ASNS	PHF21A	0.0056720194
RHOBTB3	PER3	0.005670637
CUL1	PHF21A	0.0056703114
WWP1	NFIC	0.00566911
PHLDA1	SMG6	0.0056680827
HOMER1	NFIC	0.0056677763
KIF15	PHF21A	0.005667479
LEF1	PHF21A	0.0056668213
ATRX	ZEB1	0.0056665055
PA2G4	SENP7	0.0056645856
KIF23	SMG6	0.005662563
MIF	NCOA6	0.0056607616
MCM2	SMG6	0.005660394
THY1	DCAF6	0.0056602187
DEK	SENP7	0.0056601632
SNRPD1	NCOA6	0.0056598065
BCL11A	ZEB1	0.0056584915
FOXP1	HELZ	0.005657306
DAXX	ZEB1	0.0056553693
TJP2	ZEB1	0.0056553055
POLR2I	DCAF6	0.00565498
SNX14	ZEB1	0.00565404
TRIM28	PHF21A	0.005652657
TMEM131	ZEB1	0.005652188
RBFOX2	XRCC5	0.0056507117
WDHD1	PHF21A	0.005650043
POLR2F	DCAF6	0.0056491042
ASH2L	ZEB1	0.005648538
MIF	SENP7	0.0056481464
PTGR1	ZEB1	0.0056474903
POLR2A	SMG6	0.005647403
ILF2	ATP11B	0.005647028
LPGAT1	PHF21A	0.005646828
TFDP1	PHF21A	0.005646118
PDLIM3	ZEB1	0.0056458144
SH3BGRL	SMG6	0.0056448393
NR2C1	ZEB1	0.0056448276
TCF4	XRCC5	0.0056443233
SH3BGRL	DCAF6	0.005643985
ARL4A	DCAF6	0.005643759
POLR2I	SENP7	0.0056429016
GRHL1	ZEB1	0.005641661
HMGN2	NCOA6	0.005641365
CTNNB1	ZEB1	0.005639287
PDCD4	PHF21A	0.005638627
EGR1	PHF21A	0.0056379056
NPM1	KAT6A	0.0056376476
POLR2A	PHF21A	0.0056352527
DCAF6	NFIC	0.00563472
ODC1	PER3	0.0056346525
NUAK1	ZEB1	0.005632593
RUVBL1	SMG6	0.005632399
RIN2	PHF21A	0.0056305937
WDFY1	ZEB1	0.005630194
CD48	DCAF6	0.0056293895
DRAM2	PHF21A	0.0056289122
NRIP1	PHF21A	0.005628113
ECI2	ZEB1	0.0056263413
E2F4	ZEB1	0.00562617
ARFGAP3	PHF21A	0.005625911
POLR3E	DCAF6	0.0056247814
CUL1	NFIC	0.005624694
MYBL2	ZEB1	0.0056236186
ITGA5	ZEB1	0.005621503
POLR3E	ZEB1	0.0056209117
BRWD1	NFIC	0.0056202193
KLF6	ZEB1	0.0056196246
WWTR1	PHF21A	0.0056186947
LPIN1	DCAF6	0.0056182365
BNIP3	NCOA6	0.0056161843
RBBP8	ZEB1	0.0056161014
BTF3	KAT6A	0.0056154365
VIM	NCOA6	0.005615357
DECR1	PHF21A	0.0056149936
SOX4	DCAF6	0.0056145797
ARID4B	ZEB1	0.005614548
PLCB4	ZEB1	0.005614258
EEF1A1	DCAF6	0.005612952
SOX5	HELZ	0.0056122392
ARHGAP29	ZEB1	0.005611698
AFF1	ZEB1	0.005610392
BUB1B	ZEB1	0.005610346
KHDRBS2	SRSF10	0.005609832
MCM7	DCAF6	0.0056092357
SNRPB	NCOA6	0.005609106
NUSAP1	DCAF6	0.005607392
ANKRD6	ZEB1	0.0056073023
PURA	ZEB1	0.0056055617
PARP1	SENP7	0.005604633
FUS	SMG6	0.005603758
