Gene1	Gene2	EdgeWeight
NFKBIB	MIA3	0.010600584
PPARA	MIA3	0.010594177
HOXB2	MIA3	0.0105933575
ISCA1	MIA3	0.010589141
BNIP3	MIA3	0.010580634
PLOD2	MIA3	0.010574036
RFXANK	TMEM64	0.010554192
DNAAF2	MIA3	0.010553265
RNPS1	MIA3	0.010544946
POLR2H	ST8SIA1	0.010523921
TGFB1I1	ST8SIA1	0.010519938
HNRNPAB	MIA3	0.010511797
RALB	MIA3	0.010489031
HOXB2	ST8SIA1	0.010472786
DNAJC2	MIA3	0.010464538
KHSRP	RRAS2	0.010453648
CLGN	MIA3	0.0104415715
RAX2	MIA3	0.010440078
TRIP6	RRAS2	0.010436092
NOC3L	MIA3	0.010400472
NPM1	MIA3	0.010384204
DTL	CNTRL	0.0103830835
HLA-DRB1	CNTRL	0.010368725
DEK	ST8SIA1	0.010365451
GLRX	MIA3	0.010364415
ENO1	MIA3	0.010359585
CPVL	POLB	0.010354924
TFE3	MIA3	0.01034437
TFAP4	MIA3	0.010333094
CHAF1A	CNTRL	0.010324435
DAXX	MIA3	0.010324358
KHSRP	ST8SIA1	0.010317701
HOXB6	ST8SIA1	0.010314778
MAFG	MIA3	0.0103128385
GPR83	MIA3	0.010312413
PSMD9	RRAS2	0.010308776
SF1	MIA3	0.010302991
RAI14	MIA3	0.0102774585
RPP40	MIA3	0.010277324
CEBPZ	MIA3	0.010274085
RHOBTB3	MIA3	0.010272323
RAB31	MIA3	0.010270413
TIMM8A	RRAS2	0.010268602
NDUFC2-KCTD14	MIA3	0.010266227
CLDN10	ST8SIA1	0.010264822
DNMT1	MIA3	0.010241387
POLR2I	CNTRL	0.010230839
JUND	MIA3	0.010230824
CBX3	ST8SIA1	0.010226878
NUCB2	MIA3	0.01021044
MRPL1	MIA3	0.010204987
BLM	MIA3	0.01020055
TRIP6	TMEM64	0.0101953745
HOXB6	MIA3	0.01018878
C4orf46	MIA3	0.0101850685
CDCA7L	MIA3	0.010173295
UPF2	MIA3	0.010168076
SNRPB	ST8SIA1	0.010167461
RAD51	MIA3	0.010153827
RFXANK	ANKRD50	0.010150681
MCM7	MIA3	0.01012836
GTF2H2	MIA3	0.010128058
ECI2	MIA3	0.01011434
RAX2	RRAS2	0.010112025
RTKN2	MIA3	0.010106835
MCM5	ST8SIA1	0.01010342
HMGA1	RRAS2	0.010093966
APBB2	MIA3	0.010089688
PARP1	CNTRL	0.0100852735
PHB2	RRAS2	0.010081095
TRIP6	ANKRD50	0.0100775575
MYBBP1A	MIA3	0.0100618
ASB4	CNTRL	0.010058185
SNX18	MIA3	0.010049722
UBTF	RRAS2	0.010048387
DRAM2	MIA3	0.010045062
PRIM1	CNTRL	0.010033039
FZD5	ST8SIA1	0.010028872
LRRCC1	MIA3	0.010023713
FZD5	MIA3	0.01001166
RAD51	CNTRL	0.0100075975
POLR2I	ST8SIA1	0.01000669
POLR2H	RRAS2	0.009997803
SNRPD1	RRAS2	0.009996557
RTKN2	CNTRL	0.009993051
SULF2	MIA3	0.009993003
ASB4	RRAS2	0.009992246
ARID3A	MIA3	0.009989658
GCA	MIA3	0.009988207
SNRPD1	CNTRL	0.009975791
CTBP1	MIA3	0.009974228
DAXX	RRAS2	0.009972431
CBR1	ST8SIA1	0.009971716
POLR2F	CNTRL	0.009967534
TGFB1	MIA3	0.009964595
GINS2	CNTRL	0.009957367
LRR1	MIA3	0.0099536525
HNRNPAB	ST8SIA1	0.009951162
SRSF1	MIA3	0.009940778
PPARA	RRAS2	0.009939014
NEDD4	MIA3	0.009920826
HOXB6	POLB	0.009917839
GPR83	RRAS2	0.009914175
TIMM8A	CNTRL	0.009899181
THY1	MIA3	0.009896368
DDX54	ST8SIA1	0.009895197
EEF1A1	MIA3	0.009893634
POLR2G	CNTRL	0.009891296
HIF3A	CNTRL	0.009886518
TP53	MIA3	0.009884144
SNRPB	CNTRL	0.009882109
YBX1	RRAS2	0.009881468
PA2G4	RRAS2	0.009876246
MCM6	MIA3	0.009872338
KRCC1	MIA3	0.009856135
LTBP1	MIA3	0.009851328
RUVBL2	ST8SIA1	0.009847904
MCM5	RRAS2	0.009840922
CLDN10	MIA3	0.009834662
NUDT11	MIA3	0.009831042
ALYREF	MIA3	0.009822751
DDX54	RRAS2	0.009821117
CHAF1A	RRAS2	0.009820419
MCM4	MIA3	0.009815949
POLR2H	CNTRL	0.009809223
TRIM28	ST8SIA1	0.009808656
HSD17B11	RRAS2	0.009805991
RUVBL2	RRAS2	0.009802905
HNRNPK	MIA3	0.009801243
CXXC1	MIA3	0.009792711
MANEA	MIA3	0.00979184
SMARCD3	ANKRD50	0.009790748
PHB2	ST8SIA1	0.009790348
CNKSR3	ST8SIA1	0.009789389
PA2G4	ST8SIA1	0.0097807525
AMIGO2	MIA3	0.009776802
NFIC	RRAS2	0.009766496
MAFG	RRAS2	0.009761783
CA14	MIA3	0.009756886
MCM3	MIA3	0.009756174
ZNF160	MIA3	0.009751482
HIF3A	RRAS2	0.0097512575
PHB2	CNTRL	0.009748602
ZHX3	MIA3	0.009743233
TLR7	MIA3	0.00974033
POLR2K	ST8SIA1	0.009737031
RUVBL2	CNTRL	0.009717362
MCM2	ST8SIA1	0.009716864
CIITA	MIA3	0.0097148055
MIF	CNTRL	0.00971234
PSMD9	CNTRL	0.00970849
HDGF	MIA3	0.009705716
NIPSNAP3A	MIA3	0.009704569
PRIM1	RRAS2	0.009702995
FZD5	RRAS2	0.00970289
REL	MIA3	0.009697625
EPCAM	MIA3	0.009696848
SOX4	MIA3	0.009690205
U2AF1	MIA3	0.009687342
CHEK2	MIA3	0.009683809
NFIC	ST8SIA1	0.0096825445
YBX1	CNTRL	0.009679907
CYP1B1	MIA3	0.009679094
TAF1L	MIA3	0.009678721
CTBP1	RRAS2	0.009678368
CNKSR3	RRAS2	0.009671161
TCEA1	MIA3	0.009668829
PSMD9	ST8SIA1	0.009657391
HMGN2	MIA3	0.0096566565
JUND	RRAS2	0.009641344
GATA2	MIA3	0.009638606
RNPS1	ST8SIA1	0.009637905
CBR1	CNTRL	0.009634416
KHSRP	TMEM64	0.009631305
SNRPB	RRAS2	0.009630435
RAD51AP1	MIA3	0.009628864
PA2G4	CNTRL	0.009620072
RUVBL1	TMEM64	0.009617258
SLA2	MIA3	0.009615883
CREB3L2	MIA3	0.009613727
RAB31	CNTRL	0.009613004
ZNF280B	MIA3	0.009610849
SNRPD1	ST8SIA1	0.009608267
ILF2	ST8SIA1	0.009606054
TMEM47	MIA3	0.009603941
SMARCD1	MIA3	0.009602742
MEF2D	RRAS2	0.0096020205
HCFC1	MIA3	0.009598029
MCM2	RRAS2	0.009593258
EMB	MIA3	0.009591656
HNRNPAB	TMEM64	0.0095880525
RUVBL1	MIA3	0.009585541
HLA-DRB1	RRAS2	0.0095781805
ACTC1	MIA3	0.009574619
RUVBL1	ST8SIA1	0.009573487
HEG1	MIA3	0.009571474
SALL2	MIA3	0.0095668705
YBX1	ST8SIA1	0.009566213
POLR2A	MIA3	0.009565693
DSCC1	MIA3	0.009565642
MIF	RRAS2	0.009563055
TFE3	RRAS2	0.009562365
SNX16	RRAS2	0.009560033
PBXIP1	MIA3	0.009558359
TJP2	MIA3	0.009555218
DEK	RRAS2	0.009553066
TCF19	CNTRL	0.009552629
NONO	ST8SIA1	0.009549706
LIMD1	MIA3	0.009549036
DSCC1	CNTRL	0.0095407525
C3orf14	MIA3	0.009538823
CBX3	RRAS2	0.009538528
BLM	CNTRL	0.009536707
EZH2	MIA3	0.009535556
FASTKD3	MIA3	0.009528937
E2F4	ST8SIA1	0.0095263915
MCM5	CNTRL	0.0095253475
TRIM28	TMEM64	0.00952533
SPIB	MIA3	0.009523446
SNAPC4	MIA3	0.009523045
PTMA	CNTRL	0.009522554
RNPS1	TMEM64	0.009521551
PLK1	MIA3	0.009518595
MED16	ST8SIA1	0.009504986
POLR2G	ST8SIA1	0.009501909
GINS2	POLB	0.009501056
ESPL1	MIA3	0.009500874
RALB	RRAS2	0.009499651
MCM5	TMEM64	0.009498605
SLITRK2	MIA3	0.009496095
HLA-DRB1	POLB	0.009493976
WDR5	RRAS2	0.00949089
UBTF	ST8SIA1	0.0094900355
PARP1	RRAS2	0.009488416
UHRF1	MIA3	0.009486901
HNRNPK	ST8SIA1	0.0094836075
ITM2A	CNTRL	0.009482162
SRSF2	MIA3	0.009477295
MCM7	ST8SIA1	0.009472058
C4orf46	CNTRL	0.009471344
ZBTB38	MIA3	0.009470948
CXXC1	TMEM64	0.009469456
TFAP4	CNTRL	0.009464088
KHSRP	ANKRD50	0.009461879
FOXN3	MIA3	0.009460918
POLR2K	RRAS2	0.009458632
PLOD2	RRAS2	0.009457769
DEDD2	RRAS2	0.00945624
GTF3C4	MIA3	0.009447567
E2F4	MIA3	0.0094471015
GATAD2A	MIA3	0.00944344
KLHL6	MIA3	0.009439426
MYBBP1A	RRAS2	0.0094361
UBTF	TMEM64	0.009435295
CDC20	MIA3	0.009435158
CITED2	RRAS2	0.009427278
GINS2	RRAS2	0.009424589
MCM2	CNTRL	0.00941782
AIP	RRAS2	0.009416834
TRIP6	CNTRL	0.009414635
ETV4	MIA3	0.009411621
GINS2	ST8SIA1	0.009409473
WLS	MIA3	0.009407638
SMARCD3	MIA3	0.009401942
CREB3L4	TMEM64	0.009399446
MED16	TMEM64	0.009394259
TIMM8A	ST8SIA1	0.009387765
MCC	RRAS2	0.00938591
RAX2	ST8SIA1	0.009385782
ESCO2	CNTRL	0.009385011
UPF1	MIA3	0.009381663
MAFG	TMEM64	0.0093815625
ARFGAP3	MIA3	0.009380688
EHMT2	MIA3	0.009380385
DKK1	MIA3	0.009378667
RUVBL2	POLB	0.009378388
POLR1C	MIA3	0.009378126
TIMM8A	POLB	0.009377251
MCM5	POLB	0.009375946
FOXH1	RRAS2	0.009374657
NUDT11	ST8SIA1	0.009372534
GTF2H2	CNTRL	0.00936823
RAX2	TMEM64	0.009367761
CHAF1A	POLB	0.009366516
TRIM25	MIA3	0.009365731
RAI14	ST8SIA1	0.009365637
DEPDC1B	MIA3	0.009364366
ARID3A	RRAS2	0.009363106
IRF1	MIA3	0.009362546
CBX3	TMEM64	0.009359689
SORL1	MIA3	0.0093591735
RUVBL2	ANKRD50	0.00935815
CD48	MIA3	0.009357208
PPT2	MIA3	0.009353527
AMIGO2	RRAS2	0.009353087
CCNE2	MIA3	0.009352079
NDUFC2-KCTD14	RRAS2	0.009351664
NFKBIB	RRAS2	0.009348192
NONO	RRAS2	0.00934121
TCF19	MIA3	0.009340723
SLC35A3	MIA3	0.0093383705
NOC3L	RRAS2	0.0093352515
TLE3	MIA3	0.009333831
DECR1	CNTRL	0.009333392
RIN2	MIA3	0.009333068
RUVBL2	TMEM64	0.009332344
TRIM28	RRAS2	0.009331528
CXXC1	ST8SIA1	0.009325444
SAP18	CNTRL	0.009325349
FEZ1	MIA3	0.009325091
TFAP4	RRAS2	0.009324708
RUVBL2	ELMOD2	0.009324444
RFXANK	CNTRL	0.00932436
DAXX	ST8SIA1	0.009324213
APBB1	MIA3	0.009323559
UHRF1	CNTRL	0.009320398
TAF1L	CNTRL	0.009318739
CNKSR3	CNTRL	0.0093172835
CA14	RRAS2	0.009316765
MCM5	ANKRD50	0.009316394
APOBEC3C	RRAS2	0.009314016
PROM1	MIA3	0.009313815
CBR1	RRAS2	0.009313263
RAI14	CNTRL	0.009313262
CLGN	CNTRL	0.009312687
FOXJ2	MIA3	0.009307823
ZNF219	MIA3	0.009307774
NOC3L	ST8SIA1	0.009307672
EGF	MIA3	0.0093059605
ACTC1	POLB	0.009305618
WDR5	CNTRL	0.009304752
U2AF1	CNTRL	0.009303656
POLR2K	CNTRL	0.009303561
SSB	RRAS2	0.009302799
SSB	CNTRL	0.009297477
PPARA	CNTRL	0.009297318
RBMX	MIA3	0.009296821
POLR2F	RRAS2	0.009296719
POLR2G	RRAS2	0.009292039
ZNF142	MIA3	0.0092885075
TCF19	ST8SIA1	0.009284587
SMARCD3	VASH2	0.009283576
PHB2	ELMOD2	0.009280496
QPCT	MIA3	0.009277744
C4orf46	RRAS2	0.009276311
SLC39A11	MIA3	0.009275416
CITED2	ST8SIA1	0.009275347
TRIP6	POLB	0.009272729
TRIM27	MIA3	0.009270402
CSRP2	POLB	0.009269915
ETV3	MIA3	0.009263322
DDX54	ANKRD50	0.009263054
NFIC	TMEM64	0.009252416
ILF2	RRAS2	0.0092507405
RMI1	MIA3	0.009246707
CHAF1A	ST8SIA1	0.009245889
BNIP3	ST8SIA1	0.009245144
DDX54	TMEM64	0.009240239
SP100	MIA3	0.009238938
TDP2	MIA3	0.00923798
PPT2	RRAS2	0.0092335865
CREB3L4	ST8SIA1	0.009233016
RTKN2	POLB	0.00923245
TIPIN	MIA3	0.0092278
ASS1	TMEM64	0.0092269
HPRT1	MIA3	0.009225664
APBB1	TMEM64	0.00921679
POU5F1	MIA3	0.009215966
NAP1L3	MIA3	0.009214722
PSIP1	MIA3	0.009213642
TP53	RRAS2	0.009210977
BNIP3	RRAS2	0.009210713
HOXB6	ANKRD50	0.009210394
HMGA1	ST8SIA1	0.009208544
HOXB6	CNTRL	0.00920241
SPIB	CNTRL	0.009198256
ANKMY2	MIA3	0.009198139
PURA	MIA3	0.009195462
RFXANK	POLB	0.00919479
ACTC1	CNTRL	0.009188902
E2F4	TMEM64	0.0091857845
POLR2H	ANKRD50	0.009185005
CALCOCO1	MIA3	0.009181379
POU2AF1	MIA3	0.009181341
CITED2	CNTRL	0.009180067
PTMA	ELMOD2	0.009179957
DEK	CNTRL	0.009178122
LRR1	CNTRL	0.009175838
DNAAF2	RRAS2	0.009175032
APEX1	RRAS2	0.009174411
CTBP1	TMEM64	0.009171132
DKK1	ST8SIA1	0.009167037
COL1A2	POLB	0.009164839
C4orf46	ST8SIA1	0.009162032
AIP	ST8SIA1	0.009161804
CIITA	CNTRL	0.009160423
APEX1	ST8SIA1	0.009157955
SHOX	MIA3	0.009157454
ZNF585B	MIA3	0.009156259
MAFG	ST8SIA1	0.009153032
FOXH1	MIA3	0.009152774
SP110	MIA3	0.009149612
ZNF30	MIA3	0.009149098
RHOBTB3	RRAS2	0.009146482
DNAJC2	CNTRL	0.009143911
DNMT1	CNTRL	0.009143272
PATZ1	MIA3	0.009142334
ETV1	MIA3	0.009141257
HTRA1	RRAS2	0.009140663
STAT2	MIA3	0.009136059
CYP1B1	ST8SIA1	0.009135945
MYBL2	MIA3	0.009132696
PALLD	MIA3	0.009130946
POLR2H	ELMOD2	0.009129889
KHSRP	CNTRL	0.00912695
SF1	TMEM64	0.009123622
ISCA1	ST8SIA1	0.009122475
LRRCC1	CNTRL	0.009118463
TRIP6	ZNF589	0.009117395
GLRX	CNTRL	0.0091164205
TRIP13	MIA3	0.009115991
CCNB2	MIA3	0.00911545
NUSAP1	MIA3	0.009115378
DDAH1	MIA3	0.009113248
TRIM28	ANKRD50	0.009110795
BTF3	RRAS2	0.009109184
XRCC6	MIA3	0.009109174
CREB3L4	MIA3	0.009105732
BTF3	CNTRL	0.009100699
TMEM47	RRAS2	0.009099228
HLA-DRB1	ZNF589	0.009099214
GINS2	ELMOD2	0.009098963
CHEK2	CNTRL	0.009097052
MED16	MIA3	0.0090958895
JUND	TMEM64	0.009095836
YBX1	TMEM64	0.009093637
CDC7	MIA3	0.00909185
AIP	CNTRL	0.009091666
DECR1	RRAS2	0.009091023
NFKBIB	ST8SIA1	0.009086652
PAWR	MIA3	0.009081796
ZNF764	MIA3	0.0090810135
SOX7	MIA3	0.009080727
SNX18	RRAS2	0.009079466
SUPT16H	MIA3	0.009078763
KDELR3	MIA3	0.009078552
SF1	RRAS2	0.009076964
SYNC	MIA3	0.009076365
TLR7	CNTRL	0.009073893
HMGA1	CNTRL	0.009073534
RHOBTB3	CNTRL	0.009071291
RAX2	CNTRL	0.009070259
HNRNPAB	RRAS2	0.00906655
ESCO2	MIA3	0.009065807
SERTAD2	MIA3	0.009062528
WDR5	ST8SIA1	0.009060221
INSIG2	MIA3	0.009059039
PROM1	RRAS2	0.009058168
PHLDA1	MIA3	0.009055956
HTRA1	CNTRL	0.009053688
HOXB2	RRAS2	0.009051087
RHAG	ST8SIA1	0.009043734
DNMT1	POLB	0.00903902
TGFB1	POLB	0.009038589
RAI14	POLB	0.009037169
DPH2	MIA3	0.009034394
SRSF1	ST8SIA1	0.009030983
CPVL	ELMOD2	0.009030611
DECR1	POLB	0.0090298485
ANKZF1	MIA3	0.009027759
DUSP4	MIA3	0.0090276785
DEDD2	CNTRL	0.009027527
DEK	TMEM64	0.009026491
MCM2	POLB	0.009026369
SAP18	RRAS2	0.009026355
MCM5	ELMOD2	0.009026281
HLA-DRB1	ELMOD2	0.009026252
WDR5	POLB	0.009026033
U2AF1	RRAS2	0.009022723
RAB31	POLB	0.009019329
HOXB7	ST8SIA1	0.009016246
MLLT6	MIA3	0.009015096
CXXC1	ANKRD50	0.009015065
SOX7	ST8SIA1	0.009014904
NFIC	ANKRD50	0.009010241
CSDE1	MIA3	0.009010086
UBTF	ANKRD50	0.009009237
DNAJC2	POLB	0.009007372
MED16	ANKRD50	0.00900656
TLE3	RRAS2	0.009005667
SNRPB	ELMOD2	0.009003679
SFRP1	MIA3	0.0090010585
PARP1	POLB	0.0089989975
CREB3L4	ANKRD50	0.008996738
PLK1	ST8SIA1	0.008995598
DTL	RRAS2	0.008994415
CBR1	ANKRD50	0.008994282
NDUFC2-KCTD14	CNTRL	0.008992552
PRDM14	MIA3	0.008992353
CDCA7L	RRAS2	0.008991358
HOXB4	MIA3	0.008991173
MYBBP1A	CNTRL	0.008987899
CLGN	RRAS2	0.008984823
HNRNPK	TMEM64	0.008983957
UTP15	MIA3	0.008982508
APBB2	RRAS2	0.008980412
SULF2	RRAS2	0.0089792665
APEX1	CNTRL	0.008976586
BLM	RRAS2	0.00897361
HMGN2	ST8SIA1	0.008970219
CPVL	RRAS2	0.008966712
POLR2H	TMEM64	0.008966649
YPEL5	MIA3	0.008966274
ROR2	MIA3	0.008965148
MXD4	MIA3	0.008964298
SF1	ST8SIA1	0.00896308
DEDD2	ST8SIA1	0.008962888
ALYREF	RRAS2	0.008961654
LTBP1	CNTRL	0.008961508
OXTR	MIA3	0.008961066
TGFB1	RRAS2	0.008961027
MCC	CNTRL	0.008960508
EPCAM	ST8SIA1	0.008959064
MYBL2	POLB	0.008957654
RNPS1	ANKRD50	0.00895288
DLC1	MIA3	0.008952373
CNBP	MIA3	0.00895096
GCA	RRAS2	0.0089502055
ESPL1	CNTRL	0.008946378
CCNA2	MIA3	0.008946174
POLR2H	POLB	0.008945448
MIF	ST8SIA1	0.008944856
SLC46A3	TMEM64	0.008939373
ID3	POLB	0.008933902
JUND	ANKRD50	0.008933801
SP110	POLB	0.008933388
CDC20	POLB	0.008931677
PRIM1	POLB	0.008929628
EMB	RRAS2	0.008928214
HLX	ST8SIA1	0.008925607
SF1	POLB	0.008924086
RBBP8	MIA3	0.008922084
DEPDC1B	CNTRL	0.0089200875
HMGA1	ANKRD50	0.008920056
HLX	MIA3	0.008917881
MANEA	RRAS2	0.008917555
MXI1	MIA3	0.008917228
ASS1	MIA3	0.00891665
HSD17B11	ST8SIA1	0.008915386
POLR1A	MIA3	0.00891407
GINS2	ANKRD50	0.008911739
ARID3B	MIA3	0.008911635
SRC	MIA3	0.008911633
AK4	MIA3	0.008908009
GATA2	POLB	0.008905769
CXXC1	RRAS2	0.008905756
ODC1	MIA3	0.008905539
TIMM8A	ANKRD50	0.008904135
KHSRP	POLB	0.0089035565
POLR2G	ELMOD2	0.00890244
WDR3	MIA3	0.008901796
SAP18	ST8SIA1	0.008900874
MRPS30	CNTRL	0.008899473
SLA2	CNTRL	0.008898046
UBTF	CNTRL	0.008897375
RUVBL2	ZNF589	0.008897247
NFYB	MIA3	0.008895676
ENO1	ST8SIA1	0.008895332
DRAM2	RRAS2	0.008893527
ZNF160	RRAS2	0.008892092
POLR2F	POLB	0.00889182
TGFB1I1	ANKRD50	0.0088914065
PARP1	ST8SIA1	0.008890859
DKK1	POLB	0.008887423
RNPS1	RRAS2	0.008885722
PTMA	RRAS2	0.008883646
ASNS	MIA3	0.008883303
PHB2	ANKRD50	0.00888251
SULF2	CNTRL	0.0088809775
ZFP42	MIA3	0.008880224
SF1	CNTRL	0.008879361
PHB2	ZNF589	0.008877839
LRRCC1	RRAS2	0.008876876
APEX1	ELMOD2	0.00887563
SLC35A3	RRAS2	0.0088743
GTF2H2	RRAS2	0.0088726925
AMN1	MIA3	0.008872083
MECOM	MIA3	0.00887182
IFI16	MIA3	0.008871368
CEBPZ	RRAS2	0.008871072
CHAF1A	ANKRD50	0.0088704415
PRDM14	RRAS2	0.008870225
PBXIP1	RRAS2	0.0088694105
PTMA	ST8SIA1	0.008866912
POU2AF1	RRAS2	0.008864652
PLAGL2	MIA3	0.008864545
EEF1A1	ELMOD2	0.0088644065
ENO1	CNTRL	0.008861156
MRPS30	RRAS2	0.008860806
PPARGC1B	MIA3	0.008860105
CBX3	ANKRD50	0.00885383
GPR83	CNTRL	0.008853518
HCFC1	TMEM64	0.008852951
RAD51	RRAS2	0.008850872
TGFB1I1	VASH2	0.008847449
ASB9	MIA3	0.008846768
HOXB6	TMEM64	0.008846345
ENO1	RRAS2	0.008845177
DEDD2	ANKRD50	0.008843806
ENO1	ELMOD2	0.0088435905
FUS	MIA3	0.008842468
TJP2	RRAS2	0.008842179
ZNF165	MIA3	0.008841142
ROR2	POLB	0.008840083
ITM2A	RRAS2	0.008839875
DSCC1	POLB	0.008838792
MCM7	CNTRL	0.008836963
PLK1	CNTRL	0.008835999
ZBTB10	MIA3	0.008834367
POU5F1	CNTRL	0.008833878
RFXANK	ZNF589	0.0088327145
WWTR1	MIA3	0.008832215
NFKBIB	CNTRL	0.008831407
WDR5	ANKRD50	0.008831153
SNRPB	TMEM64	0.008830889
E2F4	ANKRD50	0.008830067
GYPE	MIA3	0.008829942
PSIP1	TMEM64	0.008829387
PA2G4	ANKRD50	0.008827069
DDAH1	ST8SIA1	0.008825787
TAF1L	RRAS2	0.008825149
HNRNPK	VASH2	0.008824368
GLIPR2	TMEM64	0.008823068
THY1	POLB	0.008822923
TLE2	POLB	0.00882269
EHMT2	TMEM64	0.008822277
EHMT2	ST8SIA1	0.008822008
ZNF8	MIA3	0.008821606
ZNF239	MIA3	0.008820433
PSMD9	ANKRD50	0.008817577
SOX4	POLB	0.008817216
ALYREF	TMEM64	0.008816507
SSB	ST8SIA1	0.008814287
BTF3	ELMOD2	0.008814015
RAI14	RRAS2	0.008813894
TNC	CNTRL	0.008813324
HNRNPAB	ANKRD50	0.00881319
CENPK	MIA3	0.008812556
VIM	MIA3	0.008810706
TIMM8A	ELMOD2	0.0088097155
SHOX	CNTRL	0.008807299
DNAJC2	RRAS2	0.008804444
YBX1	POLB	0.008804391
LIMD1	RRAS2	0.008802661
AEBP1	MIA3	0.008802472
SMARCD1	ST8SIA1	0.008800354
GINS2	ZNF589	0.008798192
EEF1A1	CNTRL	0.008798023
APBB2	CNTRL	0.00879624
FOXH1	POLB	0.008794017
DECR1	ST8SIA1	0.00879236
ISCA1	RRAS2	0.008792022
POLR2I	ELMOD2	0.008791708
CNKSR3	POLB	0.008791407
TRIM22	MIA3	0.008791244
NDUFC2-KCTD14	ST8SIA1	0.008787253
JUND	POLB	0.008786526
NOC3L	CNTRL	0.008784241
POLR2I	ANKRD50	0.0087841535
NFKBIA	POLB	0.008784022
HCFC1	RRAS2	0.008783796
NPM1	RRAS2	0.008782818
KLF7	MIA3	0.008782504
EXO1	CNTRL	0.008780283
ZNF107	MIA3	0.00877955
ILF2	TMEM64	0.008779171
CBR1	ELMOD2	0.008778569
LMO2	MIA3	0.0087771565
CA14	CNTRL	0.00877644
NIPSNAP3A	RRAS2	0.0087759495
ASS1	ST8SIA1	0.008775418
CHAF1A	ELMOD2	0.008775341
MCM7	POLB	0.008772747
EEF1A1	RRAS2	0.008770951
MAFG	ANKRD50	0.008770933
UPF2	RRAS2	0.008770422
CRHBP	MIA3	0.008770019
MCM7	ELMOD2	0.008769904
RFXANK	ELMOD2	0.008769798
ODC1	ST8SIA1	0.00876756
APOBEC3C	CNTRL	0.008766621
CDC20	RRAS2	0.008765656
ZKSCAN1	MIA3	0.008765578
CENPK	POLB	0.008765489
EZH2	CNTRL	0.008765322
SALL3	MIA3	0.00876515
HMGN2	TMEM64	0.008762132
HOXB6	RRAS2	0.008761163
SP100	TMEM64	0.008760857
CCNA2	ST8SIA1	0.008760034
MYBBP1A	POLB	0.008758579
SOX4	CNTRL	0.008757648
RFPL2	MIA3	0.008755311
HESX1	MIA3	0.008753936
NONO	CNTRL	0.008753568
RAD51AP1	CNTRL	0.00875331
RIOK1	MIA3	0.008752396
DEK	ANKRD50	0.008751737
TFE3	ST8SIA1	0.008751176
LRRCC1	ST8SIA1	0.008749978
MRPL1	RRAS2	0.008747768
RPP40	CNTRL	0.008745853
ODC1	TMEM64	0.008745571
MCM3	ST8SIA1	0.008745365
EPCAM	CNTRL	0.008744976
YBX1	ANKRD50	0.008744765
B3GNT5	MIA3	0.008743097
NPM1	CNTRL	0.008742935
YPEL5	TMEM64	0.008738083
HLA-DRB1	ANKRD50	0.008736144
ANKRD28	MIA3	0.008732591
TLR4	MIA3	0.00873136
MXD4	TMEM64	0.008731122
CCNE2	CNTRL	0.008729407
SFMBT1	MIA3	0.008727619
DSCC1	RRAS2	0.00872758
CRHBP	POLB	0.0087262485
DTL	POLB	0.0087261805
