Gene1	Gene2	EdgeWeight
XRCC6	POU5F1	0.0075438167
TMF1	POU5F1	0.0075283465
CD9	POU5F1	0.007526767
PHB2	POU5F1	0.0075218054
TCF4	POU5F1	0.0075175236
ENC1	POU5F1	0.0075140945
AES	POU5F1	0.0075051575
PA2G4	EGF	0.0074983034
ALS2CR8	POU5F1	0.0074945614
PA2G4	POU5F1	0.0074903863
YBX1	EGF	0.00748957
ELMO1	POU5F1	0.007479119
RIN2	POU5F1	0.00747866
DEK	EGF	0.0074775275
RHOBTB3	LZTS1	0.0074744616
PRIC285	POU5F1	0.0074682236
POLR2I	EGF	0.0074652187
SATB1	POU5F1	0.0074632145
PIP4K2A	POU5F1	0.0074575376
H1F0	POU5F1	0.0074508693
ZNF238	POU5F1	0.007445934
PPAPDC1A	POU5F1	0.0074446914
PLK2	POU5F1	0.0074446383
UTP18	POU5F1	0.007436415
SSFA2	POU5F1	0.0074358196
ZBTB38	POU5F1	0.0074297357
LEF1	POU5F1	0.007422434
CEBPZ	POU5F1	0.007420278
HIST1H1B	POU5F1	0.007420255
RUVBL1	POU5F1	0.0074184905
COL1A2	POU5F1	0.0074156276
TMSB15B	POU5F1	0.007413193
LPIN1	POU5F1	0.0074125184
POLR2I	SEMA6A	0.0074048326
ZNF24	POU5F1	0.007404376
FAM188A	POU5F1	0.007403008
HDGF	POU5F1	0.0074011935
KIAA1324L	POU5F1	0.00739962
CDK6	LZTS1	0.0073987106
PSIP1	POU5F1	0.0073970337
RUVBL2	POU5F1	0.007396856
ITM2A	LZTS1	0.0073936465
C11orf46	POU5F1	0.007392482
ILF3	POU5F1	0.0073879105
FBXO34	POU5F1	0.0073816343
ERCC-00025	POU5F1	0.007380909
MFAP4	POU5F1	0.0073790727
HTRA1	POU5F1	0.0073786727
HOPX	POU5F1	0.00737829
CCNA2	POU5F1	0.0073781176
WDR12	POU5F1	0.007377884
RGS5	POU5F1	0.007377042
HRSP12	POU5F1	0.0073747127
EWSR1	POU5F1	0.007374484
FAM69A	POU5F1	0.007373973
MYBL2	POU5F1	0.00737364
ERCC-00165	POU5F1	0.007373505
PHF17	POU5F1	0.0073691346
ECI2	POU5F1	0.007364857
BTF3	EGF	0.007364529
AKAP2	POU5F1	0.007363355
NR3C1	POU5F1	0.0073616896
SNRPD1	EGF	0.007360872
ISCA1	POU5F1	0.0073604784
C11orf82	POU5F1	0.0073603434
POLR2F	EGF	0.0073602516
ERCC-00053	POU5F1	0.0073598465
ERCC-00044	POU5F1	0.0073593673
MLL3	POU5F1	0.0073583233
RPL17-C18ORF32	POU5F1	0.007357553
FAM46A	POU5F1	0.0073564155
KIAA0528	POU5F1	0.0073560094
BCLAF1	POU5F1	0.007351675
COMMD10	POU5F1	0.007350977
PPPDE1	POU5F1	0.007349991
ERCC-00112	POU5F1	0.007349546
KAL1	POU5F1	0.007348437
ERCC-00076	POU5F1	0.007347777
ERCC-00062	POU5F1	0.0073459456
RBBP4	POU5F1	0.00734567
ERCC-00131	POU5F1	0.0073451963
GTF2H2D	POU5F1	0.0073434855
KIAA1804	POU5F1	0.007335317
SLC39A11	POU5F1	0.0073290574
MTERF	POU5F1	0.0073265694
RBPJ	POU5F1	0.0073265154
SFRP1	LZTS1	0.0073254625
MLF1IP	POU5F1	0.007315225
NONO	POU5F1	0.0073151756
ITPR2	POU5F1	0.0073133283
LEPREL1	POU5F1	0.00731176
HNRNPD	POU5F1	0.0073102415
BTF3	POU5F1	0.0073077898
C12orf23	POU5F1	0.0073045595
ERCC-00095	POU5F1	0.0073028486
MKI67IP	POU5F1	0.0073004803
SFPQ	POU5F1	0.0072906506
CITED2	POU5F1	0.0072849947
ERCC-00022	POU5F1	0.0072791986
PRPS2	POU5F1	0.007272866
LECT1	POU5F1	0.0072704637
FUBP1	POU5F1	0.007268986
ZCCHC11	POU5F1	0.0072686183
ERCC-00060	POU5F1	0.0072672777
KHSRP	LZTS1	0.007261836
CDCA7L	POU5F1	0.007260928
NFYB	POU5F1	0.007260806
ZRANB2	POU5F1	0.0072598243
ERCC-00111	POU5F1	0.0072565414
FBXO28	POU5F1	0.007256293
ERCC-00092	POU5F1	0.007252149
SFRP1	ASB4	0.0072506126
ACTC1	POU5F1	0.007242318
CD48	LZTS1	0.007237644
SNRPD1	POU5F1	0.0072365366
POLB	POU5F1	0.007235018
RAD51AP1	POU5F1	0.007232478
SOX4	POU5F1	0.0072269784
KIAA1467	POU5F1	0.007222522
MCM3	POU5F1	0.0072204517
MXI1	POU5F1	0.007220447
VIM	LZTS1	0.007218732
SNRPB	POU5F1	0.007217603
NKX3-1	POU5F1	0.0072161932
STK38L	POU5F1	0.0072159343
CNTRL	POU5F1	0.007208245
DUSP10	POU5F1	0.007204153
ERCC-00145	POU5F1	0.0072040274
LECT1	RFESD	0.0072035487
RTKN2	POU5F1	0.0071947733
HMGA1	LZTS1	0.0071943947
ERCC-00009	POU5F1	0.0071902457
PRSS23	POU5F1	0.007181733
ERCC-00042	POU5F1	0.007181067
SF1	LZTS1	0.0071808253
ARID4B	POU5F1	0.007175224
ERCC-00108	POU5F1	0.0071742404
SNRPB	EGF	0.0071623456
SCD5	POU5F1	0.007160703
ERCC-00171	POU5F1	0.0071603027
LTBP1	POU5F1	0.007153812
ERCC-00003	POU5F1	0.0071534803
TIMM8A	POU5F1	0.007152378
JUND	LZTS1	0.007151534
TRIP11	RFESD	0.007151322
PLP1	POU5F1	0.0071505136
ZNF83	POU5F1	0.0071477834
STT3B	POU5F1	0.007145596
ERCC-00113	POU5F1	0.007139765
ERCC-00043	POU5F1	0.007138514
XRN1	POU5F1	0.0071318764
FXR1	POU5F1	0.0071212146
TEAD1	POU5F1	0.0071193613
ERCC-00136	POU5F1	0.007115651
DEK	LZTS1	0.0071140244
PHLDA1	POU5F1	0.0071136937
SFRP2	POU5F1	0.0071099256
ALYREF	POU5F1	0.0071098944
APOBEC3C	POU5F1	0.0071066143
MRPL1	POU5F1	0.007092826
TDP2	POU5F1	0.0070919413
ASS1	POU5F1	0.007091838
SLC39A8	POU5F1	0.0070867515
FUS	POU5F1	0.0070840525
TAF1L	SEMA6A	0.0070796753
RHAG	POU5F1	0.0070787673
CBX3	EGF	0.0070771975
TFDP1	POU5F1	0.007076131
E2F4	POU5F1	0.0070751444
PA2G4	LZTS1	0.0070720743
POLR2K	EGF	0.0070718196
KLHL24	POU5F1	0.0070708315
PTGR1	POU5F1	0.0070708157
SSB	EGF	0.007069312
AIP	POU5F1	0.00706449
SFPQ	RFESD	0.007064106
ITM2A	EGF	0.007062519
ERCC-00004	POU5F1	0.007059671
HELZ	POU5F1	0.0070560477
STAT2	POU5F1	0.007052547
MIF	EGF	0.007050228
ERCC-00046	POU5F1	0.007049969
VAMP7	POU5F1	0.007049912
PMP22	POU5F1	0.0070493207
NFIC	POU5F1	0.007041716
ERCC-00002	POU5F1	0.007040856
EPCAM	POU5F1	0.0070401076
BMP4	POU5F1	0.007039823
MCM5	POU5F1	0.0070397477
RNF19A	POU5F1	0.00703793
PRIM1	POU5F1	0.007035815
SMARCC1	POU5F1	0.0070335125
FBXO5	POU5F1	0.0070307287
CRHBP	POU5F1	0.007030277
NFKBIA	POU5F1	0.007029442
POLR2F	LZTS1	0.0070262863
PTMA	POU5F1	0.0070240465
POLR2K	POU5F1	0.0070226225
SAP18	EGF	0.0070199263
ERCC-00130	POU5F1	0.0070182635
QPCT	POU5F1	0.007017742
CRX	SEMA6A	0.0070165596
ERCC-00096	POU5F1	0.00701596
LDB2	POU5F1	0.007004392
PHB2	EGF	0.0070030596
NPM1	EGF	0.0070025297
GLIPR2	POU5F1	0.006993731
NR2C1	POU5F1	0.0069914525
PAM	POU5F1	0.006987412
ILF2	RAX2	0.006986252
MDM4	POU5F1	0.0069839214
DCAF6	POU5F1	0.0069762464
MIF	POU5F1	0.006975041
PA2G4	SEMA6A	0.006965542
JMJD1C	POU5F1	0.0069651087
SAP18	POU5F1	0.0069651017
CBX3	LZTS1	0.006964653
NUP35	POU5F1	0.006959968
WDFY1	POU5F1	0.006952769
ERCC-00074	POU5F1	0.0069471896
RPE	POU5F1	0.0069398903
AGPAT5	POU5F1	0.0069364035
TGFB1I1	POU5F1	0.0069322763
YAF2	POU5F1	0.0069298227
BTBD10	POU5F1	0.006924359
COL5A2	LZTS1	0.0069217538
CUX1	POU5F1	0.006921107
RNF13	POU5F1	0.0069126207
CSDE1	POU5F1	0.006908352
CBR1	POU5F1	0.0069061886
XRCC5	RFESD	0.0069051255
RNF138	POU5F1	0.0069021047
KLHL28	POU5F1	0.006899899
NUP54	POU5F1	0.006899507
PSMD9	LZTS1	0.006899264
HNRNPD	RFESD	0.0068947044
PNPLA8	POU5F1	0.0068941424
LUM	POU5F1	0.0068933247
ZEB2	POU5F1	0.0068933046
WDHD1	POU5F1	0.006889454
DPF2	POU5F1	0.0068858727
FN1	POU5F1	0.006885491
CALCOCO1	POU5F1	0.0068828952
CCDC82	POU5F1	0.0068781828
FST	POU5F1	0.006876066
BRWD1	POU5F1	0.006874673
DDX54	POU5F1	0.006874599
HMGA1	EGF	0.006867544
EZH2	POU5F1	0.0068674353
DNAAF2	POU5F1	0.00686667
MLLT3	POU5F1	0.006862456
ATG4C	POU5F1	0.006862153
E2F3	POU5F1	0.0068602907
RTKN2	ASB4	0.00685822
POLR2I	LZTS1	0.006857813
STAT3	POU5F1	0.006855262
APOBEC3G	POU5F1	0.006854961
TRIM28	POU5F1	0.0068522035
WWTR1	POU5F1	0.0068518105
ILF2	EGF	0.006848721
SRSF10	RFESD	0.0068486347
NPM1	LZTS1	0.0068479944
NIPSNAP3A	POU5F1	0.0068477327
ELL2	POU5F1	0.0068453504
POLR2F	SEMA6A	0.006844703
SH3BGRL	RFESD	0.006843149
MCM2	POU5F1	0.006841599
PENK	POU5F1	0.006837893
HOMER1	POU5F1	0.0068365564
GPC3	POU5F1	0.006835427
MCCC1	POU5F1	0.006833114
KHSRP	SEMA6A	0.0068322374
PLAU	POU5F1	0.0068314904
TMEM38B	POU5F1	0.006828325
POLR2I	POU5F1	0.006827828
BTF3	SEMA6A	0.0068270303
MTERF	RFESD	0.0068264115
HIF1A	POU5F1	0.0068247225
SUPT16H	RFESD	0.0068218675
RHOBTB3	EGF	0.00681846
TMOD1	POU5F1	0.0068184063
B4GALT4	POU5F1	0.0068163867
MIA3	POU5F1	0.006810492
KIAA1804	RFESD	0.0068098158
PDCD11	POU5F1	0.006809651
CD200	POU5F1	0.006808654
SUPT7L	POU5F1	0.006808578
MAP3K2	POU5F1	0.006807652
MCM7	POU5F1	0.006805488
GLRX	EGF	0.006800245
GDAP1	POU5F1	0.006799501
FOXN3	POU5F1	0.006799458
NCAPG	POU5F1	0.0067982315
CHEK2	POU5F1	0.0067966054
BCL11A	POU5F1	0.0067888824
RAB31	POU5F1	0.0067839082
CTSK	POU5F1	0.00678343
PTMA	EGF	0.0067829643
PRICKLE1	POU5F1	0.0067812065
ZHX3	POU5F1	0.006778196
PTMA	LZTS1	0.0067774933
ATF6	POU5F1	0.0067733787
IL6ST	LZTS1	0.006773377
DEPDC1B	POU5F1	0.0067687337
TRIP6	POU5F1	0.006767965
RNF14	POU5F1	0.0067590643
ERCC-00053	RFESD	0.006754665
MPHOSPH9	POU5F1	0.006751369
SNRPD1	SEMA6A	0.006749126
RBBP4	RFESD	0.0067484695
BCLAF1	RFESD	0.006748258
AKAP2	RFESD	0.006747857
KIF23	POU5F1	0.006747164
WDR5	POU5F1	0.0067442004
ABCA1	POU5F1	0.0067441715
ARHGAP29	POU5F1	0.006740058
PGM2	POU5F1	0.0067393496
SYNE2	POU5F1	0.006737481
RTKN2	LZTS1	0.0067358175
KRCC1	POU5F1	0.0067353253
ID3	POU5F1	0.0067340992
POLR2K	SEMA6A	0.006729036
CDK6	ETV4	0.0067256102
BTF3	LZTS1	0.006724182
NT5DC3	POU5F1	0.0067197196
PDLIM3	POU5F1	0.0067169787
DUSP4	POU5F1	0.0067166006
ARFGAP3	POU5F1	0.0067116064
UPF2	POU5F1	0.0067112846
SLC19A2	POU5F1	0.0067043747
EEF1A1	POU5F1	0.006701314
IL6ST	RFESD	0.0067003993
ARL4D	POU5F1	0.006699581
HPRT1	RAX2	0.0066989027
AMN1	POU5F1	0.0066974843
LRR1	POU5F1	0.0066967546
CEP290	POU5F1	0.0066962666
DRAM2	RAX2	0.006694987
SFPQ	TMEM38B	0.0066930465
NDC80	POU5F1	0.006690165
NAA15	POU5F1	0.0066894703
DNAJB14	POU5F1	0.0066873133
ASNS	POU5F1	0.0066815084
PER3	POU5F1	0.0066805347
DEK	SEMA6A	0.006674329
ROR2	POU5F1	0.0066735623
CEBPZ	LZTS1	0.006672402
MAFF	POU5F1	0.006671298
ILF2	RFESD	0.0066697043
GABRB3	POU5F1	0.006669435
ANKZF1	POU5F1	0.0066663926
NUSAP1	EGF	0.0066663567
MIF	SEMA6A	0.006665866
CAP2	POU5F1	0.0066644237
ZRANB2	RFESD	0.00666442
DEK	ARID3B	0.006661598
HAPLN1	POU5F1	0.0066613033
CAMK2D	POU5F1	0.006661203
ZKSCAN1	POU5F1	0.0066571957
ASH2L	POU5F1	0.0066564116
RIOK1	POU5F1	0.006656021
TRIP13	POU5F1	0.006653033
PSMD9	EGF	0.006652951
INSIG2	POU5F1	0.0066526094
EHMT2	POU5F1	0.006650887
CPVL	POU5F1	0.006650834
NFIC	LZTS1	0.006650774
KIAA0528	RFESD	0.006650762
ERCC-00025	RFESD	0.006648515
SRSF1	LZTS1	0.0066481573
AFF4	POU5F1	0.0066457833
C11orf82	RFESD	0.006645097
VPS13C	POU5F1	0.0066414364
SFPQ	LZTS1	0.006639363
VHL	POU5F1	0.0066385893
DDAH1	POU5F1	0.006633922
MIF	LZTS1	0.0066328654
SENP7	POU5F1	0.0066231443
ZNF146	POU5F1	0.006622447
POLR2G	POU5F1	0.0066216458
GATM	POU5F1	0.006619014
SRSF2	LZTS1	0.006617557
RBFOX2	POU5F1	0.006616303
DYNC2LI1	POU5F1	0.0066158525
ZNF160	POU5F1	0.006615739
TIMP3	POU5F1	0.006613126
SF1	EGF	0.0066116825
YBX1	SEMA6A	0.0066088447
CNTRL	RFESD	0.0066080973
ZNF518B	POU5F1	0.006606242
SFRP1	RFESD	0.0066054836
SFMBT1	POU5F1	0.006604125
NFIB	POU5F1	0.0066035846
HAS2	POU5F1	0.0066026263
COL5A1	LZTS1	0.0066025737
ILF2	LZTS1	0.0066016344
JUND	POU5F1	0.006596622
COL5A1	ASB4	0.0065958356
FAM69A	RFESD	0.006594307
SFPQ	DNMT3B	0.0065936022
MME	POU5F1	0.0065927315
FARSB	POU5F1	0.006592095
GINS2	POU5F1	0.00659156
RFC3	POU5F1	0.006589384
LEF1	RFESD	0.0065886057
UHRF1	LZTS1	0.0065882956
EWSR1	RFESD	0.0065841572
ST3GAL6	POU5F1	0.0065831337
HIF3A	POU5F1	0.0065817437
MCM4	POU5F1	0.0065791234
ANKRD26	POU5F1	0.006578386
WWP1	POU5F1	0.0065764985
XRN1	DNMT3B	0.0065734996
POLR2H	EGF	0.006572559
PALLD	POU5F1	0.006567862
SMAD2	POU5F1	0.0065674894
NFATC3	POU5F1	0.0065659955
ZFYVE16	POU5F1	0.006565969
MAFG	POU5F1	0.0065645915
DLGAP5	ASB4	0.0065637366
RALB	POU5F1	0.006561537
HSD17B11	LZTS1	0.006561009
BAG3	POU5F1	0.0065590283
ZNF238	RFESD	0.006556206
FOXP1	POU5F1	0.0065553547
CUL1	POU5F1	0.006554098
CCPG1	POU5F1	0.0065538576
ERCC-00062	RFESD	0.0065471376
MRPS35	RFESD	0.006546687
TRAPPC8	POU5F1	0.0065461267
ITPR2	DNMT3B	0.0065444256
HNRNPAB	EGF	0.006544253
RHOBTB3	DNMT3B	0.0065409695
SATB1	LZTS1	0.006540763
CBX3	SEMA6A	0.006540415
RXRG	POU5F1	0.0065403003
LGR4	POU5F1	0.0065387115
TRIM33	POU5F1	0.00653569
NUP54	RFESD	0.00653205
ENO1	RAX2	0.0065317885
YBX1	ARID3B	0.0065305014
CDC20	LZTS1	0.0065286513
SORL1	POU5F1	0.0065276013
GTF2H2D	RFESD	0.0065263323
TTC27	POU5F1	0.006525201
DSCC1	POU5F1	0.0065246653
KDR	POU5F1	0.0065245847
SNAI2	POU5F1	0.006524043
PPAPDC1A	RFESD	0.006522205
PRKACB	POU5F1	0.006521894
NFIA	POU5F1	0.0065207416
SRSF1	POU5F1	0.006519431
FAM46A	RFESD	0.0065180813
ZNF398	POU5F1	0.006514356
NOL11	POU5F1	0.0065140906
SNRPB	SEMA6A	0.006510422
HNRNPAB	LZTS1	0.0065089343
PHB2	SEMA6A	0.0065080207
ATRX	POU5F1	0.00650749
TIPARP	POU5F1	0.0065050614
ERCC-00165	RFESD	0.0065050335
GLMN	POU5F1	0.00650479
ZEB1	POU5F1	0.0065029957
SRSF2	EGF	0.006502153
STT3B	RFESD	0.0065018972
SRSF6	POU5F1	0.0065009403
FAM188A	RFESD	0.006498989
SPP1	POU5F1	0.006497469
AIP	EGF	0.0064970898
UHRF1	POU5F1	0.0064970106
HLA-DRB1	LZTS1	0.0064959656
NUAK1	POU5F1	0.0064952336
RBMX	LZTS1	0.0064941333
PREPL	POU5F1	0.0064940234
SSB	LZTS1	0.0064928313
MBIP	POU5F1	0.0064917877
HIST1H1B	RFESD	0.006488858
ALG6	POU5F1	0.006485789
AK4	POU5F1	0.0064855423
SNRPD1	LZTS1	0.006485357
KDM6A	POU5F1	0.00648486
EPB41L3	POU5F1	0.0064840284
DEDD2	POU5F1	0.006483663
TRAF6	POU5F1	0.0064823963
ERCC-00044	RFESD	0.0064805867
SUPT16H	RAX2	0.0064786947
QPCT	RAX2	0.0064783404
HEG1	POU5F1	0.0064781643
C11orf46	RFESD	0.006477564
SAP18	SEMA6A	0.006475744
HRSP12	RFESD	0.006475436
CDK6	TMEM38B	0.0064740074
SFRP1	DNMT3B	0.006469484
REV3L	POU5F1	0.006469191
LPIN1	RFESD	0.006466177
NKX3-1	RAX2	0.006465569
SLC46A3	POU5F1	0.006465261
FER	POU5F1	0.00646325
KLHL12	POU5F1	0.0064622965
ESRRG	POU5F1	0.006458901
LPGAT1	POU5F1	0.006457781
TADA1	POU5F1	0.006453761
FLI1	POU5F1	0.0064490186
CLDN10	POU5F1	0.0064487313
NXT2	POU5F1	0.006445999
NUCB2	LZTS1	0.0064454437
ERCC-00131	RFESD	0.00644485
RBBP8	POU5F1	0.0064425543
GCA	POU5F1	0.006442015
MLF1IP	RFESD	0.0064415033
CTNNB1	POU5F1	0.0064390777
ERCC-00095	RFESD	0.0064364327
HELZ	RFESD	0.0064348206
CXXC1	POU5F1	0.006434667
ERCC-00076	RFESD	0.0064323293
APEX1	RAX2	0.006426586
ERCC-00112	RFESD	0.0064256284
RUNX1	POU5F1	0.006422844
KHSRP	POU5F1	0.0064226342
SNAPC3	POU5F1	0.0064211646
RGS5	RFESD	0.006418918
SOS2	POU5F1	0.0064186086
TCEA1	LZTS1	0.0064179786
KIF15	POU5F1	0.0064158426
SSFA2	RFESD	0.00641572
DEK	TMEM38B	0.00641437
KAT6A	POU5F1	0.006413573
RUVBL1	RAX2	0.0064119883
CTBP1	POU5F1	0.006410354
SNRPB	LZTS1	0.006409369
NUSAP1	ASB4	0.0064089014
SMG6	POU5F1	0.0064082304
LECT1	DNMT3B	0.0064080385
NFIC	TMEM38B	0.006407332
CA2	RAX2	0.006407005
ERCC-00022	RFESD	0.00640652
OTUD6B	POU5F1	0.0064046094
IRF1	POU5F1	0.006403419
SEMA6A	POU5F1	0.0064020925
APEX1	EGF	0.006401766
MCM6	POU5F1	0.0064010317
HELZ	DNMT3B	0.0063992115
POU2F1	POU5F1	0.006398782
LRRCC1	POU5F1	0.006398542
STK17B	POU5F1	0.006398256
CSDE1	RFESD	0.0063964445
PHB2	LZTS1	0.006395949
TMEM64	POU5F1	0.0063944333
PLK1	RAX2	0.0063944254
CCNB2	RAX2	0.006393992
SNX16	POU5F1	0.00639389
NFAT5	POU5F1	0.0063907783
CCPG1	LZTS1	0.0063896603
DNMT3A	POU5F1	0.0063891807
CCNA2	LZTS1	0.006386432
STT3B	DNMT3B	0.00638296
RND3	POU5F1	0.0063819773
ERCC-00092	RFESD	0.0063808626
TMSB15B	RFESD	0.0063804598
MED14	POU5F1	0.0063804467
SNX14	POU5F1	0.006378579
RPL17-C18ORF32	RFESD	0.0063774674
CASD1	POU5F1	0.0063774097
NFIC	ARID3B	0.0063763447
SOX5	POU5F1	0.006374112
ERCC-00060	RFESD	0.006371154
DLGAP5	LZTS1	0.006371066
ANKRD28	POU5F1	0.0063710213
ANKMY2	POU5F1	0.0063700904
U2AF1	SEMA6A	0.0063687908
FAM89A	POU5F1	0.0063687265
MRS2	POU5F1	0.006364103
ITM2A	RAX2	0.006363586
BTG2	POU5F1	0.0063630654
SFPQ	ARID3B	0.0063622487
LMO2	POU5F1	0.0063613667
RHOBTB3	RAX2	0.00636025
EMB	POU5F1	0.0063582007
TCOF1	POU5F1	0.006358028
KIAA1324L	RFESD	0.0063572177
ANKRD13C	POU5F1	0.0063553215
HPRT1	DNMT3B	0.0063549113
DDHD2	POU5F1	0.0063548037
SERPINE2	RFESD	0.006353245
CTBP1	LZTS1	0.006352846
RRAS2	POU5F1	0.0063519035
ERCC-00108	RFESD	0.006351737
HNRNPK	ARID3B	0.006351586
SP100	RAX2	0.0063506863
POLR2A	SEMA6A	0.006349718
ERCC-00043	RFESD	0.0063493904
ERCC-00145	RFESD	0.006348795
APBB2	POU5F1	0.006348087
MEIS2	POU5F1	0.0063452804
CDCA2	POU5F1	0.0063425726
SMARCC1	RFESD	0.006341454
ITPR2	RFESD	0.0063414536
PHF21A	POU5F1	0.006341146
HCFC1	POU5F1	0.0063386178
POLR2D	POU5F1	0.006338588
SKIL	POU5F1	0.006338395
CNTRL	DNMT3B	0.006338257
BNIP3	RAX2	0.0063376646
FUBP1	RFESD	0.0063369367
LDB2	DNMT3B	0.0063362643
PIP4K2A	RFESD	0.0063355006
MRPS30	RAX2	0.00633528
MRPS35	RAX2	0.006334079
UTP18	RAX2	0.006333937
HMGA1	SEMA6A	0.006333584
CREB3L2	POU5F1	0.0063334983
ERCC-00003	RFESD	0.0063330014
RBM14	POU5F1	0.006331464
ERCC-00042	RFESD	0.0063306466
SPPL2A	POU5F1	0.006330288
CEP85L	POU5F1	0.006328739
PDE3B	POU5F1	0.0063283993
FXR1	RFESD	0.0063254517
NPM1	SEMA6A	0.0063249315
ERCC-00111	RFESD	0.0063247443
GPC6	POU5F1	0.0063216924
LEPREL1	RFESD	0.00632063
NUCB2	RFESD	0.0063205585
XRCC6	RFESD	0.0063188723
ETV3	POU5F1	0.006318288
CDC7	POU5F1	0.0063180057
DEK	LIMD1	0.006317755
CNBP	RAX2	0.0063176025
DTL	POU5F1	0.006317089
SERPINE2	LZTS1	0.006316914
DECR1	RAX2	0.0063168774
FAM135A	POU5F1	0.006311569
ERCC-00053	DNMT3B	0.0063113444
PARP1	EGF	0.0063101207
PDCD4	POU5F1	0.006308154
NLGN4X	POU5F1	0.006307059
PPPDE1	RFESD	0.006306978
CD9	RAX2	0.0063058343
PLAGL2	POU5F1	0.006305375
SSB	SEMA6A	0.0063048615
NAP1L3	POU5F1	0.006304734
HMGN2	EGF	0.0063046617
PMAIP1	POU5F1	0.006304036
ERCC-00136	RFESD	0.0063024163
NUCB2	EGF	0.00630039
GPSM2	POU5F1	0.0062991534
ERCC-00113	RFESD	0.006298703
CHAF1A	POU5F1	0.0062965113
UPF1	POU5F1	0.0062940065
SMARCC1	DNMT3B	0.0062935753
TRIP11	RAX2	0.0062931743
ARID4B	RFESD	0.0062897224
HNRNPK	LZTS1	0.0062896744
KAL1	RFESD	0.0062890667
XRCC6	RAX2	0.006288089
FAM69A	DNMT3B	0.006286602
XRN1	RFESD	0.0062851356
UBTF	POU5F1	0.0062849517
NR3C1	DNMT3B	0.006283866
SH3RF1	POU5F1	0.0062803323
POLR2A	LZTS1	0.0062795817
ZNF516	POU5F1	0.006279058
KIF21A	POU5F1	0.006278214
CCND1	POU5F1	0.006276532
DPF2	RAX2	0.0062746513
ERCC-00009	RFESD	0.006270306
ZNF24	RAX2	0.006269494
SMARCD3	POU5F1	0.006266673
TRIM2	POU5F1	0.00626516
HLA-DRB1	POU5F1	0.006263355
FBXO28	RFESD	0.00626261
MECOM	POU5F1	0.006262174
ERCC-00046	RFESD	0.006261984
TP53	POU5F1	0.0062615927
ERCC-00171	RFESD	0.006260255
ERCC-00004	RFESD	0.0062602307
CCNB2	RFESD	0.0062587317
HSD17B11	EGF	0.0062580337
VIM	EGF	0.006257916
NEDD9	POU5F1	0.006255252
KHSRP	EGF	0.0062551787
SRSF1	SEMA6A	0.0062539745
VPS54	POU5F1	0.0062530152
