Gene1	Gene2	EdgeWeight
PDCD4	SPIB	0.008760844
PNPLA8	SPIB	0.008758678
AIP	ETS1	0.008752515
TIMP3	SPIB	0.008751775
DECR1	POU2AF1	0.008749942
GLRX	FOXH1	0.008746822
DEK	MSANTD3-TMEFF1	0.008746518
EZH2	SPIB	0.008739716
POLR2K	TLR7	0.008728272
NPM1	TLR7	0.008726243
LECT1	SPIB	0.008721098
SNRPB	MSANTD3-TMEFF1	0.008720937
DRAM2	SPIB	0.008716281
HOXB2	SPIB	0.008715089
DLGAP5	SPIB	0.008714163
RHOBTB3	TLR7	0.008707651
BCL11A	SPIB	0.008704034
APEX1	POU2AF1	0.008702455
SNRPB	OXTR	0.008701808
ZNF219	SPIB	0.008697172
ECI2	TAF1L	0.008694976
ATRX	SPIB	0.008692895
DEK	NANOG	0.008687244
SSB	OXTR	0.008680959
PHB2	FOXH1	0.008677179
SAP18	MSANTD3-TMEFF1	0.008676815
NONO	TAF1L	0.008676341
SF1	ZFP42	0.00867087
SMARCD1	SPIB	0.008664971
HMGA1	TAF1L	0.008664935
CCNA2	SPIB	0.008657165
RAX2	SPIB	0.008646406
SETBP1	SPIB	0.008642263
PPARA	SPIB	0.008642244
GDAP1	SPIB	0.008639989
NONO	CRX	0.008637462
AR	SPIB	0.008633121
CBX3	OXTR	0.008627307
SP100	SPIB	0.008620015
KHSRP	CRX	0.008609882
TAF1L	ETS1	0.00860887
YBX1	ZFP42	0.008599398
SHOX	SPIB	0.008599223
DAB2	SPIB	0.008598349
NFIC	TLR7	0.008597729
TPD52	SPIB	0.008596401
HLA-DRB1	CRX	0.008593785
KIF23	SPIB	0.008592871
RNF13	SPIB	0.008592787
CEP85L	SPIB	0.008588796
CD48	ZFP42	0.008588296
CA2	SPIB	0.008585715
CD48	OXTR	0.008585188
TIMM8A	SPIB	0.008584933
TCEA1	OXTR	0.00858021
SNRPD1	OXTR	0.008578626
POLR2H	TLR7	0.008575607
RHOBTB3	CRX	0.008569639
HSD17B11	CRX	0.008567195
SAP18	ETS1	0.008565974
TRIP6	TAF1L	0.008565726
NRIP1	SPIB	0.0085647805
MRPS35	SPIB	0.008563278
MIF	POU2AF1	0.008562379
CBX3	ZFP42	0.0085621765
NLGN4X	SPIB	0.008549307
PA2G4	MSANTD3-TMEFF1	0.008538419
KHSRP	TLR7	0.008537461
POLR2H	ZFP42	0.008532895
MAFG	SPIB	0.008528074
VIM	POU2AF1	0.008526885
DDHD2	SPIB	0.00852173
RHOBTB3	OXTR	0.008520415
CHAF1A	SPIB	0.008519915
PSMD9	FOXH1	0.008516401
RNPS1	TAF1L	0.008509051
PTMA	FOXH1	0.0085054925
KHSRP	FOXH1	0.008504242
HOMER1	SPIB	0.008503361
TFAP4	SPIB	0.008483565
RFXANK	SPIB	0.008481416
SLC39A11	SPIB	0.00847709
GLRX	POU2AF1	0.008476834
NPM1	ZFP42	0.008473564
POLR2G	ETS1	0.008468073
TGFB1	SPIB	0.008468056
HSD17B11	TAF1L	0.008466834
SERTAD2	SPIB	0.008462021
TAF1L	SPIB	0.008461083
STT3B	SPIB	0.008459951
COL5A1	SPIB	0.008452507
CDCA8	SPIB	0.008448428
STK3	SPIB	0.008447082
WDR5	SPIB	0.008445663
POLR2K	MSANTD3-TMEFF1	0.008444502
SMARCD3	SPIB	0.008440662
HCFC1	SPIB	0.008437762
POLR2G	POU2AF1	0.008437577
TIPARP	SPIB	0.008428546
DEK	LIMD1	0.008427156
ECI2	CRX	0.008418762
SNRPD1	MSANTD3-TMEFF1	0.008418133
CD48	FOXH1	0.008415198
NFIB	SPIB	0.008405447
CDH11	SPIB	0.008403262
DYNC1I1	SPIB	0.008403097
NONO	POU2AF1	0.008403078
AIP	ZFP42	0.008394805
CCPG1	TAF1L	0.008388062
KLF5	SPIB	0.008387612
POLR2G	FOXH1	0.008384056
ILF2	ZFP42	0.008383921
ITM2A	ZFP42	0.008378154
COL4A1	SPIB	0.008371703
TGFB1I1	SPIB	0.008364011
PA2G4	NANOG	0.008363652
ZEB1	OXTR	0.008359166
SRSF2	TAF1L	0.008356324
HNRNPAB	TAF1L	0.00835072
POLR2H	OXTR	0.0083467085
PARP1	TAF1L	0.008346617
KHSRP	OXTR	0.008346322
RAB31	SPIB	0.008339175
ELMO1	SPIB	0.008337997
AIP	POU2AF1	0.008337931
SFPQ	OXTR	0.008336147
POLR2A	TAF1L	0.008333341
ETS1	TAF1L	0.008331
DTL	SPIB	0.008329303
MIF	OXTR	0.008325787
DECR1	OXTR	0.008322821
HLA-DRB1	POU2AF1	0.008314265
ARID4B	SPIB	0.008308206
TBC1D4	SPIB	0.008300361
PSMD9	ETS1	0.00829537
CBX3	FOXH1	0.008295066
FOXP1	SPIB	0.00829249
RNPS1	TLR7	0.008292421
DNMT1	TAF1L	0.008289065
MAPK10	SPIB	0.008282476
BTF3	OXTR	0.008282447
POLR3E	SPIB	0.008281617
SAP18	OXTR	0.008280034
BHLHE40	SPIB	0.008278091
POLR2I	NANOG	0.008276372
MIF	TLR7	0.008276211
SAP18	PRDM14	0.008274855
MCM3	SPIB	0.008270988
C3orf14	SPIB	0.008270316
AIP	FOXH1	0.008269677
PHB2	ETS1	0.00826873
BCL11B	TAF1L	0.008265984
SEMA3E	SPIB	0.00825463
SEMA6A	SPIB	0.008251127
DEK	PRDM14	0.008242274
SNX16	SPIB	0.008238883
PRIC285	SPIB	0.008238725
SMG6	SPIB	0.008233426
HMGN2	TAF1L	0.008229437
SNRPB	NANOG	0.008229144
SRSF2	POU2AF1	0.008224405
NPM1	OXTR	0.008222087
POLR2I	OXTR	0.008221417
POLR2H	FOXH1	0.008220816
ZEB1	TLR7	0.008220327
E2F4	SPIB	0.008220163
JUND	TAF1L	0.008219184
NFIC	OXTR	0.008217947
AFF4	SPIB	0.008217124
KHSRP	POU2AF1	0.008209772
RAI14	SPIB	0.008206519
FAM135A	SPIB	0.008205334
HMGA1	CRX	0.008192695
BRWD1	SPIB	0.008191614
POLR2K	OXTR	0.008190733
RSPO3	SPIB	0.008182476
ECI2	OXTR	0.008179789
NONO	FOXH1	0.008178129
POLR2F	GYPE	0.008174069
FAM69A	SPIB	0.008168859
ILF2	TLR7	0.008167981
CD48	ETS1	0.00816534
ENC1	SPIB	0.008160556
PTMA	TLR7	0.008159005
FBXO28	SPIB	0.008154779
PARP1	CRX	0.008153996
FOXN3	U2AF1	0.008153282
ABCA1	SPIB	0.008146934
TLE1	SPIB	0.008146799
VIM	FOXH1	0.0081356
APBB2	TAF1L	0.008133784
POLR2G	ZFP42	0.008133582
RORB	SPIB	0.008132198
FBN1	SPIB	0.008128819
HEG1	SPIB	0.008125304
TCEA1	TAF1L	0.0081206905
PTMA	ZFP42	0.008117264
PLAU	SPIB	0.008117167
PHB2	OXTR	0.008116017
SENP7	SPIB	0.008114823
NUCB2	OXTR	0.008107487
NFIA	U2AF1	0.008104464
HMGA1	POU2AF1	0.008101065
POLR2K	PRDM14	0.008099278
SFPQ	TLR7	0.008098914
VIM	TAF1L	0.008098264
POU2F2	SPIB	0.008096443
GTF2H2	SPIB	0.0080900295
PBX1	SPIB	0.0080893785
SRSF2	FOXH1	0.008087964
PLCB4	SPIB	0.008084953
ILF2	OXTR	0.008078085
POLR2F	NANOG	0.008076324
CUX1	SPIB	0.008075913
PHLDA1	SPIB	0.008074901
MTERF	SPIB	0.0080746105
CDCA7L	SPIB	0.008074602
DECR1	TLR7	0.008068562
COL1A2	SPIB	0.008063065
NUCB2	POU2AF1	0.008059697
TRERF1	SPIB	0.008058041
ANKZF1	SPIB	0.008057024
PHB2	TLR7	0.008055263
CDK6	OXTR	0.008046981
HNRNPD	OXTR	0.008043077
PA2G4	LIMD1	0.008041554
PHB2	MSANTD3-TMEFF1	0.008040842
BMP4	SPIB	0.008036206
COBLL1	SPIB	0.0080340365
ZKSCAN1	SPIB	0.008031591
ECI2	POU2AF1	0.00802695
DCAF6	SPIB	0.0080229305
SAP18	NANOG	0.008021223
MFAP4	U2AF1	0.008015574
MIF	ZFP42	0.008014862
RNPS1	OXTR	0.008010844
FUS	OXTR	0.008008974
CDK6	TLR7	0.008007879
MFAP4	FOXH1	0.0080068875
SH3BGRL	OXTR	0.00800674
POLR2F	MSANTD3-TMEFF1	0.008004682
AIRE	SPIB	0.008001076
SNRPB	PRDM14	0.008000271
SF1	NANOG	0.007999248
POLR2K	ETS1	0.007997989
REL	TAF1L	0.007994741
GATA6	SPIB	0.007991718
PSMD9	OXTR	0.007989341
TCEA1	TLR7	0.007985936
KIAA1804	SPIB	0.00797756
SOX7	SPIB	0.007977397
HSD17B11	OXTR	0.007972583
ERCC-00053	SPIB	0.0079688225
PSMD9	ZFP42	0.007967766
SNRPD1	ETS1	0.007964936
UPF2	SPIB	0.007959365
SPIB	ETS1	0.007957353
SRSF2	TLR7	0.007955086
DNAJC2	OXTR	0.007945732
FUS	TLR7	0.007943297
CNKSR3	SPIB	0.007939829
NDUFC2-KCTD14	SPIB	0.007939821
EMB	SPIB	0.007939326
SNRPB	LIMD1	0.007937827
CBR1	TAF1L	0.007937773
NFIC	ZFP42	0.007934655
PARP1	POU2AF1	0.00793442
PA2G4	PRDM14	0.007932196
CEP290	SPIB	0.00793178
SRSF1	TAF1L	0.007926259
GINS2	SPIB	0.007925414
LGR4	SPIB	0.007923624
SNRPD1	NANOG	0.007922282
SRSF2	OXTR	0.007921373
HMGN2	POU2AF1	0.007919369
BCL11B	ETS1	0.007919035
APEX1	FOXH1	0.007915573
HNRNPAB	CRX	0.007906073
FAM46A	SPIB	0.007902046
ZRANB2	OXTR	0.007901467
POLR2K	NANOG	0.007896143
RHOBTB3	U2AF1	0.007895819
MYBL2	SPIB	0.007895651
BTF3	ETS1	0.007892594
CYP1B1	U2AF1	0.007887977
STK38L	SPIB	0.007887133
MCC	SPIB	0.007884775
HLA-DRB1	ETS1	0.007882487
NCAM1	SPIB	0.007877163
WLS	SPIB	0.007876791
POLR2H	ETS1	0.007869147
ZEB1	POU2AF1	0.007868325
HMGA1	OXTR	0.007866376
CCDC82	SPIB	0.007861809
HMGN2	CRX	0.007859116
DCLK1	SPIB	0.007857832
SNRPB	ETS1	0.007856217
JUND	U2AF1	0.007856159
SSB	NANOG	0.007851978
ITM2A	FOXH1	0.00785184
KAT6A	SPIB	0.007847866
B3GNT5	SPIB	0.007845725
RRN3	SPIB	0.0078415
SF1	GYPE	0.007838487
PTMA	OXTR	0.007832919
RBFOX2	SPIB	0.007830592
DNMT1	CRX	0.007830528
HNRNPD	TLR7	0.00782549
MPHOSPH9	SPIB	0.007825189
BTF3	NANOG	0.007823364
FUS	POU2AF1	0.007820344
CRX	SPIB	0.0078202
DUSP4	SPIB	0.0078185
ZRANB2	TLR7	0.00781448
PSMD9	TLR7	0.007814236
ESRRG	OXTR	0.007812791
SSB	MSANTD3-TMEFF1	0.007812002
CENPK	SPIB	0.007808705
AEBP1	FOXH1	0.0078081023
SRSF2	CRX	0.0078009004
TCEA1	CRX	0.007800459
SSB	LIMD1	0.0077966
MDM4	SPIB	0.0077963555
MFAP4	POU2AF1	0.0077960254
HNRNPAB	POU2AF1	0.0077954433
HNRNPAB	OXTR	0.0077893864
YBX1	GYPE	0.007789119
CYP1B1	TAF1L	0.007787973
HIF3A	U2AF1	0.0077866325
FST	SPIB	0.0077848895
KHSRP	ETS1	0.0077837612
DNMT1	POU2AF1	0.0077835084
JUND	POU2AF1	0.0077816346
HNRNPAB	TLR7	0.007781
DAAM1	SPIB	0.0077796285
GLRX	OXTR	0.00777937
NDC80	SPIB	0.007779068
PRSS23	U2AF1	0.0077764452
CEP55	SPIB	0.0077689453
GLRX	ZFP42	0.007761391
CDK6	U2AF1	0.007760218
SNRPD1	LIMD1	0.007759654
TP53	SPIB	0.007759636
ZNF238	SPIB	0.0077596083
NFIC	ETS1	0.0077565643
NONO	OXTR	0.0077551086
CDK6	POU2AF1	0.0077501293
COL5A2	U2AF1	0.007747475
BTF3	MSANTD3-TMEFF1	0.0077443253
TRIP6	CRX	0.0077435276
SNRPD1	PRDM14	0.0077430555
PA2G4	ETS1	0.0077374196
SHOX	U2AF1	0.0077370796
CBR1	CRX	0.0077357665
DEK	AIRE	0.0077345814
FEZ1	SPIB	0.0077284174
TCEA1	POU2AF1	0.007726347
HSD17B11	ZFP42	0.007719687
ESRRG	TAF1L	0.007715852
APBB2	U2AF1	0.007714947
WWTR1	SPIB	0.0077124927
SLC19A2	SPIB	0.0077121365
ACTC1	U2AF1	0.0077083097
PTMA	ETS1	0.0077076373
UNC5D	SPIB	0.0077060526
DNAJC2	TAF1L	0.007706034
POLR2A	U2AF1	0.00770491
CNBP	POU2AF1	0.0076982346
MME	SPIB	0.007697473
LEF1	U2AF1	0.007696785
PLOD2	SPIB	0.0076963794
CD48	TLR7	0.0076957336
NONO	TLR7	0.0076954276
HMGA1	FOXH1	0.0076941694
NR3C1	SPIB	0.0076919496
U2AF1	TAF1L	0.0076902336
PA2G4	GYPE	0.0076899184
PREPL	SPIB	0.007688076
DEK	GYPE	0.007686006
SH3RF1	SPIB	0.007685591
POLR2A	FOXH1	0.007679507
ZNF764	SPIB	0.0076789767
PCDH7	TLR7	0.00767311
ERCC-00025	SPIB	0.0076715085
RAI1	SPIB	0.0076693855
EGR1	SPIB	0.007665991
UPF1	SPIB	0.0076652816
HSD17B11	FOXH1	0.0076650786
SSFA2	SPIB	0.007658976
ZBTB38	TAF1L	0.0076582795
PSIP1	OXTR	0.007655635
NONO	ZFP42	0.0076544876
NCAPG	SPIB	0.00765403
HNRNPAB	FOXH1	0.0076524382
GNG11	SPIB	0.007651824
YBX1	NANOG	0.007651751
ENO1	FOXH1	0.007647118
SFRP1	U2AF1	0.007647064
DNAJC2	POU2AF1	0.0076463255
NFAT5	SPIB	0.0076450957
FOXF1	SPIB	0.007644906
BAG3	SPIB	0.0076377317
ITM2A	OXTR	0.0076372116
HIF3A	TAF1L	0.007634482
COL1A2	U2AF1	0.007632523
ARID3A	TAF1L	0.007631471
RHOBTB3	GYPE	0.0076313517
ESRRG	U2AF1	0.0076301186
ENO1	POU2AF1	0.0076298565
SAP18	LIMD1	0.0076291575
DECR1	FOXH1	0.0076290523
CEBPZ	OXTR	0.007629045
MECOM	SPIB	0.007626767
CNBP	FOXH1	0.0076257233
TFE3	SPIB	0.0076241237
CRHBP	SPIB	0.0076192897
APEX1	ZFP42	0.007616916
PAM	SPIB	0.0076151164
PRICKLE1	SPIB	0.0076150703
FUS	FOXH1	0.0076113357
HNRNPK	FOXH1	0.007609254
RNPS1	ZFP42	0.007609066
RBMX	TLR7	0.0076067373
GLRX	ETS1	0.0076050926
RBM14	SPIB	0.0076048155
HOXB4	SPIB	0.0076040714
MIF	ETS1	0.0076036938
SEMA3E	U2AF1	0.0076036816
AKAP2	SPIB	0.0076024137
PDGFA	SPIB	0.0076006344
HELZ	SPIB	0.0075968853
CSDE1	OXTR	0.007595269
CDC20	U2AF1	0.0075951107
HMGN2	FOXH1	0.0075941933
DEK	ETS1	0.007590518
PPAPDC1A	SPIB	0.007585706
JUND	TLR7	0.007585432
CPVL	TAF1L	0.007584382
RAD51	TAF1L	0.00758248
KIF21A	U2AF1	0.007581766
BNIP3	TAF1L	0.0075752325
ZNF24	SPIB	0.0075747585
SSB	ETS1	0.0075744144
RND3	SPIB	0.007573255
POU2F1	SPIB	0.00757283
APEX1	TLR7	0.0075725233
DNMT1	OXTR	0.0075703785
HLA-DRB1	FOXH1	0.00756863
COBLL1	U2AF1	0.007567942
RNPS1	FOXH1	0.007563033
POLR2F	ETS1	0.007559991
KDM6A	SPIB	0.0075596687
KLF7	SPIB	0.0075588734
BTF3	LIMD1	0.007558249
XRCC5	OXTR	0.0075570173
JMJD1C	SPIB	0.007555028
DNAJC2	CRX	0.00755497
SFPQ	U2AF1	0.00754911
CD48	NANOG	0.0075453836
RBMX	POU2AF1	0.0075450195
JUND	FOXH1	0.007542686
KHSRP	ZFP42	0.007542427
WDHD1	SPIB	0.007542039
APC	SPIB	0.0075412137
GPC6	SPIB	0.0075396956
RHAG	SPIB	0.007536347
FLI1	SPIB	0.007536339
ZEB1	FOXH1	0.0075362287
