Gene1	Gene2	EdgeWeight
POU3F1	HAND2	0.025023531
INSIG2	HAND2	0.025009241
CEBPZ	HAND2	0.024995854
BTG2	HAND2	0.024957756
POLR2I	HAND2	0.024840195
REL	HAND2	0.024820147
PHLDA1	HAND2	0.024812642
ZEB2	HAND2	0.02479285
CXXC1	HAND2	0.024787515
IL6ST	HAND2	0.024785621
SATB1	HAND2	0.024775848
SH3BGRL	HAND2	0.024774702
SFRP1	HAND2	0.024766512
TEAD1	HAND2	0.024739446
ZFHX3	HAND2	0.024727417
ZBTB2	HAND2	0.024723642
CUX1	HAND2	0.02464378
KHSRP	HAND2	0.024591345
FEZ1	HAND2	0.02455793
MCM4	HAND2	0.024549458
GYPB	HAND2	0.024548775
CDCA7L	HAND2	0.024512995
NIPSNAP3A	HAND2	0.02448254
ASXL1	HAND2	0.024473963
NFATC1	HAND2	0.024381198
ANKZF1	HAND2	0.0242939
PRDM1	HAND2	0.024276903
MAN1A1	HAND2	0.02426579
VHL	HAND2	0.02425454
HOXB6	HAND2	0.024251064
TFDP1	HAND2	0.024247175
EPCAM	HAND2	0.0242253
PLXNA2	HAND2	0.02420916
FST	HAND2	0.024181034
SLCO2A1	HAND2	0.024159197
CTBP1	HAND2	0.024040489
ECI2	HAND2	0.024027586
PLAU	HAND2	0.024011804
TIMM8A	HAND2	0.024010563
GINS2	HAND2	0.024010118
DEDD2	HAND2	0.023959596
TIMP3	HAND2	0.02395615
KRCC1	HAND2	0.023939706
CNKSR3	HAND2	0.023927407
DLGAP5	HAND2	0.023886323
RND3	HAND2	0.023855355
WWTR1	HAND2	0.023778357
PNPLA8	HAND2	0.023767337
FXR1	HAND2	0.023743616
CALCOCO1	HAND2	0.02371877
MAFG	HAND2	0.023710093
MAMLD1	HAND2	0.023673795
TJP2	HAND2	0.023649827
TP53	HAND2	0.023648435
RAI14	HAND2	0.023626547
S1PR3	HAND2	0.02361573
AFF1	HAND2	0.023612136
NFYB	HAND2	0.023534322
AK4	HAND2	0.023489464
KLF6	HAND2	0.02345665
PMAIP1	HAND2	0.023436375
ARFGAP3	HAND2	0.023417087
SLC39A11	HAND2	0.023354227
RAX2	HAND2	0.023318777
B4GALT4	HAND2	0.02326274
STK38L	HAND2	0.023262432
RHAG	HAND2	0.023259308
STC1	HAND2	0.023249004
PFKFB2	HAND2	0.02317808
BCL11A	HAND2	0.023157993
ABCA1	HAND2	0.023150107
FBXO34	HAND2	0.023117518
MCM6	HAND2	0.023116745
ITGA6	HAND2	0.023109403
UBTF	HAND2	0.023091072
CCND1	HAND2	0.02306469
RNF19A	HAND2	0.023062376
PGM2	HAND2	0.023040462
LIPG	HAND2	0.023032032
DAXX	HAND2	0.023021704
ELK3	HAND2	0.022979178
LHX1	HAND2	0.022967426
MXD4	HAND2	0.022958668
SLC46A3	HAND2	0.022953771
ZNF146	HAND2	0.02295269
MIA3	HAND2	0.022938626
CCPG1	HAND2	0.022921495
MRPS35	HAND2	0.022854023
SLC19A2	HAND2	0.022850517
RBBP8	HAND2	0.022816729
ATRX	HAND2	0.02279664
KDR	HAND2	0.02279404
ARID4B	HAND2	0.022792917
ACTC1	HAND2	0.022790426
VWA5A	HAND2	0.022746256
EGR1	HAND2	0.022739595
FBXO28	HAND2	0.022706227
FUS	HAND2	0.022705829
TMEM47	HAND2	0.022683544
UNC5D	HAND2	0.022674317
ST8SIA4	HAND2	0.022669582
PPARA	HAND2	0.022599347
NAA15	HAND2	0.022594376
STT3B	HAND2	0.022579825
POLR1C	HAND2	0.022533609
FOXJ2	HAND2	0.022532528
CD48	HAND2	0.022528108
GCA	HAND2	0.022493225
ZNF518B	HAND2	0.02246736
POLR2D	HAND2	0.02246184
SLC35A3	HAND2	0.022436513
NR3C1	HAND2	0.022413082
TLR4	HAND2	0.02236787
SPPL2A	HAND2	0.02236711
VPS13C	HAND2	0.022364058
LEF1	HAND2	0.022358049
HEG1	HAND2	0.022336451
MFAP4	HAND2	0.022317106
TCF4	HAND2	0.022259427
KLHL28	HAND2	0.022252103
MLLT3	HAND2	0.022241406
SPP1	HAND2	0.02222928
PIP4K2A	HAND2	0.022220563
SNX18	HAND2	0.022215981
ADAMTS3	HAND2	0.022181688
DKK1	HAND2	0.022170123
AFF4	HAND2	0.022160988
ZNF512	HAND2	0.022148639
KLHL6	HAND2	0.022141213
RRN3	HAND2	0.022069402
PLAGL2	HAND2	0.022044068
CDK6	HAND2	0.022022849
RAI1	HAND2	0.021995407
PURA	HAND2	0.021953426
MYOCD	HAND2	0.021942468
TRIM27	HAND2	0.021926878
GYPE	HAND2	0.021923702
GATA2	HAND2	0.021919947
HOXB7	HAND2	0.021909313
CCDC141	HAND2	0.021816263
ANKRD50	HAND2	0.021786274
LPIN1	HAND2	0.02174944
BCL11B	HAND2	0.021717422
APBB2	HAND2	0.02166076
POLB	HAND2	0.021659456
RAD51AP1	HAND2	0.021643175
SATB2	HAND2	0.021638483
CCDC82	HAND2	0.021621896
SNAPC3	HAND2	0.02161109
UTP18	HAND2	0.021606479
GTF3C4	HAND2	0.021601217
GLIPR2	HAND2	0.021584826
SFRP2	HAND2	0.021568796
AMIGO2	HAND2	0.021524567
DPF2	HAND2	0.0214687
ZNF160	HAND2	0.021451637
ETS1	HAND2	0.021438636
RNF138	HAND2	0.021423763
KLF7	HAND2	0.021394191
DDAH1	HAND2	0.021374159
BCAR3	HAND2	0.021367848
SLITRK2	HAND2	0.021355787
SERTAD2	HAND2	0.02131706
NAP1L3	HAND2	0.021293793
SYNE2	HAND2	0.021259353
FZD5	HAND2	0.021252323
WDFY1	HAND2	0.021243017
EPB41L3	HAND2	0.021210779
MYCN	HAND2	0.021209422
THY1	HAND2	0.02115132
RUNX1	HAND2	0.021150993
APBB1	HAND2	0.02114253
DPH2	HAND2	0.021130126
WDR5	HAND2	0.021115081
SMARCC1	HAND2	0.021109257
PDCD4	HAND2	0.021096239
U2AF1	HAND2	0.021067467
CREB3L4	HAND2	0.021045614
TEAD4	HAND2	0.021029701
ELMO1	HAND2	0.021028064
MAP3K2	HAND2	0.020997075
MANEA	HAND2	0.020969346
RIOK1	HAND2	0.020963447
FUBP1	HAND2	0.02095158
NFKBIB	HAND2	0.020949906
NFAT5	HAND2	0.020948699
POLR2A	HAND2	0.020942302
ZNF488	HAND2	0.020933537
CDCA8	HAND2	0.020898823
AGPAT5	HAND2	0.020896714
ZHX3	HAND2	0.020895993
BRWD1	HAND2	0.020889405
RALB	HAND2	0.020886932
LPGAT1	HAND2	0.020886054
CAP2	HAND2	0.020867921
CHAF1A	HAND2	0.020860873
CENPK	HAND2	0.020858148
TBX3	HAND2	0.020843362
ASH2L	HAND2	0.020841181
DUSP10	HAND2	0.020840628
TCF7L1	HAND2	0.020822892
MBOAT1	HAND2	0.020797454
SOX17	HAND2	0.020789737
CRABP2	HAND2	0.020745806
KDM6A	HAND2	0.020733165
FOXK1	HAND2	0.020721152
RAVER2	HAND2	0.020681625
GATA3	HAND2	0.020654052
TRAF6	HAND2	0.020633345
UPF2	HAND2	0.020618115
ZKSCAN1	HAND2	0.020615479
WDR12	HAND2	0.020589702
ANGPT2	HAND2	0.020577641
SMARCD1	HAND2	0.020534867
KLF6	UNC5C	0.020534536
TFE3	HAND2	0.020509444
KLHL12	HAND2	0.020481026
ZNF764	HAND2	0.020480696
ATF6	HAND2	0.020413475
NUP35	HAND2	0.020405822
DCAF6	HAND2	0.020382082
KLF5	HAND2	0.02036705
LGR5	HAND2	0.020356672
TFAP4	HAND2	0.020351132
SIX6	HAND2	0.020331126
LGALSL	HAND2	0.02032221
CUL1	HAND2	0.020309687
OTUD6B	HAND2	0.020301582
REV3L	HAND2	0.020295339
EZH2	HAND2	0.020295184
ZIC2	HAND2	0.020248914
KLF8	HAND2	0.020208286
CEP85L	HAND2	0.020184418
IGDCC4	HAND2	0.020165931
PDCD11	HAND2	0.02016471
TRIP13	HAND2	0.020140251
ZNF83	HAND2	0.020103753
TGFB1	HAND2	0.020082124
NFKBIA	UNC5C	0.02006551
NRP1	HAND2	0.020057522
FBXO5	HAND2	0.02004389
SIRT1	HAND2	0.020041503
FASTKD3	HAND2	0.020032117
MALT1	HAND2	0.020013737
MYBBP1A	HAND2	0.020013703
PRIM1	HAND2	0.020001257
KAT6A	HAND2	0.019986251
C3orf14	HAND2	0.019965228
PHLDB2	HAND2	0.019931389
KAT7	HAND2	0.019882362
MLLT6	HAND2	0.019876098
NOC3L	HAND2	0.019874116
QPCT	HAND2	0.019858636
HLX	HAND2	0.019854676
SLA2	HAND2	0.019836226
PRMT6	HAND2	0.019834409
CCNE2	HAND2	0.019831894
TFB2M	HAND2	0.019826617
GATAD2A	HAND2	0.019807275
CRHBP	HAND2	0.019786611
LTBP1	HAND2	0.01975591
NFIB	HAND2	0.019753253
SRC	HAND2	0.019739171
TRIP11	HAND2	0.019726956
SERPINE2	HAND2	0.019714594
PENK	HAND2	0.019690396
DAAM1	HAND2	0.019687936
MEX3C	HAND2	0.019682916
SLC39A8	HAND2	0.019672643
IFI16	UNC5C	0.019664142
SUPT7L	HAND2	0.019653153
WDR3	HAND2	0.019608708
NFATC3	HAND2	0.019606965
FARSB	HAND2	0.019588776
HELZ	HAND2	0.019542273
CLDN11	HAND2	0.019541183
DNMT3A	HAND2	0.019520191
SNX16	HAND2	0.019495321
EEF1A1	UNC5C	0.019494679
NOL11	HAND2	0.019482693
MCCC1	HAND2	0.019478524
PIK3R5	HAND2	0.019458635
CA14	HAND2	0.019456418
SORL1	HAND2	0.019411687
YBX1	UNC5C	0.019408787
SRSF10	UNC5C	0.01938434
SMG6	HAND2	0.019379424
SIPA1L2	HAND2	0.01936233
STK3	HAND2	0.019358922
SOX7	HAND2	0.01935816
SALL2	HAND2	0.01935536
ATP2B4	HAND2	0.01935505
ZNF202	HAND2	0.019342696
SYNC	HAND2	0.019337952
SOS2	HAND2	0.019328833
ZNF219	HAND2	0.019326748
RNF13	HAND2	0.019321414
DAB2	HAND2	0.01931061
RFESD	HAND2	0.019301398
VPS54	HAND2	0.019287053
NUAK1	HAND2	0.019282782
PTMA	UNC5C	0.019227153
BARX2	HAND2	0.019219331
RTKN2	HAND2	0.01920446
DEPDC1B	HAND2	0.01920289
YAF2	HAND2	0.019199165
FN1	HAND2	0.019183815
CNTRL	HAND2	0.019153807
XRN1	HAND2	0.019141586
PROM1	HAND2	0.019139074
TCF19	HAND2	0.019114194
COL5A1	HAND2	0.019092519
TMEM64	HAND2	0.019091923
POU5F1	HAND2	0.019084087
MYOF	HAND2	0.019082028
POLR1B	HAND2	0.019077668
MCC	HAND2	0.019072486
VAMP7	HAND2	0.019001512
SNX14	HAND2	0.018990977
SRSF3	UNC5C	0.018988065
POLR1A	HAND2	0.018979032
MPHOSPH9	HAND2	0.01896522
UTP15	HAND2	0.018944986
DNMT3B	HAND2	0.018933972
SMAD6	HAND2	0.018912263
TADA1	HAND2	0.018878365
RBM14	HAND2	0.01886461
HOMER1	HAND2	0.018852623
DTL	HAND2	0.018848663
TRIM2	HAND2	0.018845083
TRIM22	HAND2	0.018817369
NXT2	HAND2	0.018814474
ARL4D	HAND2	0.018806698
HAS2	HAND2	0.018805483
FAM117B	HAND2	0.018805355
ATP11B	HAND2	0.01878769
NLGN4X	HAND2	0.01877112
FAM89A	HAND2	0.01874194
ZFYVE16	HAND2	0.018740961
EOMES	HAND2	0.018734392
ZNF142	HAND2	0.018714901
ANKRD6	HAND2	0.018695228
PRSS23	HAND2	0.018694937
ANKRD13C	HAND2	0.018666014
ID1	HAND2	0.018642575
ZDHHC21	HAND2	0.018639574
NR0B1	HAND2	0.018637354
SMAD5	HAND2	0.018583467
ZNF587	HAND2	0.018577185
CASD1	HAND2	0.018575232
ETV4	HAND2	0.01857067
RRAS2	HAND2	0.018555421
TRAPPC8	HAND2	0.018546242
BMP2	HAND2	0.018544238
MED16	HAND2	0.018537598
LGR4	HAND2	0.018535465
NUP54	HAND2	0.018533634
EHMT2	HAND2	0.018532224
TLE3	ARHGAP28	0.01849784
PA2G4	UNC5C	0.018478636
C4orf46	HAND2	0.018475208
POLR3E	HAND2	0.018472891
NR2C1	HAND2	0.018467328
CBFA2T2	HAND2	0.018459784
DSCC1	HAND2	0.018441323
COL4A1	HAND2	0.018435167
ALCAM	HAND2	0.018429464
LRR1	HAND2	0.01840925
DEK	UNC5C	0.01838057
CBX3	UNC5C	0.01835829
ROR2	HAND2	0.018341335
NFE2L3	HAND2	0.018279077
RMI1	HAND2	0.018266464
NRP2	HAND2	0.018203372
PDE3B	HAND2	0.018181028
MBIP	HAND2	0.018177034
GPC6	HAND2	0.01815746
MRPL1	HAND2	0.018154478
RBMX	UNC5C	0.018142194
DNAJB14	HAND2	0.018141938
LIFR	HAND2	0.018139651
SNAI2	FLRT3	0.01813186
LRRCC1	HAND2	0.01809333
RNPS1	UNC5C	0.018076608
CDC7	HAND2	0.018068172
PRDM14	HAND2	0.018027816
ZNF589	HAND2	0.018014325
ZBTB38	UNC5C	0.0180058
ZNF398	HAND2	0.018001916
KIF21A	HAND2	0.017996721
CCDC138	HAND2	0.01799529
TMEM38B	HAND2	0.017988076
TPD52	HAND2	0.01797898
MRS2	HAND2	0.01796862
CTSK	HAND2	0.017952897
NPM1	UNC5C	0.017945277
KIF23	HAND2	0.017923102
HOXB4	HAND2	0.017901946
ITPR2	HAND2	0.017894706
RAD51	HAND2	0.017876832
SH3RF1	HAND2	0.017866753
COMMD10	HAND2	0.01784839
CAMK2D	HAND2	0.017795729
NT5DC3	HAND2	0.017783612
PALLD	HAND2	0.017774848
TNFRSF11B	HAND2	0.017772902
CALB1	HAND2	0.017766668
MED14	HAND2	0.017733814
SLC36A4	HAND2	0.01773091
SOX5	HAND2	0.01772897
SEMA6A	HAND2	0.017715927
RNF14	HAND2	0.017709708
SULF2	HAND2	0.017709676
KIAA1109	HAND2	0.017697554
ABLIM1	HAND2	0.017658971
PTPRZ1	HAND2	0.017642982
PLP1	HAND2	0.017638052
SMARCD3	FLRT3	0.01763529
HMGN2	UNC5C	0.017583644
SOX4	UNC5C	0.017567726
PHB2	UNC5C	0.0175637
PATZ1	HAND2	0.017555278
BUB1B	HAND2	0.017537843
TMEM131	HAND2	0.017522622
LMO2	HAND2	0.017517654
PPT2	HAND2	0.017517047
ESCO2	HAND2	0.017515926
EGF	HAND2	0.01751445
BTF3	UNC5C	0.017510194
LIMD1	HAND2	0.017496191
PPARGC1B	HAND2	0.017486427
CLGN	HAND2	0.017463341
SERHL2	HAND2	0.017463205
SSB	UNC5C	0.01745048
ATG4C	HAND2	0.017426388
ARID5B	UNC5C	0.017413706
TIMP3	UNC5C	0.017407026
PAWR	HAND2	0.017404096
MEIS2	HAND2	0.017385364
SFMBT1	HAND2	0.017381717
GRHL1	HAND2	0.017381325
SPIB	HAND2	0.017371299
DLC1	HAND2	0.017361486
DAAM1	UNC5C	0.017356647
POU2AF1	HAND2	0.017354192
POLR3G	HAND2	0.017353382
GNG11	HAND2	0.017343251
PDLIM3	HAND2	0.017334899
CITED2	UNC5C	0.01733485
NTS	HAND2	0.017321972
SETBP1	HAND2	0.017317247
TSPAN12	HAND2	0.017295761
SNAPC4	HAND2	0.017291501
TLE2	HAND2	0.01728492
SEMA6D	HAND2	0.017273951
BLM	HAND2	0.017272962
HNRNPK	UNC5C	0.017260108
ST3GAL6	HAND2	0.01725159
ZRANB2	UNC5C	0.017239178
LZTS1	HAND2	0.017225044
COLEC12	HAND2	0.017217025
POU2F1	HAND2	0.01720174
SMAD2	HAND2	0.017179389
COL1A2	HAND2	0.017167285
KIF15	HAND2	0.017139949
TFPI	HAND2	0.017123535
TRPS1	HAND2	0.017115366
BHLHE40	TRDN	0.017110538
KDELR3	HAND2	0.017087279
TGFBR3	HAND2	0.01705501
WDHD1	HAND2	0.017033204
CIITA	HAND2	0.017009988
FXR1	UNC5C	0.017008768
RUVBL2	UNC5C	0.01700751
CNBP	UNC5C	0.017000312
SENP7	HAND2	0.016985605
ZNF516	HAND2	0.016977537
ARID3B	HAND2	0.016939625
HNRNPAB	UNC5C	0.016939549
SH3BGRL2	HAND2	0.016931094
TRIM33	HAND2	0.016909013
TP53INP1	HAND2	0.016880395
PLOD2	HAND2	0.016877968
NCOA6	HAND2	0.016865123
EXO1	HAND2	0.016845386
SNRPB	UNC5C	0.01683492
PSIP1	UNC5C	0.016832853
SHOX	HAND2	0.016829964
SLC6A15	HAND2	0.016813893
GTF2H2	HAND2	0.016800238
JPH1	HAND2	0.016799623
ATRX	UNC5C	0.016793117
PLCB4	HAND2	0.016792629
DPYSL3	HAND2	0.016791772
RPE	HAND2	0.016788995
TRUB1	HAND2	0.01678766
BNIP3	UNC5C	0.016774986
PREPL	HAND2	0.01677467
SNRPD1	UNC5C	0.016745187
FAM135A	HAND2	0.016726004
E2F7	HAND2	0.016714424
WWP1	HAND2	0.016692549
AGL	HAND2	0.016691394
TTN	ARHGAP28	0.016658831
TEAD1	UNC5C	0.01665255
RPP40	HAND2	0.01661761
TNC	HAND2	0.016611341
ALG6	HAND2	0.016609814
DYNC2LI1	HAND2	0.016584104
ZNF521	HAND2	0.016555054
TEX10	HAND2	0.016532797
ANKMY2	HAND2	0.016528938
ILF3	UNC5C	0.016517367
WDR35	HAND2	0.016500521
NONO	UNC5C	0.016493436
DNA2	HAND2	0.016491372
GDAP1	HAND2	0.016480977
APEX1	UNC5C	0.016437208
SCD5	HAND2	0.016417017
ANKRD26	HAND2	0.016408691
OXTR	HAND2	0.016397456
CEP290	HAND2	0.01638109
E2F3	HAND2	0.016340703
GRHL2	HAND2	0.016332887
ALPK2	HAND2	0.016329538
B3GNT5	TRDN	0.016325109
ZNF107	HAND2	0.016321106
BMPR1A	HAND2	0.01631771
TTC27	HAND2	0.016309723
DNAJC2	UNC5C	0.016308678
SP100	UNC5C	0.016308377
ACOX3	HAND2	0.0163002
PARN	HAND2	0.016285282
TGFB1I1	FLRT3	0.016275479
ESPL1	HAND2	0.01623469
FLRT3	HAND2	0.016205255
CPE	HAND2	0.016198406
CEP55	HAND2	0.016194506
NDC80	HAND2	0.016150624
PER3	HAND2	0.016143883
PLXNA2	UNC5C	0.01611861
FOXF1	FLRT3	0.016114617
PRKACB	HAND2	0.01609064
BTBD10	HAND2	0.01606504
PTMA	DCLK1	0.016054085
GATA6	HAND2	0.016044084
NUCB2	UNC5C	0.016026352
FOXP1	UNC5C	0.016010564
VIM	UNC5C	0.0160041
ILF2	UNC5C	0.015993074
CSRP2	HAND2	0.015968159
TLE3	MEIS1	0.01596272
HNRNPD	UNC5C	0.015935276
JMJD1C	UNC5C	0.015927702
POLR2H	UNC5C	0.015922798
STIM2	HAND2	0.015908975
MDM4	UNC5C	0.015898645
XRCC5	UNC5C	0.015846878
TLE3	FLRT3	0.015846463
GLRX	UNC5C	0.015841894
GABRB2	HAND2	0.01581222
APOBEC3C	MEIS1	0.01579582
YPEL5	UNC5C	0.015791938
PARP1	UNC5C	0.015772436
STK17B	FLRT3	0.015764933
CHEK2	HAND2	0.015760368
SF1	UNC5C	0.015752785
RBPJ	UNC5C	0.015746223
ARL4A	UNC5C	0.015733384
APOBEC3G	HAND2	0.015733046
PHF21A	HAND2	0.01570467
BAG3	UNC5C	0.015699925
LUM	HAND2	0.01569724
ESRP1	HAND2	0.01569148
DECR1	UNC5C	0.015667088
RFC3	HAND2	0.015615499
CCKBR	HAND2	0.015605918
ENC1	UNC5C	0.015592233
ZNF239	HAND2	0.015587238
