Gene1	Gene2	EdgeWeight
SPP1	HAND2	0.013203638
MATN3	ELAVL2	0.013194349
CTNNB1	ELAVL2	0.01319029
STC1	FOXD3	0.013182399
FOXF1	ELAVL2	0.013180808
CALB1	TWIST1	0.013179485
EPHA4	RXRG	0.0131785385
ACTC1	HAND2	0.013174505
TMOD1	FOXD3	0.013171581
ARNT2	RXRG	0.013170761
SIX6	RXRG	0.013168723
SOX2	RXRG	0.01315105
SFPQ	RXRG	0.013148042
CITED2	FOXD3	0.013139122
POU2F2	RXRG	0.013137129
ZNF521	RXRG	0.013135871
SLC35F1	ELAVL2	0.013127873
BTG2	FOXD3	0.013124014
TEAD1	FOXD3	0.01312363
DUSP10	ELAVL2	0.013113618
MCC	ELAVL2	0.013102542
ALCAM	ELAVL2	0.013098319
ELMO1	RXRG	0.013084411
PTMA	HAND2	0.013075553
NUDT11	ELAVL2	0.013065676
TFPI	RXRG	0.013059976
B3GNT5	ELAVL2	0.013058683
RORB	ELAVL2	0.013048524
BTF3	RXRG	0.013041875
NUDT11	RXRG	0.013040722
HAND1	TWIST1	0.013040286
MIF	ELAVL2	0.013038927
PAM	HAND2	0.013037107
DYNC1I1	FOXD3	0.013037087
ERBB4	CHL1	0.013036756
SATB2	RXRG	0.013036617
ZIC3	RXRG	0.013027062
SNRPD1	RXRG	0.01302626
CCDC80	ELAVL2	0.013022064
ITGA6	RXRG	0.013021866
ABLIM1	RXRG	0.013021551
FOXD3	TWIST1	0.0130180195
SFRP1	ELAVL2	0.013017243
CDC20	RXRG	0.013016198
DAAM1	FOXD3	0.01300987
APEX1	FOXD3	0.012996132
BNIP3	RXRG	0.012988667
JMJD1C	FOXD3	0.012982387
ZFHX3	FOXD3	0.012981448
HOXB7	RXRG	0.012979544
ELK3	ELAVL2	0.012976371
ZIC2	DCLK1	0.0129760625
SMAD6	ELAVL2	0.012974191
ARHGAP42	TWIST1	0.012968071
LEF1	ELAVL2	0.012959882
GATA6	ELAVL2	0.012951832
SF1	RXRG	0.01294248
UHRF1	TWIST1	0.012940625
MYOF	CHL1	0.012939306
NKX3-1	ELAVL2	0.012938883
CYP1B1	TWIST1	0.012937903
WWTR1	FOXD3	0.012936294
THY1	FOXD3	0.01293235
PRKACB	RXRG	0.012931466
TCF7L1	ELAVL2	0.012931344
REV3L	RXRG	0.012926614
LTBP1	FOXD3	0.012924442
AEBP1	ELAVL2	0.01292223
RIPPLY1	TWIST1	0.012913658
BCL11B	TWIST1	0.012910278
SLITRK2	RXRG	0.01290639
LIPG	ELAVL2	0.01290236
GPR83	ELAVL2	0.012891791
PARP1	RXRG	0.012889862
LMX1B	TRERF1	0.012886979
MAFF	FOXD3	0.012883932
COL4A6	RXRG	0.012881763
DPYSL3	ELAVL2	0.012875134
DMBX1	RXRG	0.012872067
MCC	TWIST1	0.012859567
KLHL4	TWIST1	0.01285951
SYNC	RXRG	0.012857076
CRABP2	ELAVL2	0.012854107
LZTS1	FOXJ1	0.012845917
POLR2I	DCLK1	0.012839906
CCDC81	ELAVL2	0.012838995
FST	RXRG	0.01283699
CITED2	ELAVL2	0.012830409
CCDC141	TWIST1	0.012826293
MEPE	FOXD3	0.012822441
HCFC1	RXRG	0.012820128
TP53	RXRG	0.012810477
UNC5D	ELAVL2	0.012808488
ZIC2	TWIST1	0.0128080575
CDH11	HAND2	0.012801994
MATN3	RXRG	0.012801155
SMAD6	RXRG	0.012796423
ELOVL2	TWIST1	0.012795369
EPCAM	FOXD3	0.012794671
HDAC9	HAND2	0.012793892
GPC6	HAND2	0.012788743
CD9	FOXD3	0.012788516
SOX4	DCLK1	0.012788463
RHAG	FOXD3	0.012787359
GABRB2	FOXD3	0.012785932
DKK1	FOXD3	0.012783656
ZIC3	TWIST1	0.012772764
AEBP1	HAND2	0.012770523
SOX2	HAND2	0.012769883
KDR	ELAVL2	0.012759989
JUND	TWIST1	0.0127579365
RUNX1	ELAVL2	0.01275442
LIMCH1	RXRG	0.012753428
PITX2	FOXJ1	0.012749375
EGF	TWIST1	0.012747367
SORL1	RXRG	0.012745627
HDAC9	TFAP2A	0.012742569
COL4A6	HAND2	0.012736711
CD9	RXRG	0.0127316015
JUND	ELAVL2	0.01272625
SEMA5A	CHL1	0.01272317
LGALSL	ELAVL2	0.012719855
CRABP2	TWIST1	0.01271907
MDM4	RXRG	0.012716459
BMP2	SIX6	0.012713636
TNC	FOXD3	0.012712382
PRSS23	RXRG	0.012711743
BCL11B	ELAVL2	0.012708279
NTS	FOXJ1	0.012704171
CCDC80	DCLK1	0.012698288
ANKRD1	TWIST1	0.0126982285
HAND2	ERBB4	0.012696961
NRIP1	ELAVL2	0.012695854
ISL1	FOXJ1	0.012693478
MSX1	FOXD3	0.012690691
ETS1	TWIST1	0.0126896845
RND3	RXRG	0.012688267
ASXL1	RXRG	0.012685207
HNRNPAB	ELAVL2	0.0126816025
PLCB4	ELAVL2	0.012679925
CCDC141	ELAVL2	0.012676131
PCDH7	FOXD3	0.012670815
GPR83	RXRG	0.0126679465
DAB2	RXRG	0.0126639
MDM4	ELAVL2	0.012663528
NRP2	DCLK1	0.012662174
ERBB4	TWIST1	0.012661485
LTBP1	ELAVL2	0.0126599185
SALL3	ELAVL2	0.012655222
HAND2	TFAP2A	0.012633514
PDCD11	RXRG	0.012617886
BHLHE40	TWIST1	0.012609056
CAMK2D	ELAVL2	0.012607837
TGFB1I1	HAND2	0.012594188
TEAD1	RXRG	0.012586032
NPM1	RXRG	0.012581344
RAX2	ELAVL2	0.01257329
PBX1	FOXD3	0.012566457
ZBTB38	RXRG	0.012566214
TSPAN12	ELAVL2	0.012565989
FN1	ELAVL2	0.012563385
GRHL2	ELAVL2	0.012562695
ANKRD6	RXRG	0.012560452
SYNC	ELAVL2	0.012557059
HOXB2	FOXD3	0.012555091
ATP2B4	DCLK1	0.01255328
RBFOX2	RXRG	0.01254725
GATM	RXRG	0.0125444345
POU2F1	RXRG	0.012541237
YAF2	RXRG	0.012540491
LRAT	FOXJ1	0.012538194
CCND1	CHL1	0.012535922
BAMBI	FOXD3	0.012533067
GYPB	TWIST1	0.012531129
GATA2	ELAVL2	0.012527306
POU5F1	ELAVL2	0.012526214
ACTC1	FOXD3	0.012511454
GATA3	RXRG	0.0125090415
NPM1	HAND2	0.012504094
SIPA1L2	ELAVL2	0.012502662
PCDH7	DCLK1	0.012502223
PPP1R9A	RXRG	0.012495953
CNBP	FOXD3	0.0124924835
PRDM14	ELAVL2	0.012490327
ADAMTS3	FOXD3	0.012490121
PHLDB2	RXRG	0.012486437
ODC1	RXRG	0.012486429
BMPER	CHL1	0.012486353
SLITRK2	ELAVL2	0.012486203
SATB1	RXRG	0.012486131
TFDP1	RXRG	0.012483571
KHSRP	RXRG	0.012479122
RBBP8	ELAVL2	0.012472705
ZIC2	FOXD3	0.012455147
TGFB1I1	RXRG	0.012449902
ID3	HAND2	0.012448467
TRIM2	RXRG	0.012444325
AK4	ELAVL2	0.012439111
DACH1	HAND2	0.012431132
ADAMTS3	TWIST1	0.012430087
ZIC3	FOXJ1	0.012429591
PALLD	FOXD3	0.01242723
CER1	RXRG	0.012422805
ITGA5	RXRG	0.01242159
EGF	ELAVL2	0.012420128
GATAD2A	RXRG	0.012419679
CTBP1	ELAVL2	0.012418418
MAGI3	RXRG	0.012413169
NFIC	FOXD3	0.012410948
CRABP2	FOXD3	0.012410774
PDGFRA	HAND2	0.012410418
CAP2	FOXD3	0.012407121
TSPAN12	TWIST1	0.0124024665
MAFG	RXRG	0.0123945745
AEBP1	FOXD3	0.012391859
SALL3	FOXJ1	0.01238842
LMO3	ELAVL2	0.012386972
ASB4	FOXJ1	0.012386816
MIF	HAND2	0.012386401
EGF	FOXJ1	0.012386182
SAP18	DCLK1	0.012384938
GPR83	TWIST1	0.012381525
RIN2	ELAVL2	0.012377885
CTNNB1	FOXD3	0.012372182
CREB3L2	RXRG	0.012371412
UNC5D	TFAP2A	0.012367385
PITX2	ELAVL2	0.0123634925
DKK1	ELAVL2	0.012362054
CD9	HAND2	0.0123593155
FAM89A	ELAVL2	0.012354165
WLS	RXRG	0.012353356
SULF2	FOXD3	0.012350778
DYNC1I1	ELAVL2	0.012350698
DNAJC2	RXRG	0.012340102
HAND1	FOXJ1	0.012335175
SEMA3A	RXRG	0.012334387
SOX5	RXRG	0.012333186
DUSP4	ELAVL2	0.012328664
ATP2B4	FOXD3	0.012327231
RAB31	RXRG	0.012324559
PLP1	TWIST1	0.0123232575
CALB1	ELAVL2	0.0123228775
ZBTB10	ELAVL2	0.012318962
CYP1B1	HAND2	0.012317055
STK17B	RXRG	0.0123156
NFKBIA	RXRG	0.012312334
COLEC12	HAND2	0.012306941
NFAT5	RXRG	0.012306106
SLCO2A1	FOXJ1	0.012304836
KDR	TWIST1	0.012301811
SFRP2	DCLK1	0.012301145
MECOM	TWIST1	0.012291245
ILF2	FOXD3	0.012288414
NAP1L3	FOXD3	0.012284773
ROR2	RXRG	0.012282179
RUNX1	FOXD3	0.012281661
CHL1	HAND2	0.012275105
UNC5C	FOXD3	0.012267562
PDGFA	ELAVL2	0.012256299
RHOBTB3	RXRG	0.012256292
SFPQ	FOXD3	0.012251517
AGPAT5	RXRG	0.012245408
APBB2	RXRG	0.0122372955
NFAT5	FOXD3	0.012234941
LZTS1	TWIST1	0.012228532
ZNF165	ELAVL2	0.012228285
SOX17	ELAVL2	0.012225084
JUND	HAND2	0.01222332
ODC1	FOXD3	0.012216796
PCDH10	DCLK1	0.012215066
BMPER	HAND2	0.0122146895
RAX2	RXRG	0.012214214
LIMCH1	FOXD3	0.01220332
SETBP1	RXRG	0.012202134
TLR4	ELAVL2	0.012201411
PGR	FOXD3	0.012200517
ANKRD28	FOXD3	0.012198351
STAT3	FOXD3	0.012197412
PLSCR4	RXRG	0.012196379
THY1	DCLK1	0.012192457
MXD4	FOXD3	0.012191797
AGL	ELAVL2	0.012191603
LZTS1	RXRG	0.01219036
ARHGAP42	ELAVL2	0.012183835
UHRF1	RXRG	0.01217903
SERPINE2	FOXD3	0.012177929
GCM1	ELAVL2	0.01217332
RBMX	RXRG	0.0121731935
ALYREF	ELAVL2	0.012172666
TRDN	HAND2	0.012162507
CBX3	FOXD3	0.0121612465
LMX1B	RXRG	0.012161007
SULF2	ELAVL2	0.012159085
HEG1	ELAVL2	0.012158837
CDC20	FOXD3	0.01215838
ELL2	TWIST1	0.012154037
CCDC141	RXRG	0.012146858
MME	TWIST1	0.012143777
HNRNPK	RXRG	0.01214168
SKIL	RXRG	0.0121383015
SFRP2	ELAVL2	0.012136713
ZHX3	RXRG	0.01213528
RORB	TWIST1	0.012127582
HOPX	HAND2	0.012126393
PPARA	RXRG	0.012123001
STK17B	TWIST1	0.012122301
FXR1	RXRG	0.012111803
AMIGO2	ELAVL2	0.012110538
LPGAT1	RXRG	0.0121087525
MYOF	HAND2	0.012102873
COL5A2	HAND2	0.012099725
CBFA2T2	RXRG	0.012096936
PLK2	RXRG	0.012095493
SEMA6A	FOXJ1	0.012093355
NLGN4X	ELAVL2	0.012083691
POU2AF1	TWIST1	0.01207898
LTBP1	TWIST1	0.0120765325
MFAP4	DCLK1	0.012075877
NR0B1	FOXD3	0.012068637
EPHA4	FOXD3	0.012067233
WNT5A	RXRG	0.012065418
